Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,224358.0,SRI BIMAL CH DEKA,INR,1.0,11.0,225736.0,BISWAJIT BAISHYA,15-Feb-2024 07:15 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,11.0,224358.0,SRI BIMAL CH DEKA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,224387.0,MD JEHERUL HAQUE,INR,1.0,12.0,225690.0,BONI AMIN,15-Feb-2024 05:25 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,12.0,224387.0,MD JEHERUL HAQUE,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,224542.0,JAYSHREE ELECTRICALS,INR,1.0,13.0,225301.0,BRAHMANANDA MAHATO,13-Feb-2024 05:36 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,13.0,224542.0,JAYSHREE ELECTRICALS,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,224618.0,RABIA BEGUM,INR,1.0,14.0,221679.0,BRAHMAPUTRA COMMERCE AND TRADE,20-Jan-2024 07:09 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,14.0,224618.0,RABIA BEGUM,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,224721.0,DULU HUSSAIN,INR,1.0,15.0,226391.0,Brojen das,17-Feb-2024 03:20 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,15.0,224721.0,DULU HUSSAIN,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,224729.0,Construction Works,INR,1.0,16.0,226150.0,CHANDAN SAIKIA,17-Feb-2024 12:18 AM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,16.0,224729.0,Construction Works,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,224734.0,ABU BOKKOR SIDDIK,INR,1.0,17.0,225503.0,CHANDRA CHETRY,14-Feb-2024 11:16 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,17.0,224734.0,ABU BOKKOR SIDDIK,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,224754.0,M/s S ENTERPRISE,INR,1.0,18.0,224729.0,Construction Works,10-Feb-2024 08:50 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,18.0,224754.0,M/s S ENTERPRISE,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,224784.0,SAIFUL ISLAM,INR,1.0,19.0,224240.0,DEEPAK KUMAR DEKA,07-Feb-2024 04:11 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,19.0,224784.0,SAIFUL ISLAM,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,224786.0,Sanjib Kumar Das,INR,1.0,20.0,225296.0,DILUWAR HUSSAIN,13-Feb-2024 05:28 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,20.0,224786.0,Sanjib Kumar Das,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,224787.0,ASHMULA SHAH,INR,1.0,21.0,226026.0,DIPAK DEKA,16-Feb-2024 04:53 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,21.0,224787.0,ASHMULA SHAH,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,225038.0,DWIPEN KUMAR DEKA,INR,1.0,22.0,224721.0,DULU HUSSAIN,10-Feb-2024 08:29 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,22.0,225038.0,DWIPEN KUMAR DEKA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,225080.0,Bhupendra Narayan Baruah,INR,1.0,23.0,224351.0,DWEEP KISHORE SAIKIA,08-Feb-2024 11:33 AM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,23.0,225080.0,Bhupendra Narayan Baruah,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,225099.0,NOBI HUSSAIN,INR,1.0,24.0,225038.0,DWIPEN KUMAR DEKA,12-Feb-2024 04:51 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,24.0,225099.0,NOBI HUSSAIN,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,225101.0,M/S L.N. Enterprise (Prop. Lutfur Rahman),INR,1.0,25.0,225747.0,ELIUS ALI,15-Feb-2024 08:16 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,25.0,225101.0,M/S L.N. Enterprise (Prop. Lutfur Rahman),1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,225111.0,Mahamad Ali,INR,1.0,26.0,226131.0,FARUK AHMED,16-Feb-2024 08:47 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,26.0,225111.0,Mahamad Ali,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,225296.0,DILUWAR HUSSAIN,INR,1.0,27.0,225864.0,GANESH BH. CHETRY,16-Feb-2024 11:12 AM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,27.0,225296.0,DILUWAR HUSSAIN,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,225301.0,BRAHMANANDA MAHATO,INR,1.0,28.0,226273.0,GLOBAL POWER AND ENGINEERS,17-Feb-2024 01:18 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,28.0,225301.0,BRAHMANANDA MAHATO,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,225305.0,Mohan Ranjan Borgohain,INR,1.0,29.0,226396.0,Hitech Industries,17-Feb-2024 03:19 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,29.0,225305.0,Mohan Ranjan Borgohain,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,225310.0,RAJIB HAZARIKA,INR,1.0,30.0,226145.0,Jayanta Saikia,16-Feb-2024 11:45 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,30.0,225310.0,RAJIB HAZARIKA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,225311.0,Jitu Kakati,INR,1.0,31.0,224542.0,JAYSHREE ELECTRICALS,09-Feb-2024 05:58 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,31.0,225311.0,Jitu Kakati,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,225430.0,MATIUR RAHMAN,INR,1.0,32.0,226057.0,J & D ENTERPRISE,16-Feb-2024 05:46 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,32.0,225430.0,MATIUR RAHMAN,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,225436.0,M/S PASHA CONSTRUCTION,INR,1.0,33.0,225311.0,Jitu Kakati,13-Feb-2024 06:15 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,33.0,225436.0,M/S PASHA CONSTRUCTION,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,225485.0,MOJIBUR ROHMAN,INR,1.0,34.0,225748.0,Kaji Muddin Hoque,15-Feb-2024 08:24 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,34.0,225485.0,MOJIBUR ROHMAN,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,225489.0,PRANAB BORAH,INR,1.0,35.0,225803.0,Khomeswar Goyari,16-Feb-2024 12:04 AM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,35.0,225489.0,PRANAB BORAH,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,225496.0,SRI MAHENDRA NATH BAISHYA,INR,1.0,36.0,225916.0,KRISHNA ENGINEERINGS,16-Feb-2024 12:48 PM,Accepted-AOC,Awarded,12-Jul-2024 12:36 PM,,,,,,,,,,,,,36.0,225496.0,SRI MAHENDRA NATH BAISHYA,1.0,L1,,,,,,,,,
