Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,181852.0,BTL EPC LTD(FORMERLY BENGAL TOOLS LTD),INR,0.0,11.0,181927.0,Bhoomi Agro Industries,03-Apr-2023 02:05 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,11.0,181822.0,Motor & General Sales Pvt Ltd,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,181876.0,International Trcators Limited,INR,0.0,12.0,184264.0,B.K. Engineering Workshop,24-Apr-2023 12:38 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,12.0,181832.0,RATNAGIRI IMPEX PRIVATE LIMITED,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,181903.0,HARNAM SINGH AND SONS,INR,0.0,13.0,183927.0,BONHOEFFER MACHINES PVT LTD,20-Apr-2023 05:33 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,13.0,181852.0,BTL EPC LTD(FORMERLY BENGAL TOOLS LTD),0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,181927.0,Bhoomi Agro Industries,INR,0.0,14.0,181852.0,BTL EPC LTD(FORMERLY BENGAL TOOLS LTD),01-Apr-2023 05:32 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,14.0,181876.0,International Trcators Limited,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,181997.0,Farmworld Agrotech Private Limited,INR,0.0,15.0,184298.0,CELEC ENTERPRISES,22-Apr-2023 07:12 PM,Rejected-Technical,As per DBC minutes27,29-Jul-2023 12:23 PM,,,,,,,,,,,,15.0,181882.0,KRISHITEK INDUSTRIES PRIVATE LIMITED,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,182141.0,GODABARI AGRO MACHINERY AND SERVICES INDIA PVT LTD,INR,0.0,16.0,181079.0,CNH Industrial India Private Limited,01-Apr-2023 06:03 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,16.0,181903.0,HARNAM SINGH AND SONS,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,182199.0,SHB AGRO POWER INDIA PVT LTD,INR,0.0,17.0,184323.0,CONRAD AGRICO LLP,23-Apr-2023 03:06 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,17.0,181910.0,DELUXE AGRICULTURA IMPLEMENTS PVT. LTD.,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,182278.0,BERI UDYOG PRIVATE LIMITED,INR,0.0,18.0,181910.0,DELUXE AGRICULTURA IMPLEMENTS PVT. LTD.,01-Apr-2023 04:54 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,18.0,181927.0,Bhoomi Agro Industries,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,182452.0,MASCHIO GASPARDO INDIA PRIVATE LIMITED,INR,0.0,19.0,182329.0,Dhanjal Agriculture Industries,12-Apr-2023 01:22 PM,Rejected-Technical,As per DBC minutes11,29-Jul-2023 12:23 PM,,,,,,,,,,,,19.0,181935.0,DILBAG SINGH,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,182524.0,HINDUSTAN AGRO INDUSTRIAL CORP,INR,0.0,20.0,181935.0,DILBAG SINGH,03-Apr-2023 04:49 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,20.0,181997.0,Farmworld Agrotech Private Limited,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,182541.0,NATIONAL AGRO INDUSTRIES,INR,0.0,21.0,181564.0,FARM AND GARDEN TECHNOLOGIES PRIVATE LIMITED,31-Mar-2023 03:00 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,21.0,182028.0,Benson Agro Engineering,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,182546.0,GAHIR AGRO INDUSTRIES LIMITED,INR,0.0,22.0,181997.0,Farmworld Agrotech Private Limited,10-Apr-2023 04:31 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,22.0,182035.0,PREET AGRO INDUSTRIES PRIVATE LIMITED,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,182685.0,GSA INDUSTRIES,INR,0.0,23.0,182546.0,GAHIR AGRO INDUSTRIES LIMITED,09-Apr-2023 02:17 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,23.0,182141.0,GODABARI AGRO MACHINERY AND SERVICES INDIA PVT LTD,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,182959.0,AMAR AGRICULTURAL IMPLEMENTS WORKS,INR,0.0,24.0,182332.0,GILL THRESHAR & IMPLIMENTS,05-Apr-2023 07:50 PM,Rejected-Technical,As per DBC minutes12,29-Jul-2023 12:23 PM,,,,,,,,,,,,24.0,182153.0,PREET TRACTORS PVT LTD,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,183200.0,M.G Industries,INR,0.0,25.0,182800.0,GOBIND ALLOYS LIMITED,14-Apr-2023 02:32 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,25.0,182178.0,Surjeet Agriculture Industries,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,183927.0,BONHOEFFER MACHINES PVT LTD,INR,0.0,26.0,182141.0,GODABARI AGRO MACHINERY AND SERVICES INDIA PVT LTD,04-Apr-2023 03:16 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,26.0,182199.0,SHB AGRO POWER INDIA PVT LTD,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,184139.0,SIMPSON AND COMPANY LIMITED,INR,0.0,27.0,184326.0,GREEN FIELD,23-Apr-2023 04:55 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,27.0,182278.0,BERI UDYOG PRIVATE LIMITED,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,184140.0,VST TILLERS TRACTORS LTD,INR,0.0,28.0,182685.0,GSA INDUSTRIES,10-Apr-2023 11:53 AM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,28.0,182452.0,MASCHIO GASPARDO INDIA PRIVATE LIMITED,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,184264.0,B.K. Engineering Workshop,INR,0.0,29.0,181903.0,HARNAM SINGH AND SONS,01-Apr-2023 05:07 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,29.0,182524.0,HINDUSTAN AGRO INDUSTRIAL CORP,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,184312.0,BANABETHI,INR,0.0,30.0,182524.0,HINDUSTAN AGRO INDUSTRIAL CORP,07-Apr-2023 02:46 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,30.0,182541.0,NATIONAL AGRO INDUSTRIES,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,184323.0,CONRAD AGRICO LLP,INR,0.0,31.0,181076.0,Honda India Power Products Limited,04-Apr-2023 05:44 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,31.0,182546.0,GAHIR AGRO INDUSTRIES LIMITED,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,184326.0,GREEN FIELD,INR,0.0,32.0,183987.0,INDICON AGRO INDUSTRIES LLP,22-Apr-2023 01:56 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,32.0,182634.0,BHARAT AGRO ENGINEERING,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,184482.0,SHREE RAM ELECTRIC CO,INR,0.0,33.0,181766.0,INDRA MARSHAL POWER PVT. LTD.,01-Apr-2023 10:46 AM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,33.0,182685.0,GSA INDUSTRIES,0.0,1.0,,,,,,,,,
