Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,213896.0,Contractor,INR,1.0,11.0,214145.0,Amdadul Hoque,04-Dec-2023 02:12 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,11.0,213896.0,Contractor,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,213898.0,Contractor,INR,1.0,12.0,214676.0,Amdadul Hussain,10-Dec-2023 05:24 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,12.0,213898.0,Contractor,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,213899.0,Abu Ansari,INR,1.0,13.0,214056.0,Amdadul Islam,03-Dec-2023 05:36 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,13.0,213899.0,Abu Ansari,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,213925.0,Jiten Hazarika,INR,1.0,14.0,214043.0,Aminul Haque Choudhury,03-Dec-2023 03:30 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,14.0,213925.0,Jiten Hazarika,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,213927.0,Mainul Haque,INR,1.0,15.0,214646.0,amir hussain,09-Dec-2023 09:26 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,15.0,213927.0,Mainul Haque,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,213958.0,Gulap Hussain,INR,1.0,16.0,214077.0,Azaharul Islam,03-Dec-2023 07:31 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,16.0,213958.0,Gulap Hussain,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,214012.0,M/s Alfin Enterprise,INR,1.0,17.0,214164.0,BABIL HUSSAIN,04-Dec-2023 03:21 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,17.0,214012.0,M/s Alfin Enterprise,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,214013.0,Shahjahan Ali,INR,1.0,18.0,214146.0,Babul Enterprise,04-Dec-2023 02:23 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,18.0,214013.0,Shahjahan Ali,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,214014.0,Jayanta Bordoloi,INR,1.0,19.0,214749.0,Baharul Islam,11-Dec-2023 01:13 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,19.0,214014.0,Jayanta Bordoloi,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,214016.0,Grassroots Support Organization,INR,1.0,20.0,214124.0,Bidyut Bora,04-Dec-2023 12:45 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,20.0,214016.0,Grassroots Support Organization,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,214017.0,RAJ KISHORE BORA,INR,1.0,21.0,214566.0,BIOGAS SERVICE CENTER,08-Dec-2023 01:37 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,21.0,214017.0,RAJ KISHORE BORA,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,214038.0,DMS,INR,1.0,22.0,213367.0,BURGEON AGRI PRIVATE LIMITED,29-Nov-2023 03:47 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,22.0,214038.0,DMS,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,214042.0,Rashiful Huda,INR,1.0,23.0,214771.0,Contractor,11-Dec-2023 02:54 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,23.0,214042.0,Rashiful Huda,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,214043.0,Aminul Haque Choudhury,INR,1.0,24.0,214664.0,Contractor,10-Dec-2023 01:51 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,24.0,214043.0,Aminul Haque Choudhury,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,214045.0,Sarat Hazarika,INR,1.0,25.0,214073.0,Contractor,03-Dec-2023 06:25 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,25.0,214045.0,Sarat Hazarika,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,214050.0,Riaz Uddin Ahmed,INR,1.0,26.0,214071.0,Contractor,03-Dec-2023 06:14 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,26.0,214050.0,Riaz Uddin Ahmed,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,214051.0,Contractor,INR,1.0,27.0,214051.0,Contractor,03-Dec-2023 05:13 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,27.0,214051.0,Contractor,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,214052.0,Fakrul Islam,INR,1.0,28.0,213898.0,Contractor,02-Dec-2023 11:02 AM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,28.0,214052.0,Fakrul Islam,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,214053.0,M/s B.R. Enterprise,INR,1.0,29.0,213896.0,Contractor,02-Dec-2023 10:58 AM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,29.0,214053.0,M/s B.R. Enterprise,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,214055.0,Murshida Aktara Pathan,INR,1.0,30.0,213895.0,Contractor,02-Dec-2023 10:46 AM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,30.0,214055.0,Murshida Aktara Pathan,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,214056.0,Amdadul Islam,INR,1.0,31.0,214786.0,DEWAN MEHBUB HUSSAIN AHMED,11-Dec-2023 03:33 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,31.0,214056.0,Amdadul Islam,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,214057.0,Purnima Begum,INR,1.0,32.0,214072.0,Dipu Saikia,03-Dec-2023 06:22 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,32.0,214057.0,Purnima Begum,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,214058.0,Rinju Moni Baruah,INR,1.0,33.0,214038.0,DMS,03-Dec-2023 02:56 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,33.0,214058.0,Rinju Moni Baruah,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,214059.0,Jaydur Rahman,INR,1.0,34.0,214052.0,Fakrul Islam,03-Dec-2023 05:16 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,34.0,214059.0,Jaydur Rahman,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,214063.0,Motiur Rahman,INR,1.0,35.0,214744.0,Gias Uddin,11-Dec-2023 12:54 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,35.0,214063.0,Motiur Rahman,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,214064.0,Rabindra Karmakar,INR,1.0,36.0,214757.0,GLOBAL ENTERPRISE,11-Dec-2023 02:01 PM,Accepted-AOC,Awarded,24-Jul-2024 04:25 PM,,,,,,,,,,,,36.0,214064.0,Rabindra Karmakar,1.0,L1,,,,,,,,,
