Organization Chain ,Tender Title ,Tender Ref No ,Tender ID ,Contract Date ,Contract Value ,Work Completion Period in days ,Updated By ,Updated on ,AOC document ,AOC Description ,Awarded Bidder,Awarded Value,Awarded Currency,Tender ID
U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E  Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Bareilly,"Manufacturing /casting and providing of Nut, Housing  and handle (as per BOQ and drawing) F.O.R. at Irrigation Work Shop Division Bareilly.",07/WM/IWDB/2023-24 LOT04,2024_UPIDM_887405_1,27-Feb-2024,"INR 1,689,600",15,GYAN CHANDRA TIWARI,27-Feb-2024 06:37 PM,07lot04.pdf (773.00 KB),,SAINIK ENGINEERING WORK,"1,689,600",INR,2024_UPIDM_887405_1
U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E  Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Bareilly,"Dismantling of old existing Gate, Erection of new gate of Gomati barrage",07/WM/IWDB/2023-24 LOT05,2024_UPIDM_887427_1,27-Feb-2024,"INR 2,223,000",60,GYAN CHANDRA TIWARI,27-Feb-2024 06:34 PM,07lot05.pdf (782.00 KB),,swastik traders,"2,223,000",INR,2024_UPIDM_887427_1
U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E  Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Bareilly,Carriage and Erection of stanchion Leg of Sluice Service Gate and Under,07/WM/IWDB/2023-24 LOT06,2024_UPIDM_887495_1,27-Feb-2024,"INR 3,020,000",60,GYAN CHANDRA TIWARI,29-Feb-2024 03:36 PM,07lot06.pdf (804.00 KB),,NIRMAL ENGINEERS,"3,020,000",INR,2024_UPIDM_887495_1
U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E  Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Bareilly,"Superstructure Work, Laying of Chequered plate, Dismantling, shifting,",07/WM/IWDB/2023-24 LOT 07,2024_UPIDM_887514_1,27-Feb-2024,"INR 1,378,000",60,GYAN CHANDRA TIWARI,27-Feb-2024 06:19 PM,aoclot07.pdf (724.00 KB),,SHIV RAM ENTERPRISES,"1,378,000",INR,2024_UPIDM_887514_1
U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E  Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Bareilly,Carriage and Erection of Monorail Column and Assembly of Monorail,07/WM/IWDB/2023-24 LOT 09,2024_UPIDM_887541_1,27-Feb-2024,"INR 3,020,000",60,GYAN CHANDRA TIWARI,28-Feb-2024 11:31 AM,07lot09.pdf (784.00 KB),,SHIV RAM ENTERPRISES,"3,020,000",INR,2024_UPIDM_887541_1
Directorate of Local Bodies UP||Nagar Panchayat Ghosi Mau,Ward No. 15/7 Me Faizuddin Ke Makan Se Haji Fakhruddin Ka Makan Hote Huye Ghosi- Madhuban Mod Tak Covered Mini Nala Nirmar Kary,05,2024_DOLBU_887458_1,22-Feb-2024,"INR 2,986,103.9",60,Rakesh Kumar Panday,22-Feb-2024 06:17 PM,workorder5.pdf (341.00 KB),,Ramakant Yadav Contractor,"2,986,103.9",INR,2024_DOLBU_887458_1
Directorate of Local Bodies UP||Nagar Panchayat Ghosi Mau,Ward No. 15  Mohalla Badagaon Khas  Me Ghosi-Madhuban Road Par Shamsul Uloom Madarsa Se Naseem Ke Makan Tak  Covered Mini Nala Nirmar Kary,06,2024_DOLBU_887477_1,22-Feb-2024,"INR 2,063,380.8",60,Rakesh Kumar Panday,22-Feb-2024 06:19 PM,workorder6.pdf (339.00 KB),,Jitendra Pratap Yadav,"2,063,380.8",INR,2024_DOLBU_887477_1
Directorate of Local Bodies UP||Nagar Panchayat Ghosi Mau,Ward No. 15  Mohalla Badagaon Khas  Me Azam Ke Makan Se Amjadi Madarsa Ke Samne Puliya Tak  Covered Mini Nala Nirmar Kary,07,2024_DOLBU_887488_1,22-Feb-2024,"INR 2,064,380.5",60,Rakesh Kumar Panday,22-Feb-2024 06:22 PM,workorder7.pdf (338.00 KB),,M/S IKBAL CONSTRUCTION,"2,064,380.5",INR,2024_DOLBU_887488_1
Directorate of Local Bodies UP||Nagar Panchayat Ghosi Mau,Ward No. 15  Mohalla Badagaon Khas  Me Prabhudyal Ke Makan Se Noori Masjid Ke Aage Tak  Covered Mini Nala Nirmar Kary,08,2024_DOLBU_887499_1,22-Feb-2024,"INR 1,935,419.2",60,Rakesh Kumar Panday,22-Feb-2024 06:25 PM,workorder8.pdf (337.00 KB),,M/S SHIV CHAND YADAV,"1,935,419.2",INR,2024_DOLBU_887497_1
Directorate of Local Bodies UP||Nagar Panchayat Ghosi Mau,Ward No. 15  Mohalla Badagaon Khas  Me Prabhudyal Ke Makan Se Noori Masjid Ke Aage Tak  Covered Mini Nala Nirmar Kary,08,2024_DOLBU_887499_1,22-Feb-2024,"INR 1,935,419.2",60,Rakesh Kumar Panday,22-Feb-2024 06:25 PM,workorder8.pdf (337.00 KB),,M/S SHIV CHAND YADAV,"1,935,419.2",INR,2024_DOLBU_887499_1
Directorate of Local Bodies UP||Nagar Panchayat Ghosi Mau,Ward No. 15  Mohalla Badagaon Khas Me Ghosi Madhuban Mukhya Marg Par Saleem Roti Ka Makan Hote Huye Ahamd Raza Se Jahiruddin Ke Makan Ke Aage Tak Covered Mini Nala Nirmar Kary,09,2024_DOLBU_887516_1,22-Feb-2024,"INR 2,542,455",60,Rakesh Kumar Panday,22-Feb-2024 06:28 PM,workorder9.pdf (345.00 KB),,Model Engineers,"2,542,455",INR,2024_DOLBU_887516_1
Directorate of Local Bodies UP||Nagar Palika Parishad Biswan Sitapur,MOHALLA KAZI TOLA ME LAHARPUR ROAD SE TAJ KI DUKAN TAK PATTA AND INTERLOCKING WORK,315/A/15VA VITT/NPPB/2023-24,2024_DOLBU_887764_1,26-Feb-2024,"INR 528,676.5",90,Ashish Srivastava,26-Feb-2024 01:40 PM,NEW77.pdf (881.00 KB),ALL OK,R.N. Brothers,"528,676.5",INR,2024_DOLBU_887764_1
Directorate of Local Bodies UP||Nagar Palika Parishad Biswan Sitapur,KRIPA DAYAL SCHOOL ME GIRLS KE LIYE 5 SEATER TOILET AND BOYS KE LIYE 5 SEATER TOILET KA NIRMAN KARYA,315/A/15VA VITT/NPPB/2023-24,2024_DOLBU_887764_2,23-Feb-2024,"INR 1,101,120",90,Ashish Srivastava,23-Feb-2024 02:22 PM,NEW77.pdf (881.00 KB),L1,m/s B.C.C CONSTRUCTIONS,"1,101,120",INR,2024_DOLBU_887764_2
Directorate of Local Bodies UP||Nagar Palika Parishad Biswan Sitapur,NAME OF THE WORK-MOHALLA SHANKARGANJ ME SUSHEELA DEVI SCHOOL SE DINESH CHANDRA KE MAKAN TAK RCC NALA KA NIRMAN KARYA,315/A/15VA VITT/NPPB/2023-24,2024_DOLBU_887764_7,26-Feb-2024,"INR 452,160.9",90,Ashish Srivastava,26-Feb-2024 02:16 PM,NEW77.pdf (881.00 KB),L1 SO ACCEPTED,R R CONSTRUCTION,"452,160.9",INR,2024_DOLBU_887764_4
Directorate of Local Bodies UP||Nagar Palika Parishad Biswan Sitapur,NAME OF THE WORK-MOHALLA SHANKARGANJ ME SUSHEELA DEVI SCHOOL SE DINESH CHANDRA KE MAKAN TAK RCC NALA KA NIRMAN KARYA,315/A/15VA VITT/NPPB/2023-24,2024_DOLBU_887764_7,26-Feb-2024,"INR 452,160.9",90,Ashish Srivastava,26-Feb-2024 02:16 PM,NEW77.pdf (881.00 KB),L1 SO ACCEPTED,R R CONSTRUCTION,"452,160.9",INR,2024_DOLBU_887764_5
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of NH-534 to Jaswantpur Lukadari Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_3,17-Jan-2024,"INR 2,238,400",60,Yogendra Singh,17-Jan-2024 12:48 PM,56A.pdf (308.00 KB),Abdul Sami Contractor is the first lowest bidder,Abdul Sami Contractor,"703,965.5",INR,2023_CEMBD_874490_28
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of NH-534 to Jaswantpur Lukadari Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_3,17-Jan-2024,"INR 2,238,400",60,Yogendra Singh,17-Jan-2024 12:48 PM,56A.pdf (308.00 KB),Abdul Sami Contractor is the first lowest bidder,Abdul Sami Contractor,"703,965.5",INR,2023_CEMBD_874490_29
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of NH-734 Km 23 to Takipur Bega Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_30,17-Jan-2024,"INR 1,858,860",60,Yogendra Singh,17-Jan-2024 01:15 PM,53A.pdf (311.00 KB),Vineet Kumar is the first lowest bidder,VINEET KUMAR,"1,812,202.61",INR,2023_CEMBD_874490_30
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of Seohara Sugar Mill to Bahadarpur Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_31,15-Jan-2024,"INR 2,418,500",60,Yogendra Singh,15-Jan-2024 03:03 PM,67A.pdf (313.00 KB),Hargovind Sharma is the first Lowest Bidder,HARGOVIND SHARMA,"1,988,732.55",INR,2023_CEMBD_874490_31
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of NH Road Km 17 to Shahpur Barwa Road via Sadafal Govindpur,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_32,15-Jan-2024,"INR 2,825,430",60,Yogendra Singh,15-Jan-2024 01:18 PM,73A.pdf (313.00 KB),MS Construction is the first lowest bidder,M/S M S CONSTRUCTION,"2,033,749.49",INR,2023_CEMBD_874490_32
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of Budhanpur to Shahpur Harrey Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_33,15-Jan-2024,"INR 3,177,190",60,Yogendra Singh,15-Jan-2024 03:21 PM,65A.pdf (308.00 KB),Mehtab Contractor is the first lowest bidder,M/S MEHTAAB CONTRACTOR,"896,159.17",INR,2023_CEMBD_874490_33
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of Maksoodpur to Kolasagar Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_34,15-Jan-2024,"INR 1,896,470",60,Yogendra Singh,15-Jan-2024 03:12 PM,66A.pdf (308.00 KB),RD Construction is the first Lowest Bidder,R D CONSTRUCTION,"1,582,604.22",INR,2023_CEMBD_874490_34
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of Moradabad Haridwar Dehradun road Km 43 to Alipura Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_36,15-Jan-2024,"INR 2,478,620",60,Yogendra Singh,15-Jan-2024 02:12 PM,70A.pdf (319.00 KB),Virendra Singh is the first lowest bidder,VIRENDRA SINGH,"1,856,486.38",INR,2023_CEMBD_874490_35
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of Moradabad Haridwar Dehradun road Km 43 to Alipura Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_36,15-Jan-2024,"INR 2,478,620",60,Yogendra Singh,15-Jan-2024 02:12 PM,70A.pdf (319.00 KB),Virendra Singh is the first lowest bidder,VIRENDRA SINGH,"1,856,486.38",INR,2023_CEMBD_874490_36
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of NH-534 to Jaswantpur Lukadari Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_3,17-Jan-2024,"INR 2,238,400",60,Yogendra Singh,17-Jan-2024 12:48 PM,56A.pdf (308.00 KB),Abdul Sami Contractor is the first lowest bidder,Abdul Sami Contractor,"703,965.5",INR,2023_CEMBD_874490_3
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of Temporary Bypass to Najimpur Road via Nangla Ubban,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_15,15-Jan-2024,"INR 1,567,700",60,Yogendra Singh,15-Jan-2024 06:27 PM,63A.pdf (307.00 KB),Mehtab Con8tractor is the first lowest bidder,M/S MEHTAAB CONTRACTOR,"384,046.91",INR,2023_CEMBD_874490_15
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of Najibabad Nagina road to Kheda Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_16,17-Jan-2024,"INR 988,690",60,Yogendra Singh,17-Jan-2024 02:30 PM,44A.pdf (313.00 KB),Abdul Sami is the first lowest bidder,Abdul Sami Contractor,"750,415.71",INR,2023_CEMBD_874490_16
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of NH-34 Km 43 to Rajarampur Tulsi Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_2,17-Jan-2024,"INR 567,700",60,Yogendra Singh,17-Jan-2024 01:02 PM,55A.pdf (307.00 KB),Yamin Contractor and Supplier is the first lowest bidder,YAMIN CONTRACTOR AND SUPPLIERS,"425,775",INR,2023_CEMBD_874490_18
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of Kiratpur Shadipur road to Hakikatpur Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_20,15-Jan-2024,"INR 642,640",60,Yogendra Singh,15-Jan-2024 02:21 PM,69A.pdf (309.00 KB),VR Construction works and service enterprises is the first lowest bidder,M/S V.R. CONSTRUCITON WORK AND SERVES ENTERPRISES,"539,174.96",INR,2023_CEMBD_874490_20
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of NH-34 Km 18 to Roshanpur Pratap road via Hasanalipur,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_21,17-Jan-2024,"INR 2,403,725",60,Yogendra Singh,17-Jan-2024 12:32 PM,58A.pdf (317.00 KB),Omwati Contractor and Supplier is the first lowest bidder,M/S OMWATI CONTRACTOR AND SUPPLIER,"2,391,706.38",INR,2023_CEMBD_874490_21
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of Maharathpur Kala Link Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_26,17-Jan-2024,"INR 889,975",60,Yogendra Singh,17-Jan-2024 01:23 PM,52A.pdf (310.00 KB),Kaushik Construction and supplier is the first lowest bidder,KAUSHIK CONSTRUCTION AND SUPPLIERS,"701,389.3",INR,2023_CEMBD_874490_24
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of Maharathpur Kala Link Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_26,17-Jan-2024,"INR 889,975",60,Yogendra Singh,17-Jan-2024 01:23 PM,52A.pdf (310.00 KB),Kaushik Construction and supplier is the first lowest bidder,KAUSHIK CONSTRUCTION AND SUPPLIERS,"701,389.3",INR,2023_CEMBD_874490_25
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of Maharathpur Kala Link Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_26,17-Jan-2024,"INR 889,975",60,Yogendra Singh,17-Jan-2024 01:23 PM,52A.pdf (310.00 KB),Kaushik Construction and supplier is the first lowest bidder,KAUSHIK CONSTRUCTION AND SUPPLIERS,"701,389.3",INR,2023_CEMBD_874490_26
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of Pureni Pakhanpur Road to Pureni Railway Station road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_27,17-Jan-2024,"INR 504,400",60,Yogendra Singh,17-Jan-2024 12:40 PM,57A.pdf (311.00 KB),Dharampal Singh Contractor is the first lowest bidder,M/S DHARMPAL SINGH CONTRACTOR,"413,608",INR,2023_CEMBD_874490_27
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||CONSTRUCTION DIVISION 2 PWD BIJNOR -HQ NAJIBABAD-,Special repair of NH-34 Km 43 to Rajarampur Tulsi Road,5014/E-Tender/23-24 Dt. 11.12.2023,2023_CEMBD_874490_2,17-Jan-2024,"INR 567,700",60,Yogendra Singh,17-Jan-2024 01:02 PM,55A.pdf (307.00 KB),Yamin Contractor and Supplier is the first lowest bidder,YAMIN CONTRACTOR AND SUPPLIERS,"425,775",INR,2023_CEMBD_874490_2
Chief Engineer Moradabad Zone PWD Moradabad UP||MORADABAD CIRCLE PWD MORADABAD||PROVINCIAL DIVISION PWD MORADABAD,Moradabad Bypass Bhag I Km 12 Main Stith Gagang Nadi Setu Pahuch Marg Ka Surakshatmak Karye,3661/E TENDER DT 03-11-2023,2023_CEMBD_874381_6,20-Jan-2024,"INR 2,051,621.4",90,Mohd Naved Ahmad Khan,20-Jan-2024 05:47 PM,Gagan.pdf (112.00 KB),,SHRI ANIS AHMAD,"2,051,621.4",INR,2023_CEMBD_874381_4
