ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/milestones/title,tender/milestones/code,tender/milestones/type,tender/milestones/dueDate,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/bidOpening/date,tender/milestones/type,tender/milestones/title,tender/milestones/dueDate,tender/documents/id,buyer/name,fiscal_year
ocds-kjhdrl-2016_DoWR_930_1,tender,tender,1,2021-12-09T10:43:59Z,2016_DoWR_930_1,Re- JWR/RGR.878/2015/53,Teok-u/s-pk3,Works,Open,Works,Civil Works,3,No,No,343510,11-May-2016 6:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,,180,No,Offline,Active,Financial Bid Opening,4,25-May-2016 2:05 PM,assessment,Price Bid Opening Date,30-May-2016 12:25 PM,--,Department of Water Resources||Chief Engineer - DoWR,2016
ocds-kjhdrl-2016_DoWR_931_1,tender,tender,1,2021-12-09T10:43:59Z,2016_DoWR_931_1,Re-NIT/2/DH/WR/2015-16,Kumatiya-Pk7,Works,Open,Works,Civil Works,3,No,No,497286,12-May-2016 5:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,,180,No,Offline,Active,Financial Bid Opening,1,26-May-2016 2:05 PM,assessment,Price Bid Opening Date,30-May-2016 1:20 PM,--,Department of Water Resources||Chief Engineer - DoWR,2016
ocds-kjhdrl-2016_DoWR_932_1,tender,tender,1,2021-12-09T10:43:59Z,2016_DoWR_932_1,Re-NIT/2/DH/WR/2015-16,Kumatiya-Pk15,Works,Open,Works,Civil Works,3,No,No,5503407,12-May-2016 5:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,,180,No,Offline,Active,Financial Bid Opening,3,26-May-2016 2:05 PM,assessment,Price Bid Opening Date,30-May-2016 1:20 PM,--,Department of Water Resources||Chief Engineer - DoWR,2016
ocds-kjhdrl-2016_DoWR_933_1,tender,tender,1,2021-12-09T10:43:59Z,2016_DoWR_933_1,Mech-RGR/DM/06/2014/Pt-1/02,Mechanical,Goods,Open,Supply,Machineries,3,No,No,14477000,13-May-2016 6:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,,180,No,Offline,Active,Financial Bid Opening,3,27-May-2016 2:05 PM,assessment,Price Bid Opening Date,31-May-2016 3:50 PM,--,Department of Water Resources||Chief Engineer - DoWR,2016
ocds-kjhdrl-2016_BTC_934_1,tender,tender,1,2021-12-09T10:43:59Z,2016_BTC_934_1,ACE-20/TECH/NLCPR(CHR)/16-17/8,BTC/NLCPR/Chirang/1,Works,Open,Item Rate,Civil Works,2,No,No,39560000,24-May-2016 2:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,,180,No,Offline,Active,Technical Evaluation,3,01-Jun-2016 2:00 PM,assessment,Price Bid Opening Date,20-Jun-2016 12:25 PM,--,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,2016
ocds-kjhdrl-2016_PWBNH_936_1,tender,tender,1,2021-12-09T10:43:59Z,2016_PWBNH_936_1,GMC.9/2016/2 DTD.20/05/2016,Additional works for Construction of 200 bedded Cancer Hospital at G.M.C.H. Bhangagarh Guwahati,Works,Open,Works,Civil Works - Building,2,No,No,11834000,25-May-2016 4:30 PM,PreBid Meeting Date,preBidMeetingDate,engagement,13-Jun-2016 11:00 AM,180,No,Offline,Completed,AOC,2,17-Jun-2016 11:00 AM,assessment,Price Bid Opening Date,13-Jul-2016 11:00 AM,--,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2016
ocds-kjhdrl-2016_BTC_935_1,tender,tender,1,2021-12-09T10:43:59Z,2016_BTC_935_1,ACE_12/TECH/Ashram(G)/KokBldg/,Udalguri_Ashram_1,Works,Open,Item Rate,Civil Works,2,No,No,130196117,26-May-2016 10:30 AM,PreBid Meeting Date,preBidMeetingDate,engagement,,180,No,Offline,Active,Technical Evaluation,3,09-Jun-2016 2:00 PM,assessment,Price Bid Opening Date,21-Nov-2016 12:45 PM,--,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,2016
ocds-kjhdrl-2016_BTC_935_2,tender,tender,1,2021-12-09T10:43:59Z,2016_BTC_935_2,ACE_12/TECH/Ashram(G)/KokBldg/,Udalguri_Ashram_2,Works,Open,Item Rate,Civil Works,2,No,No,16955999,26-May-2016 10:30 AM,PreBid Meeting Date,preBidMeetingDate,engagement,,180,No,Offline,Active,Technical Evaluation,2,09-Jun-2016 2:00 PM,assessment,Price Bid Opening Date,21-Nov-2016 11:40 AM,--,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,2016
ocds-kjhdrl-2016_PWBNH_937_1,tender,tender,1,2021-12-09T10:43:59Z,2016_PWBNH_937_1,CE/REC/12/2016/6,"Construction of Assam Judicial Academy and National Law School at Amingaon, Guwahati, Assam",Works,Open,Item Rate,Civil Works - Building,2,No,No,113980700,01-Jun-2016 1:15 PM,PreBid Meeting Date,preBidMeetingDate,engagement,10-Jun-2016 12:00 PM,180,No,Offline,Active,Technical Evaluation,5,14-Jun-2016 3:00 PM,assessment,Price Bid Opening Date,04-Jul-2016 11:00 AM,--,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2016
ocds-kjhdrl-2016_NHM_938_1,tender,tender,1,2021-12-09T10:43:59Z,2016_NHM_938_1,NHM/C-CW/DRNR GIVQt/JSB/CH/2801/15/72005,"Construction of Doctors Qtr. (3 units), Nurses Qtr.(3units) and Grade IV Qtr.( 3 Units)(A/T) at JSB CH in Chirang District under NHM",Works,Open,Works,Civil Works - Building,2,No,No,15918096,03-Jun-2016 3:10 PM,PreBid Meeting Date,preBidMeetingDate,engagement,,180,No,Offline,Completed,AOC,5,14-Jun-2016 3:30 PM,assessment,Price Bid Opening Date,30-Jun-2016 3:30 PM,--,National Health Mission||State Programme Management Unit - NHM||Civil Works-SPMU - NHM,2016
ocds-kjhdrl-2016_APHC_940_1,tender,tender,1,2021-12-09T10:43:59Z,2016_APHC_940_1,APHC/T/9/2013-14/1,"Construction of Administrative Building  Civil Works, Sanitary and Water Supply Works, Site Preparation etc at Cane and Bamboo Technology Park, Burnihat, Assam Balance Work",Works,Open,Item Rate,Civil Works - Building,2,No,No,11713534,06-Jun-2016 4:10 PM,PreBid Meeting Date,preBidMeetingDate,engagement,,60,No,Offline,Completed,AOC,4,17-Jun-2016 2:30 PM,assessment,Price Bid Opening Date,20-Jun-2016 1:05 PM,--,Assam Police Housing Corporation Ltd,2016
ocds-kjhdrl-2016_NHM_939_1,tender,tender,1,2021-12-09T10:43:59Z,2016_NHM_939_1,NHM_PROC_LOE_14-15-2357-2177,HIRING OF SERVICE PROVIDERS FOR BIOMEDICAL EQUIPMENT MAINTENANCE,Services,Open,Works,Repair and Maintenance Services,2,No,No,210000000,07-Jun-2016 10:00 AM,PreBid Meeting Date,preBidMeetingDate,engagement,27-Jun-2016 3:30 PM,180,No,Offline,Cancelled,To be Opened,0,14-Jul-2016 3:00 PM,assessment,Price Bid Opening Date,,--,National Health Mission||State Programme Management Unit - NHM||Procurement Cell-SPMU - NHM,2016
ocds-kjhdrl-2016_PWBNH_941_1,tender,tender,1,2021-12-09T10:43:59Z,2016_PWBNH_941_1,SMC/17/2016/2 dt. 30-05-2016,Circuit House Salbari,Works,Open,Item Rate,Civil Works - Building,2,No,No,17920400,07-Jun-2016 4:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,10-Jun-2016 11:00 AM,180,No,Offline,Active,Technical Evaluation,3,17-Jun-2016 11:00 AM,assessment,Price Bid Opening Date,18-Jul-2016 11:00 AM,--,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2016
ocds-kjhdrl-2016_PHED_943_1,tender,tender,1,2021-12-09T10:43:59Z,2016_PHED_943_1,PHE_34_MM_2015_16_T_2773-79,IMPLEMENTATION OF 52_FIFTY TWO_NOS SOLAR POWER BASED MINI PIPED WATER SUPPLY SCHEMES FOR TACKLING JAPANESE ENCEPHALITIS AND ACUTE ENCEPHALITIS SYNDROME IN AFFECTED AREAS UNDER NRDWP FOR THE YEAR 2014_15 IN LAKIMPUR PHE CIRCLE LAKHIMPUR ASSAM,Works,Open,Works,Civil Works - Water Works,2,No,No,18200000,10-Jun-2016 11:00 AM,PreBid Meeting Date,preBidMeetingDate,engagement,,60,No,Offline,Completed,AOC,3,01-Jul-2016 11:00 AM,assessment,Price Bid Opening Date,25-Jul-2016 2:00 PM,--,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2016
ocds-kjhdrl-2016_DoWR_942_1,tender,tender,1,2021-12-09T10:43:59Z,2016_DoWR_942_1,NIT/1/NL/WR/2015-16,Bipuria-,Works,Open,Works,Civil Works,3,No,No,17501000,10-Jun-2016 6:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,,180,No,Offline,Active,Financial Bid Opening,7,24-Jun-2016 2:05 PM,assessment,Price Bid Opening Date,22-Jul-2016 6:00 PM,--,Department of Water Resources||Chief Engineer - DoWR,2016
ocds-kjhdrl-2016_PWBNH_944_1,tender,tender,1,2021-12-09T10:43:59Z,2016_PWBNH_944_1,SMC/19/2016/2 dt.9-6-2016,DC Office Jorhat,Works,Open,Item Rate,Civil Works - Building,2,No,No,14402000,15-Jun-2016 2:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,17-Jun-2016 11:00 AM,180,No,Offline,Active,Technical Evaluation,3,22-Jun-2016 11:00 AM,assessment,Price Bid Opening Date,01-Oct-2016 3:30 PM,--,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2016
ocds-kjhdrl-2016_DOT_946_1,tender,tender,1,2021-12-09T10:43:59Z,2016_DOT_946_1,ATDC/CS/558/2016/1036_E002,"Development of facilities for Pilgrims visiting Kamakhya Dham, Guwahati under 13th Finance Commission_Construction of Dormitory with outer development and parking facilities",Works,Open,Item Rate,Composite Works,2,No,No,25132914,16-Jun-2016 12:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,24-Jun-2016 12:00 PM,180,No,Offline,Completed,AOC,5,12-Jul-2016 12:30 PM,assessment,Price Bid Opening Date,04-Aug-2016 1:00 PM,--,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,2016
ocds-kjhdrl-2016_DOT_945_1,tender,tender,1,2021-12-09T10:43:59Z,2016_DOT_945_1,ATDC/CS/558/2016/1036-1043,Development of Kamakhya Temple and Pilgrimage Destination in and around Guwahati under PRASAD,Works,Open,Item Rate,Civil Works - Building,2,No,No,326234374,16-Jun-2016 5:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,24-Jun-2016 12:00 PM,180,No,Offline,Active,To be Opened,1,12-Jul-2016 12:30 PM,assessment,Price Bid Opening Date,,--,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,2016
ocds-kjhdrl-2016_PWBNH_947_1,tender,tender,1,2021-12-09T10:43:59Z,2016_PWBNH_947_1,CS/T/BD/13/2016/2 dtd. 9/06/2016,"Construction of Auditorium of Tarajan Sanmilan, Jorhat under State Specific Scheme during the year 2015-16",Works,Open,Item Rate,Civil Works - Building,2,No,No,15087321,17-Jun-2016 2:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,20-Jun-2016 11:00 AM,180,No,Offline,Active,Technical Evaluation,4,24-Jun-2016 11:00 AM,assessment,Price Bid Opening Date,19-Nov-2016 2:10 PM,--,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2016
ocds-kjhdrl-2016_BTC_951_1,tender,tender,1,2021-12-09T10:43:59Z,2016_BTC_951_1,ACE_264/TECH/BTC/MBSF/15-16/10,"Construction of Muga P3 Basic Seed Station at Kawabil, CC under Kokrajhar Civil Sub-Division, under NERTPS Programme for the year 2015-16, under Central Silk Board, Govt. of India",Works,Open,Item Rate,Civil Works,2,No,No,21980001,20-Jun-2016 4:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,,180,No,Offline,Active,Technical Evaluation,2,05-Jul-2016 2:00 PM,assessment,Price Bid Opening Date,09-Aug-2016 10:00 AM,--,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,2016
ocds-kjhdrl-2016_PWBNH_952_1,tender,tender,1,2021-12-09T10:43:59Z,2016_PWBNH_952_1,CE/REC/11/2016/4 dtd. 8/6/2016,Construction of Multistoried Judicial Court Building at                                Judicial Court campus at Dibrugarh,Works,Open,Item Rate,Civil Works - Building,2,No,No,62074741,20-Jun-2016 5:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,27-Jun-2016 12:00 PM,180,No,Offline,Active,Technical Evaluation,4,01-Jul-2016 3:00 PM,assessment,Price Bid Opening Date,21-Jul-2016 3:00 PM,--,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2016
ocds-kjhdrl-2016_PHED_950_1,tender,tender,1,2021-12-09T10:43:59Z,2016_PHED_950_1,PHE9/MM/2016_17/T_3417,PACKAGE NO 1_Supply delivery and installation of standalone community water purification plant with solar pumps set fitted with tube well capable of removing contaminants,Works,Open,Works,Civil Works - Water Works,2,No,No,38822000,21-Jun-2016 9:00 AM,PreBid Meeting Date,preBidMeetingDate,engagement,,120,No,Offline,Cancelled,To be Opened,0,12-Jul-2016 12:00 PM,assessment,Price Bid Opening Date,,--,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2016
ocds-kjhdrl-2016_PHED_950_2,tender,tender,1,2021-12-09T10:43:59Z,2016_PHED_950_2,PHE9/MM/2016_17/T_3417,PACKAGE NO 2_Supply  delivery and installation of standalone community water purification plant with solar pumps set fitted with tube well capable of removing contaminants,Works,Open,Works,Civil Works - Water Works,2,No,No,37773000,21-Jun-2016 9:00 AM,PreBid Meeting Date,preBidMeetingDate,engagement,,120,No,Offline,Cancelled,To be Opened,0,12-Jul-2016 12:00 PM,assessment,Price Bid Opening Date,,--,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2016
ocds-kjhdrl-2016_PHED_950_3,tender,tender,1,2021-12-09T10:43:59Z,2016_PHED_950_3,PHE9/MM/2016_17/T_3417,PACKAGE NO 3_Supply delivery and installation of standalone community water purification plant with solar pumps set fitted with tube well capable of removing contaminants,Works,Open,Works,Civil Works - Water Works,2,No,No,24133000,21-Jun-2016 9:00 AM,PreBid Meeting Date,preBidMeetingDate,engagement,,120,No,Offline,Cancelled,To be Opened,0,12-Jul-2016 12:00 PM,assessment,Price Bid Opening Date,,--,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2016
ocds-kjhdrl-2016_NHM_948_1,tender,tender,1,2021-12-09T10:43:59Z,2016_NHM_948_1,NHM/C-CW/AYUSH HOSPITAL/2718/15/72347 Dt. 14-06-16,Construction of 10 Bedded Integrated AYUSH Hospital at Sonapur District Hospital,Works,Open,Turn-key,Civil Works - Building,2,No,No,15207667,21-Jun-2016 12:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,,180,No,Offline,Completed,AOC,6,01-Jul-2016 3:30 PM,assessment,Price Bid Opening Date,14-Jul-2016 3:30 PM,--,National Health Mission||State Programme Management Unit - NHM||Civil Works-SPMU - NHM,2016
ocds-kjhdrl-2016_NHM_949_1,tender,tender,1,2021-12-09T10:43:59Z,2016_NHM_949_1,NRHM/C-CW/CHC /Sivasagar Old Hospital/2090/14/7226,Construction of Community Health Centre Model Hospital including residential quarters at Sivasagar Old Hospital in Sivasagar Dist. under NHM on Turn Key Basis,Works,Open,Works,Civil Works,2,No,No,48466033,21-Jun-2016 12:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,,180,No,Offline,Cancelled,To be Opened,3,01-Jul-2016 3:30 PM,assessment,Price Bid Opening Date,,--,National Health Mission||State Programme Management Unit - NHM||Civil Works-SPMU - NHM,2016
ocds-kjhdrl-2016_ICD_953_1,tender,tender,1,2021-12-09T10:43:59Z,2016_ICD_953_1,SC(DR)/TECH/1/84/Pt. IX/29,"TECHNICAL SURVEILLANCE OF NATURAL GAS PIPELINE SUSPENSION CROSSING ACROSS RIVER DILLI, NAMRUP, ASSAM",Services,Open,Item Rate,Miscellaneous Services,2,No,No,0,22-Jun-2016 9:00 AM,PreBid Meeting Date,preBidMeetingDate,engagement,,180,No,Offline,Active,To be Opened,0,19-Jul-2016 2:30 PM,assessment,Price Bid Opening Date,,--,Industries and Commerce Department||Assam Gas Company Ltd - ICD,2016
ocds-kjhdrl-2016_RMSA_954_1,tender,tender,1,2021-12-09T10:43:59Z,2016_RMSA_954_1,No. RMSA/GH/St. Govt/Corres/3/2009/pt-I/310,Supply and installation of 5 KVA Diesel Generator Sets,Goods,Open,Buy,Electrical Work/ Equipment,2,No,No,8000000,24-Jun-2016 1:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,05-Jul-2016 12:00 PM,180,No,Offline,Active,Financial Evaluation,8,29-Jul-2016 3:00 PM,assessment,Price Bid Opening Date,20-Aug-2016 1:00 PM,--,Rashtriya Madhyamik Siksha Abhijan,2016
ocds-kjhdrl-2016_PWBNH_955_1,tender,tender,1,2021-12-09T10:43:59Z,2016_PWBNH_955_1,GMC16/2016/2 dtd. 14/06/2016,Construction of Proposed Sub-regional Science Centre and  Planetarium at Kokrajhar for the year 2015-16_Balance Work  Package No.  PlanetariumK_2015-16,Works,Open,Item Rate,Civil Works - Building,2,No,No,21314000,28-Jun-2016 2:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,29-Jun-2016 2:00 PM,180,No,Offline,Cancelled,To be Opened,3,07-Jul-2016 11:00 AM,assessment,Price Bid Opening Date,,--,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2016
ocds-kjhdrl-2016_DOT_957_1,tender,tender,1,2021-12-09T10:43:59Z,2016_DOT_957_1,ATDC/CS/559/2016/3/1249 dtd. 21.06.2016,Tea Museum at Dibrugarh,Works,Open,Item Rate,Civil Works - Building,2,No,No,31061178,30-Jun-2016 11:00 AM,PreBid Meeting Date,preBidMeetingDate,engagement,08-Jul-2016 2:00 PM,225,No,Offline,Cancelled,To be Opened,0,20-Jul-2016 2:00 PM,assessment,Price Bid Opening Date,,--,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,2016
ocds-kjhdrl-2016_GMDA_956_1,tender,tender,1,2021-12-09T10:43:59Z,2016_GMDA_956_1,GMDA/DEV /153/2015/7 Dated 22/06/2016,Development of Navagraha Temple Premises -Phase-I,Works,Open,Item Rate,Civil Works,2,No,No,24387196,30-Jun-2016 4:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,,120,No,Offline,Active,To be Opened,2,22-Jul-2016 3:00 PM,assessment,Price Bid Opening Date,,--,Guwahati Metropolitan Development Authority||Guwahati Development Department - GMDA,2016
ocds-kjhdrl-2016_GMDA_958_1,tender,tender,1,2021-12-09T10:43:59Z,2016_GMDA_958_1,GMDA/GEN/7/2007/Part-VIII/59 Dated 21/06/2016,"TURNKEY DESIGN AND CONSTRUCTION OF WELL FOUNDATION AT RIVER BRAHMAPUTRA FOR GUWAHATI ROPEWAY PROJECT, ASSAM",Works,Open,Item Rate,Civil Works,2,No,No,110000000,02-Jul-2016 5:00 PM,PreBid Meeting Date,preBidMeetingDate,engagement,07-Jul-2016 10:00 AM,120,No,Offline,Active,Financial Evaluation,1,01-Aug-2016 3:00 PM,assessment,Price Bid Opening Date,26-Sep-2016 2:00 PM,--,Guwahati Metropolitan Development Authority||Guwahati Development Department - GMDA,2016
ocds-kjhdrl-2016_DOT_959_1,tender,tender,1,2021-12-09T10:43:59Z,2016_DOT_959_1,ATDC/CS/559/2016/3/ dtd. 11.07.2016,Tea Museum at Dibrugarh,Works,Open,Item Rate,Civil Works,2,No,No,31061178,12-Jul-2016 11:00 AM,PreBid Meeting Date,preBidMeetingDate,engagement,14-Jul-2016 2:00 PM,225,No,Offline,Completed,AOC,3,21-Jul-2016 2:00 PM,assessment,Price Bid Opening Date,02-Aug-2016 1:00 PM,--,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,2016
