Organization Chain ,Tender Title ,Tender Ref No ,Tender ID ,Contract Date ,Contract Value ,Work Completion Period in days ,Updated By ,Updated on ,AOC document ,AOC Description ,Awarded Bidder,Awarded Value,Awarded Currency,Tender ID
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3-	Block Chirgaon ke Gram Ghusguwan main mukandi Patel ke makan se thakur ji ke mandir ki aur Apex Road ka Nirman karya.,4210/EE/RED/Tender 2023-24 dt. 07.03.2024,2024_REDUP_921451_3,22-Aug-2024,"INR 962,214",90,RAJNEESH KUMAR,22-Aug-2024 11:14 AM,0gushguwan.pdf (410.00 KB),final,M/S ADARSH CONSTRUCTION,"962,214",INR,2024_REDUP_921451_3
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,Interlocking construction work from the house of Pawan Verma to the house of Taule Ram Seth in Majra Labhedpur of Gram Panchayat Ramiabehar.,1769_04/Mlay/RED/KHERI/2023-24,2024_REDUP_920469_1,04-Jul-2024,"INR 1,642,597.55",90,Hemant Saxena,26-Jul-2024 04:00 PM,AOC_1769_04.pdf (343.00 KB),,SANDEEP,"1,640,955",INR,2024_REDUP_920469_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,N.H. 27 se Lilawati Lawn Hote huye Shankarpur Chakroad tak kharanja nirman,1759/RED/2023-24 DT. 02.03.2024,2024_REDUP_920502_1,29-Jul-2024,"INR 641,775.18",30,Ankur Verma,29-Jul-2024 11:17 AM,jdsingh.pdf (373.00 KB),a,M/S TANUJA CONSTRUCTION COMPANY,"641,775.18",INR,2024_REDUP_920502_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE,"Under District Sultanpur, Repair And Electrical Connection Work Of Hostel At Government Craftsmen Instructor Training Institute I.T.O.T. Sultanpur City Area, Lot No 1",4880/SE RED AYODHYA/SULTANPUR/23-24 Dt 4/3/24,2024_REDUP_920569_1,12-Jul-2024,"INR 4,980,295",180,MOHAMMAD FURQAN ALI,12-Jul-2024 09:00 AM,4880.pdf (877.00 KB),,M/S MANMOHAN TRIPATHI,"4,980,295",INR,2024_REDUP_920569_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,Prathamik vidyalaya chorpaniya ke boundary wall ka nirman,1211/SE RED/ 2023-24 DATE- 07.03.2024,2024_REDUP_920724_1,01-Jul-2024,"INR 4,042,903.334",90,Braj Bhushan Tiwari,01-Jul-2024 03:22 PM,chor.pdf (218.00 KB),l1,M/S SINGH CONSTRUCTION,"4,042,903.334",INR,2024_REDUP_920721_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,Prathamik vidyalaya chorpaniya ke boundary wall ka nirman,1211/SE RED/ 2023-24 DATE- 07.03.2024,2024_REDUP_920724_1,01-Jul-2024,"INR 4,042,903.334",90,Braj Bhushan Tiwari,01-Jul-2024 03:22 PM,chor.pdf (218.00 KB),l1,M/S SINGH CONSTRUCTION,"4,042,903.334",INR,2024_REDUP_920724_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,Block karma ke gram bhagoti me kharwari baba se mangala maurya ke ghar tak interloking ka karya,1279/RED TENDER/ 23-24 Dt-01.03.2024,2024_REDUP_920819_1,12-Aug-2024,"INR 1,891,248.62",90,Braj Bhushan Tiwari,12-Aug-2024 03:28 PM,anjh.pdf (523.00 KB),l1,ANJALI CONSTRUCTION,"1,891,248.62",INR,2024_REDUP_920819_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,Block karma ke gram haraiya me pakki sadak se satyadeo maurya ke ghar tak lepan ka karya,1279/RED TENDER/ 23-24 Dt-01.03.2024,2024_REDUP_920822_1,27-Jul-2024,"INR 1,839,769.29",90,Braj Bhushan Tiwari,27-Jul-2024 02:47 PM,haraiya.pdf (281.00 KB),L1,SHYAMA ENTERPRISES,"1,839,769.29",INR,2024_REDUP_920822_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,Gram panchyat harra me devhar baba ke road se ramvilash kannaujiya ke ghar tak cc road and rapta ka nirman,1279/RED TENDER/ 23-24 Dt-01.03.2024,2024_REDUP_921183_1,28-Aug-2024,"INR 2,317,209.86",90,Satish Chand Raghvendram,28-Aug-2024 04:38 PM,harra.pdf (122.00 KB),L1,M/s. Anand Kumar Shukla,"2,317,209.86",INR,2024_REDUP_921183_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,"Under District Ayodhya, Construction Of Interlocking road work from Bahras Motilal Lodhi door to Bhulai door ,Lot No 2",4963/EE RED AYODHYA/23-24 Dt 14/03/2024,2024_REDUP_921255_2,16-Aug-2024,"INR 920,496",90,Somesh Verma,16-Aug-2024 03:05 PM,4963_2.pdf (496.00 KB),,RAM PRATAP SINGH,"920,496",INR,2024_REDUP_921255_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,"Under District Ayodhya, Construction Of Interlocking road work from Bahras Motilal Lodhi door to Bhulai door ,Lot No 2",4963/EE RED AYODHYA/23-24 Dt 14/03/2024,2024_REDUP_921255_2,16-Aug-2024,"INR 920,496",90,Somesh Verma,16-Aug-2024 03:05 PM,4963_2.pdf (496.00 KB),,RAM PRATAP SINGH,"920,496",INR,2024_REDUP_921255_2
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,Reconstruction of Harmanjile Prathmic School,notice 3814  Dt. 19-02-2024,2024_REDUP_917997_1,05-Aug-2024,"INR 2,821,145.35",90,Harendra Singh,05-Aug-2024 05:17 PM,harmanjila.pdf (944.00 KB),AWARD OF CONTRACT,Mohd Husain,"2,821,145.35",INR,2024_REDUP_917997_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,Nagar Palika Parishad Fatehpur ke antargat Railway yard sampark marge se manoj Tripathi ke makan tak cc road nirman,1239/RED/E-Tender/2023-24 Date 15-03-2024,2024_REDUP_918833_1,20-Jun-2024,"INR 1,264,992",90,VIKAS KUREEL,03-Jul-2024 03:03 PM,547.pdf (357.00 KB),,M/S RAM RAHIM AND LOGISTIC,"1,264,992",INR,2024_REDUP_918833_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE,"UNDER DISTRICT AYODHYA, CONSTRUCTION WORK OF NEW HIGH SCHOOL IN VILLAGE PANT KOTIA OF BLOCK AMANIGANJ LOT NO 1",5008/SE RED AYODHYA/AYODHYA/23-24 Dt 12-3-24,2024_REDUP_919392_1,25-Jul-2024,"INR 12,759,041",365,MOHAMMAD FURQAN ALI,25-Jul-2024 10:52 AM,5008_1.pdf (394.00 KB),AOC,M/S MANMOHAN TRIPATHI,"12,759,041",INR,2024_REDUP_919360_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE,"UNDER DISTRICT AYODHYA, CONSTRUCTION WORK OF NEW HIGH SCHOOL IN VILLAGE PANT KOTIA OF BLOCK AMANIGANJ LOT NO 1",5008/SE RED AYODHYA/AYODHYA/23-24 Dt 12-3-24,2024_REDUP_919392_1,25-Jul-2024,"INR 12,759,041",365,MOHAMMAD FURQAN ALI,25-Jul-2024 10:52 AM,5008_1.pdf (394.00 KB),AOC,M/S MANMOHAN TRIPATHI,"12,759,041",INR,2024_REDUP_919392_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,GRAM PANCHYAT SENDUR ME MAIN MARGE SE RAMDEO GOND KE GHAR TAK CC ROAD KA NIRMAN KARYA,1277/RED TENDER/ 23-24 Dt-01.03.2024,2024_REDUP_920146_1,07-Aug-2024,"INR 1,481,008.36",90,Braj Bhushan Tiwari,07-Aug-2024 06:25 PM,78.pdf (99.00 KB),attached,USHA CONSTRUCTION,"1,481,008.36",INR,2024_REDUP_919690_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,GRAM PANCHYAT SENDUR ME MAIN MARGE SE RAMDEO GOND KE GHAR TAK CC ROAD KA NIRMAN KARYA,1277/RED TENDER/ 23-24 Dt-01.03.2024,2024_REDUP_920146_1,07-Aug-2024,"INR 1,481,008.36",90,Braj Bhushan Tiwari,07-Aug-2024 06:25 PM,78.pdf (99.00 KB),attached,USHA CONSTRUCTION,"1,481,008.36",INR,2024_REDUP_919690_2
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,GRAM PANCHYAT SENDUR ME MAIN MARGE SE RAMDEO GOND KE GHAR TAK CC ROAD KA NIRMAN KARYA,1277/RED TENDER/ 23-24 Dt-01.03.2024,2024_REDUP_920146_1,07-Aug-2024,"INR 1,481,008.36",90,Braj Bhushan Tiwari,07-Aug-2024 06:25 PM,78.pdf (99.00 KB),attached,USHA CONSTRUCTION,"1,481,008.36",INR,2024_REDUP_920146_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,Interlocking construction work from house of Gobardhan to house of Mihi Lal in Majra Lengrapurwa of development block Ramiabehad Gram Panchayat Padhua. Ramiyabehar,1769_01/Mlay/RED/KHERI/2023-24,2024_REDUP_920460_1,04-Jul-2024,"INR 1,019,742.3",90,Hemant Saxena,26-Jul-2024 03:54 PM,AOC_1769_01.pdf (375.00 KB),,SANDEEP,"1,018,723",INR,2024_REDUP_920460_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,Interlocking construction work from the house of Paikarma Lodhi to the house of Rajesh Lodhi in Majra Audhania of Development Block Ramiabehad Gram Panchayat Majhra Poorab. Ramiyabehar,1769_02/Mlay/RED/KHERI/2023-24,2024_REDUP_920463_1,04-Jul-2024,"INR 1,064,235.25",90,Hemant Saxena,26-Jul-2024 03:57 PM,AOC_1769_02.pdf (356.00 KB),,SANDEEP,"1,063,171",INR,2024_REDUP_920463_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,Interlocking construction work from the house of Pawan Verma to the house of Taule Ram Seth in Majra Labhedpur of Gram Panchayat Ramiabehar.,1769_04/Mlay/RED/KHERI/2023-24,2024_REDUP_920469_1,04-Jul-2024,"INR 1,642,597.55",90,Hemant Saxena,26-Jul-2024 04:00 PM,AOC_1769_04.pdf (343.00 KB),,SANDEEP,"1,640,955",INR,2024_REDUP_920466_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,Name of Work -  Construction of Inter Road in Gram khevrajpur pakkir road to pasi basti babadeen Bhartiya house ke paas,notice 3866 date 24-02-2024,2024_REDUP_917233_3,28-Aug-2024,"INR 1,204,725.1",90,Harendra Singh,28-Aug-2024 02:23 PM,khev.pdf (1072.00 KB),AWARD OF CONTRACT,M/S RAVINDRA ENTERPRISES,"1,204,725.1",INR,2024_REDUP_917233_3
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,Construction of Inter Road in Gram Jugnideeh pakki road to Panchyat Bhawan to Dalit Basti,notice 3866 date 24-02-2024,2024_REDUP_917233_4,09-Jul-2024,"INR 1,381,749.96",60,Harendra Singh,09-Jul-2024 01:47 PM,jugunu.pdf (765.00 KB),AWARD OF CONTRACT,Mohd Husain,"1,381,749.96",INR,2024_REDUP_917233_4
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,Construction of Inter Road in Gramsabha Badanpur Prathamic School me RCC road to Amri lal house,notice 3865 Date 24-02-2024,2024_REDUP_917245_3,09-Jul-2024,"INR 1,678,776",90,Harendra Singh,09-Jul-2024 01:42 PM,badan.pdf (653.00 KB),AWARD OF CONTRACT,JAI PRAKASH,"1,678,776",INR,2024_REDUP_917245_3
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,"Under District Ayodhya, Construction of Interlocking Road from Gram Sabha Palia Lohani Ramcharan house to Ramkalap Prajapati house to Satish Prajapati Jethu gate ,Lot No 1",4714/EE RED AYODHYA/23-24 Dt 5-3-24,2024_REDUP_917493_1,16-Aug-2024,"INR 1,152,926",90,Somesh Verma,16-Aug-2024 02:43 PM,4714_1.pdf (167.00 KB),,ANIL KUMAR DUBEY,"1,152,926",INR,2024_REDUP_917493_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,GRAM PANCHAYAT FATEULLAHPUR ME SUKHVEER AGRO FACTORY KE GATE SAMANE SE RAMRAJ BIND KE GAHR TAK LEPAN AND SUDRIDIKARAN KARY,51/ST date 15.02.2024,2024_REDUP_917648_1,02-Jul-2024,"INR 1,498,064",90,Arun Kumar Verma,02-Jul-2024 04:50 PM,1.3.pdf (119.00 KB),L1,ASHOK KUMAR YADAV,"1,498,064",INR,2024_REDUP_917493_2
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,GRAM PANCHAYAT FATEULLAHPUR ME SUKHVEER AGRO FACTORY KE GATE SAMANE SE RAMRAJ BIND KE GAHR TAK LEPAN AND SUDRIDIKARAN KARY,51/ST date 15.02.2024,2024_REDUP_917648_1,02-Jul-2024,"INR 1,498,064",90,Arun Kumar Verma,02-Jul-2024 04:50 PM,1.3.pdf (119.00 KB),L1,ASHOK KUMAR YADAV,"1,498,064",INR,2024_REDUP_917625_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,GRAM PANCHAYAT FATEULLAHPUR ME SUKHVEER AGRO FACTORY KE GATE SAMANE SE RAMRAJ BIND KE GAHR TAK LEPAN AND SUDRIDIKARAN KARY,51/ST date 15.02.2024,2024_REDUP_917648_1,02-Jul-2024,"INR 1,498,064",90,Arun Kumar Verma,02-Jul-2024 04:50 PM,1.3.pdf (119.00 KB),L1,ASHOK KUMAR YADAV,"1,498,064",INR,2024_REDUP_917637_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,GRAM PANCHAYAT FATEULLAHPUR ME SUKHVEER AGRO FACTORY KE GATE SAMANE SE RAMRAJ BIND KE GAHR TAK LEPAN AND SUDRIDIKARAN KARY,51/ST date 15.02.2024,2024_REDUP_917648_1,02-Jul-2024,"INR 1,498,064",90,Arun Kumar Verma,02-Jul-2024 04:50 PM,1.3.pdf (119.00 KB),L1,ASHOK KUMAR YADAV,"1,498,064",INR,2024_REDUP_917648_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,VIKASH KHAND BHAWARKOL GRAM PAKHANPURA ME NH 31 SE MUSTAK KE GHAR SE C.C. NIRMAN KARY,2107 date 16.02.2024,2024_REDUP_917655_1,02-Jul-2024,"INR 1,219,947",90,Arun Kumar Verma,02-Jul-2024 04:35 PM,1.1.pdf (120.00 KB),L1,M/S BEERU ENTERPRISES,"1,219,947",INR,2024_REDUP_917655_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,sarangtalab ashok nagar colony b block nakhi ghat road sthit colony me sadak kinare dono taraf interlocking kary,3990 date 28-02-2024,2024_REDUP_917869_2,25-Jul-2024,"INR 1,117,841",90,Pragya Parmita,25-Jul-2024 02:29 PM,lakshmanpur.pdf (470.00 KB),lowest,MS SHIVANSH ENTERPRISES,"1,117,841",INR,2024_REDUP_917869_2
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,Construction work of tin shed for 100 animals in the cow shed located in village Koda Shamshabad district Jahangirabad,2370RED/Tender/ 2023-24/Dt 11/03/2024,2024_REDUP_916733_1,01-Jul-2024,"INR 2,070,847",90,Shashi Bhushan Yadav,01-Jul-2024 05:17 PM,BonKodashamshabad.pdf (431.00 KB),,RADHA KRISHAN ENTERPRISES,"2,070,847",INR,2024_REDUP_916733_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,"Construction work of tin shed for 100 animals in the cow shed located in village Kurala district, Bulandshahr",2370RED/Tender/ 2023-24/Dt 11/03/2024,2024_REDUP_916736_1,01-Jul-2024,"INR 2,070,847",90,Shashi Bhushan Yadav,01-Jul-2024 05:15 PM,BonKurala.pdf (391.00 KB),,RADHA KRISHAN ENTERPRISES,"2,070,847",INR,2024_REDUP_916736_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE LUCKNOW,"Under District Lucknow, Construction of Interlocking from Hanuman Mandir house to Ranjit house in village Pursaini under Vidhan Sabha constituency Mohanlalganj Lucknow , Lot No 4",2421/EE RED Lucknow/23-24 Dt 20/02/2024,2024_REDUP_916753_4,06-Aug-2024,"INR 2,330,237",90,Ashutosh Arora,06-Aug-2024 04:11 PM,2421_4.pdf (72.00 KB),,VERMA TRADERS,"2,330,237",INR,2024_REDUP_916753_3
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE LUCKNOW,"Under District Lucknow, Construction of Interlocking from Hanuman Mandir house to Ranjit house in village Pursaini under Vidhan Sabha constituency Mohanlalganj Lucknow , Lot No 4",2421/EE RED Lucknow/23-24 Dt 20/02/2024,2024_REDUP_916753_4,06-Aug-2024,"INR 2,330,237",90,Ashutosh Arora,06-Aug-2024 04:11 PM,2421_4.pdf (72.00 KB),,VERMA TRADERS,"2,330,237",INR,2024_REDUP_916753_4
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE LUCKNOW,"Under District Lucknow, Construction of Road from front of primary school to panchayat building in Gram Panchayat Karorwa under Vidhan Sabha constituency Mohanlalganj Lucknow , Lot No 5",2421/EE RED Lucknow/23-24 Dt 20/02/2024,2024_REDUP_916753_5,06-Aug-2024,"INR 1,335,883",90,Ashutosh Arora,06-Aug-2024 04:10 PM,2421_5.pdf (72.00 KB),,VERMA TRADERS,"1,335,883",INR,2024_REDUP_916753_5
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,Gram Thawaiswar Se Kirtikhera Main Road Chhuti kadi Me CC Road Nirman,272/RED/E-Tender/2023-24 Date 05-02-2024,2024_REDUP_916975_3,20-Jun-2024,"INR 1,145,354",90,VIKAS KUREEL,03-Jul-2024 03:02 PM,551.pdf (361.00 KB),,M/S ABHISHEK TRADERS,"1,145,354",INR,2024_REDUP_916975_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,Gram Thawaiswar Se Kirtikhera Main Road Chhuti kadi Me CC Road Nirman,272/RED/E-Tender/2023-24 Date 05-02-2024,2024_REDUP_916975_3,20-Jun-2024,"INR 1,145,354",90,VIKAS KUREEL,03-Jul-2024 03:02 PM,551.pdf (361.00 KB),,M/S ABHISHEK TRADERS,"1,145,354",INR,2024_REDUP_916975_3
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,Hanumangarhi Majra Shah me Utsav Bhawan ka Nirman.,272/RED/E-Tender/2023-24 Date 05-02-2024,2024_REDUP_916975_5,20-Jun-2024,"INR 1,244,582",90,VIKAS KUREEL,03-Jul-2024 03:06 PM,549.pdf (336.00 KB),,M/S VIKASH ENTERPRISES,"1,244,582",INR,2024_REDUP_916975_5
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,Nonihanpurwa Majra Banarsi me Utsav Bhawan Ka Nirman,272/RED/E-Tender/2023-24 Date 05-02-2024,2024_REDUP_916975_6,20-Jun-2024,"INR 1,244,582",90,VIKAS KUREEL,03-Jul-2024 03:04 PM,548.pdf (338.00 KB),,M/S VIKASH ENTERPRISES,"1,244,582",INR,2024_REDUP_916975_6
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,Construction of Inter Road in Bandhwa tahir Railway aage main road to left to right ki taraf ramchandra singh house to dr sahab,Lt. No. 3868          Dt. 24-02-2024,2024_REDUP_917201_1,22-Aug-2024,"INR 1,191,971.33",90,Harendra Singh,22-Aug-2024 06:28 PM,bandhava.pdf (1322.00 KB),AWARD OF CONTRACT,SINGH CONSTRUCTION,"1,191,971.33",INR,2024_REDUP_917201_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMETHI,Vikaskhand Amethi mein 16 anganbadi kendron mein Bal Naitik shauchalay ka Nirman karya,946/RED/Tender/2023-24Date 01-03-2024,2024_REDUP_915672_1,05-Aug-2024,"INR 575,986",60,ANUP KUMAR,05-Aug-2024 03:44 PM,2.pdf (96.00 KB),Work Awarded to Ravi Pratap Singh,RAVI PRATAP SINGH,"492,008.52",INR,2024_REDUP_915672_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMETHI,Vikaskhand Bhetua mein 27 anganbadi kendron mein Bal Naitik shauchalay ka Nirman karya,946/RED/Tender/2023-24Date 01-03-2024,2024_REDUP_915673_1,05-Aug-2024,"INR 971,986",60,ANUP KUMAR,05-Aug-2024 04:00 PM,3.pdf (122.00 KB),Work Awarded to Ravi Pratap Singh,RAVI PRATAP SINGH,"830,259.877",INR,2024_REDUP_915673_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMETHI,Vikaskhand Gauriganj mein 02 anganbadi kendron mein Bal Naitik shauchalay ka Nirman karya,946/RED/Tender/2023-24Date 01-03-2024,2024_REDUP_915680_1,05-Aug-2024,"INR 71,948",60,ANUP KUMAR,05-Aug-2024 04:09 PM,4.pdf (103.00 KB),Work Awarded to Ravi Pratap SIngh,RAVI PRATAP SINGH,"61,531.665",INR,2024_REDUP_915674_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMETHI,Vikaskhand Gauriganj mein 02 anganbadi kendron mein Bal Naitik shauchalay ka Nirman karya,946/RED/Tender/2023-24Date 01-03-2024,2024_REDUP_915680_1,05-Aug-2024,"INR 71,948",60,ANUP KUMAR,05-Aug-2024 04:09 PM,4.pdf (103.00 KB),Work Awarded to Ravi Pratap SIngh,RAVI PRATAP SINGH,"61,531.665",INR,2024_REDUP_915680_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,Construction work of InterLocking Tiles from Wazirabad road to Shiv Parvati Mandir in Tulsi Niketan Ward 20.,NIT - 2711 dt 17.02.2024 Tender 57,2024_REDUP_916465_1,21-Jun-2024,"INR 1,749,284",120,SHYAM SUNDER BHARDWAJ,01-Jul-2024 05:53 PM,sumant.pdf (582.00 KB),,M/S SUMANT CONSTRUCTION COMPANY,"1,749,284",INR,2024_REDUP_916067_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,Construction work of InterLocking Tiles from Wazirabad road to Shiv Parvati Mandir in Tulsi Niketan Ward 20.,NIT - 2711 dt 17.02.2024 Tender 57,2024_REDUP_916465_1,21-Jun-2024,"INR 1,749,284",120,SHYAM SUNDER BHARDWAJ,01-Jul-2024 05:53 PM,sumant.pdf (582.00 KB),,M/S SUMANT CONSTRUCTION COMPANY,"1,749,284",INR,2024_REDUP_916184_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,Construction work of InterLocking Tiles from Wazirabad road to Shiv Parvati Mandir in Tulsi Niketan Ward 20.,NIT - 2711 dt 17.02.2024 Tender 57,2024_REDUP_916465_1,21-Jun-2024,"INR 1,749,284",120,SHYAM SUNDER BHARDWAJ,01-Jul-2024 05:53 PM,sumant.pdf (582.00 KB),,M/S SUMANT CONSTRUCTION COMPANY,"1,749,284",INR,2024_REDUP_916424_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,Construction work of InterLocking Tiles from Wazirabad road to Shiv Parvati Mandir in Tulsi Niketan Ward 20.,NIT - 2711 dt 17.02.2024 Tender 57,2024_REDUP_916465_1,21-Jun-2024,"INR 1,749,284",120,SHYAM SUNDER BHARDWAJ,01-Jul-2024 05:53 PM,sumant.pdf (582.00 KB),,M/S SUMANT CONSTRUCTION COMPANY,"1,749,284",INR,2024_REDUP_916465_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,Inter locking in front of the crematorium in village Chatehara development block Uchagaon,2370RED/Tender/ 2023-24/Dt 11/03/2024,2024_REDUP_916696_1,22-Jul-2024,"INR 2,499,233",90,Shashi Bhushan Yadav,22-Jul-2024 05:20 PM,BonChatera.pdf (396.00 KB),,YATENDRA KUMAR SHARMA THEKEDAR,"2,499,233",INR,2024_REDUP_916696_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,Construction work of tin shed for 100 animals in the cow shed located in village Ramgarh Daulatabad district Lakhawati,2370RED/Tender/ 2023-24/Dt 11/03/2024,2024_REDUP_916710_1,05-Jul-2024,"INR 2,071,883",90,Shashi Bhushan Yadav,05-Jul-2024 01:47 PM,BonRamgarh.pdf (5204.00 KB),,MISTHI CONTRACTOR,"2,071,883",INR,2024_REDUP_916710_1
Panchayati Raj Department||Zila Panchayat Kaushambi,adhyaksh aawas ka civil marmmat vahay sthal vikas avam any vivdh kary,5252 DATED 14-02-2024,2024_UPPRD_897326_5,25-Jun-2024,"INR 2,034,000",90,KAMLESH SINGH,04-Jul-2024 11:22 AM,ad.pdf (373.00 KB),AOC Date 25-06-2024,M/S MAHI CONSTRUTION AND SUPPLIERS,"2,033,390",INR,2024_UPPRD_897326_5
Panchayati Raj Department||Zila Panchayat Kaushambi,gram umarpur sonauli me dinesh ke ghar se khunnu ke ghar ke paas tak nala nirman kary.,5301 Dated 27-02-2024,2024_UPPRD_909249_26,03-Aug-2024,"INR 1,241,000",90,KAMLESH SINGH,16-Aug-2024 02:46 PM,1038.pdf (386.00 KB),AOC Dated 03-08-2024,M/S Pushpa singh,"1,237,724",INR,2024_UPPRD_909249_26
Panchayati Raj Department||Zila Panchayat Kaushambi,khojwapur nevari marg se FCI godam ke bahari kinare hote huye nala tak nali nirman kary,5349 Dated 01-03-2024,2024_UPPRD_910067_1,03-Aug-2024,"INR 932,000",90,KAMLESH SINGH,16-Aug-2024 01:33 PM,1039.pdf (305.00 KB),AOC Date 03-08-2024,M/S Pushpa singh,"929,248",INR,2024_UPPRD_910067_1
