Organization Chain ,Tender Title ,Tender Ref No ,Tender ID ,Contract Date ,Contract Value ,Work Completion Period in days ,Updated By ,Updated on ,AOC document ,AOC Description ,Awarded Bidder,Awarded Value,Awarded Currency,Tender ID
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,"CONSTRUCTION OF BARRACK AT CENTRAL JAIL FATEHGARH, DISTT-FARRUKHABAD",520/E-TENDER/UPRNSS/2023-24,2024_UPRNS_913671_1,29-Jul-2024,"INR 26,724,249",540,NAGENDRA YADAV,02-Aug-2024 02:56 PM,520-BARREK.pdf (1028.00 KB),QUOTED AMOUNT LOWER THEN OTHER BIDER,M/S SHISHU PRATAP SINGH CONTRACTOR,"26,724,249",INR,2024_UPRNS_913671_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Lucknow I,CONSTRUCTION OF MEETING HALL AND RENOVATION OF OLD BUILDING FOR JILA SAHKARI BANK AT NIGHASAN DISTRICT-LAKHIMPUR KHERI(U.P.),835/UPRNSS/E-TENEDR/2023-24 DT-27.02.2024,2024_UPRNS_917557_4,12-Aug-2024,"INR 14,659,067.6",365,ALOK KUMAR SINGH,14-Aug-2024 10:50 AM,12.pdf (442.00 KB),TENDER AWARDED TO M/S RAM MOHAN VERMA THEKEDAR,M/S RAM MOHAN VERMA THEKEDAR,"14,659,067.6",INR,2024_UPRNS_917557_4
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Lucknow I,CONSTRUCTION OF JILA SAHKARI BANK AT KHAMARIYA DISTT-LAKHIMPUR KHERI(U.P.),836/UPRNSS/E-TENDER/2023-24 DT-27.02.2024,2024_UPRNS_926029_2,12-Aug-2024,"INR 9,528,094",365,ALOK KUMAR SINGH,14-Aug-2024 10:53 AM,13.pdf (447.00 KB),TENDER AWARDED TO M/S RAM MOHAN VERMA THEKEDAR,M/S RAM MOHAN VERMA THEKEDAR,"9,528,094",INR,2024_UPRNS_926029_2
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"TOILET BLOCK AT RAJKIYA BALIKA INTERMEDIATE COLLEGE NAUGARH , DISTT - CHANDAULI (U.P.)",969/E.E./UPRNSS/E-TENDER/23-24,2024_UPRNS_926198_1,04-Jul-2024,"INR 388,000",90,SANJAY KUMAR SRIVASTAVA,04-Jul-2024 01:41 PM,AOC.pdf (445.00 KB),AOC,SIMMY TRADERS,"387,612",INR,2024_UPRNS_926198_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"TOILET BLOCK AT RAJKIYA BALIKA INTERMEDIATE COLLEGE SAYADRAJA , DISTT - CHANDAULI (U.P.)",968/E.E./UPRNSS/E-TENDER/23-24,2024_UPRNS_926209_1,04-Jul-2024,"INR 388,000",90,SANJAY KUMAR SRIVASTAVA,04-Jul-2024 01:44 PM,AOC.pdf (445.00 KB),AOC,SIMMY TRADERS,"387,224",INR,2024_UPRNS_926209_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,"CONSTRUCTION OF B.P.H.U. AT KARHAL CHC BUILDING, KARHAL, DISTRICT-MAINPURI (U.P.)",11/E-TENDER/2024-25,2024_UPRNS_927374_1,08-Jul-2024,"INR 4,187,905",120,Surya Pratap Bahadur Singh,18-Jul-2024 11:29 AM,WORK-ORDER.pdf (726.00 KB),QUOTED AMOUNT LOWER THEN OTHER BIDER,SHRI BANKEY BIHARI TRADER,"4,187,905",INR,2024_UPRNS_927374_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,"PROPOSED RENOVATION AND INTERIOR WORKS IN SUBHASH HOSTEL AT STATE TAX OFFICERS TRAINING CENTER, GOMTINAGAR, LUCKNOW (U.P.)",25/E-TENDER/UPRNSS/2024-25 DATE-10.06.2024,2024_UPRNS_927862_1,08-Jul-2024,"INR 5,887,107",180,Vivek Singh,08-Jul-2024 03:35 PM,SUBHASH_AOC.pdf (225.00 KB),AOC,SILVER LEAF ENGINEERS,"5,887,107",INR,2024_UPRNS_927862_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,"PROPOSED WATER PROOFING ON TERRACE OF ADMINISTRATIVE BUILDING FOR CENTRAL CIVIL DEFENCE TRAINING INSTITUTE AT SITAPUR ROAD, DISTT- LUCKNOW (U.P.)",241/E-TENDER/UPRNSS/2024-25 DATE-10.06.2024,2024_UPRNS_927906_2,19-Jul-2024,"INR 904,641",60,Vivek Singh,19-Jul-2024 12:06 PM,241.pdf (378.00 KB),AOC,SANJAY ELECTRIC COMPANY,"904,641",INR,2024_UPRNS_927906_2
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,PROPOSED CONSTRUCTION OF NEW TOILET AT GROUND FLOOR FOR JOINT COMMISSIONAR DISTRICT-LUCKNOW (U.P.),242/E-TENDER/UPRNSS/2024-25 DATE-10.06.2024,2024_UPRNS_927940_2,19-Jul-2024,"INR 121,817",60,Vivek Singh,19-Jul-2024 12:41 PM,242.pdf (544.00 KB),AOC,SANJAY ELECTRIC COMPANY,"121,817",INR,2024_UPRNS_927940_2
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,"PROPOSED BOUNDARY WALL AT AURANGABAD, DISTRICT-SITAPUR (U.P.)",244/E-TENDER/UPRNSS/2024-25 DATE-10.06.2024,2024_UPRNS_927957_1,04-Jul-2024,"INR 1,149,425",60,Vivek Singh,04-Jul-2024 03:31 PM,244.pdf (505.00 KB),AOC,BUDDHA CONSTRUCTION,"1,149,425",INR,2024_UPRNS_927947_2
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,"Under District Maharajganj, Construction work of Auditorium Hall and Conference Hall at Vikas Bhawan, Maharajganj District Lot No 1",275/SE RED GKP/Maharajganj/24-25Dt 25/6/24,2024_REDUP_935148_1,20-Aug-2024,"INR 9,525,692",365,Dileep Shukla,20-Aug-2024 03:50 PM,275_1.pdf (207.00 KB),,M/S RAMESH CHANDRA PATEL,"9,525,692",INR,2024_REDUP_935148_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,"Under District Maharajganj, Construction work of Multi Purpose Seed Store and Technology Dissemination Centre, Sadar Maharajganj District Lot No 1",277/SE RED GKP/Maharajganj/24-25Dt 25/6/24,2024_REDUP_935154_1,14-Aug-2024,"INR 7,418,186",270,Dileep Shukla,14-Aug-2024 05:13 PM,277_1.pdf (208.00 KB),,M/S PREM SHILA TRADING COMPANY,"7,418,186",INR,2024_REDUP_935154_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,Construction work of Interlocking Tiles and Drain from Khemraj Chandela to Omkar Pal and Subhash Chandela to Mulk Ral Chandela and Amar singh Jatav to Mukesh house in Defence Colony Kuti in ward 29.,NIT - 376 dt 12.06.2024 Tender 01,2024_REDUP_935383_2,24-Aug-2024,"INR 1,882,885",120,SHYAM SUNDER BHARDWAJ,29-Aug-2024 11:00 AM,Difence.pdf (496.00 KB),,M/S VARUN BUILDERS,"1,882,885",INR,2024_REDUP_935379_3
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,Construction work of Interlocking Tiles and Drain from Khemraj Chandela to Omkar Pal and Subhash Chandela to Mulk Ral Chandela and Amar singh Jatav to Mukesh house in Defence Colony Kuti in ward 29.,NIT - 376 dt 12.06.2024 Tender 01,2024_REDUP_935383_2,24-Aug-2024,"INR 1,882,885",120,SHYAM SUNDER BHARDWAJ,29-Aug-2024 11:00 AM,Difence.pdf (496.00 KB),,M/S VARUN BUILDERS,"1,882,885",INR,2024_REDUP_935383_2
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BALRAMPUR,"Wire fencing and gate construction work in Hi-Tech Nursery Agricultural Science Center under construction, Pachpedwa.",139/NOTICE/2024-25 DATE 10-06-2024,2024_REDUP_935769_1,27-Jul-2024,"INR 1,224,002.88",90,Vinod Kumar,27-Jul-2024 01:55 PM,3.pdf (23.00 KB),AOC,M/S NEELKANTH ENTERPRISES,"1,224,002.88",INR,2024_REDUP_935769_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BALRAMPUR,"Wire fencing and gate construction work in Hi-Tech Nursery Government Plant, Tilakpur Balrampur under construction.",139/NOTICE/2024-25 DATE 10-06-2024,2024_REDUP_935769_2,27-Jul-2024,"INR 1,172,669.87",90,Vinod Kumar,27-Jul-2024 01:59 PM,55.pdf (23.00 KB),AOC,SHUSHEELA DEVI,"1,172,669.87",INR,2024_REDUP_935769_2
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,Installation of highmast light near house of Jagatjeet Singh in G.P. Bhabbharpur-Huzoorpur-1,290/RED/E-Tender(1)/2024-25 Dt. 27.06.2024,2024_REDUP_936263_1,26-Jul-2024,"INR 225,221.05",90,Sujit Kumar Sinha,02-Aug-2024 06:58 PM,Bond.pdf (83.00 KB),,M/s Vikram Jaiswal,"225,221.05",INR,2024_REDUP_935769_3
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,Installation of highmast light near Jai Mata Temple in G.P. Moglaha-Huzoorpur-10,290/RED/E-Tender(1)/2024-25 Dt. 27.06.2024,2024_REDUP_936263_10,26-Jul-2024,"INR 225,221.05",90,Sujit Kumar Sinha,02-Aug-2024 06:48 PM,Bond.pdf (83.00 KB),,M/s Vikram Jaiswal,"225,221.05",INR,2024_REDUP_936263_10
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,Installation of highmast light near house of Ram Lagan in Panditpurwa of G.P. Katgharakala-Huzoorpur-11,290/RED/E-Tender(1)/2024-25 Dt. 27.06.2024,2024_REDUP_936263_11,26-Jul-2024,"INR 225,221.05",90,Sujit Kumar Sinha,02-Aug-2024 06:47 PM,Bond.pdf (83.00 KB),,M/s Vikram Jaiswal,"225,221.05",INR,2024_REDUP_936263_11
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,Installation of highmast light near house of Jagatjeet Singh in G.P. Bhabbharpur-Huzoorpur-1,290/RED/E-Tender(1)/2024-25 Dt. 27.06.2024,2024_REDUP_936263_1,26-Jul-2024,"INR 225,221.05",90,Sujit Kumar Sinha,02-Aug-2024 06:58 PM,Bond.pdf (83.00 KB),,M/s Vikram Jaiswal,"225,221.05",INR,2024_REDUP_936263_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,Construction of Interlocking Tiles and Drain work from Boby Agnihotris house to Sunil Dagar house in Kanawani Part A Bis Bigah,236/EERED/GBN/Dt-15.06.2024,2024_REDUP_934802_3,27-Aug-2024,"INR 2,494,977.01",90,Punam Yadav,28-Aug-2024 02:56 PM,Kanawani.pdf (424.00 KB),,NISHU ENTERPRISES,"2,489,737.56",INR,2024_REDUP_934802_3
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Construction of Inter Road in Gram Thatha pakkir road to Railway gate,Notice no 384 Date 01-06-2024,2024_REDUP_934923_1,01-Aug-2024,"INR 1,013,147.2",90,Satyaprakash Mishra,02-Aug-2024 07:19 PM,that.pdf (1594.00 KB),AWARD OF CONTRACT,GOMTA ENTERPRISES,"1,013,147.2",INR,2024_REDUP_934923_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Construction of Inter Road in Miya ke pura Raish house Pakki road to kasai basti to Nahati pakki road,Notice no 384 Date 01-06-2024,2024_REDUP_934923_2,01-Aug-2024,"INR 1,022,038.24",90,Satyaprakash Mishra,02-Aug-2024 07:17 PM,miya.pdf (1371.00 KB),AWARD OF CONTRACT,GOMTA ENTERPRISES,"1,022,038.24",INR,2024_REDUP_934923_2
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Construction of Road and Nali in Gram Ishamaiyalpur kotwa Mahes Patel house to Shalendra Pasi,Notice no 384 Date 01-06-2024,2024_REDUP_934923_5,01-Aug-2024,"INR 1,135,679.47",90,Satyaprakash Mishra,02-Aug-2024 07:21 PM,kotva.pdf (1567.00 KB),AWARD OF CONTRACT,m/s dinesh singh,"1,135,679.47",INR,2024_REDUP_934923_5
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Construction of Road and Nali in Tripal IT to Srijan Bihar colony ke bagal kamakhya Devi Road to Dinesh Tiwari,Notice no 384 Date 01-06-2024,2024_REDUP_934923_6,01-Aug-2024,"INR 1,273,754.87",90,Satyaprakash Mishra,02-Aug-2024 07:22 PM,it.pdf (1467.00 KB),AWARD OF CONTRACT,m/s dinesh singh,"1,273,754.87",INR,2024_REDUP_934923_6
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Construction of Inter Road in Gramsabha Madwa Pakkir road to Dr Phool Chandra Yadav houseConstruction of Inter Road in Gramsabha Madwa Pakkir road to Dr Phool Chandra Yadav house,Notice no 384 Date 01-06-2024,2024_REDUP_934923_7,01-Aug-2024,"INR 1,197,405.29",90,Satyaprakash Mishra,02-Aug-2024 07:18 PM,madwa.pdf (1594.00 KB),AWARD OF CONTRACT,GOMTA ENTERPRISES,"1,197,405.29",INR,2024_REDUP_934923_7
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,"Under District Ambedkarnagar, Construction of CC Road from Vikas Bharti house to Deehsthan in village Parsauna, Lot No 1",139/EE RED Ambedkarnagar/24-25 Dt 18-6-24,2024_REDUP_935065_1,10-Aug-2024,"INR 1,492,937",90,Shailendra Chaudhary,10-Aug-2024 12:47 PM,139_1.pdf (819.00 KB),,M/S ASHUTOSH BRICK FIELD AND CONTRACTOR,"1,492,937",INR,2024_REDUP_935065_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,"Under District Ambedkarnagar, Repair and beautification work of treasury office, Lot No 3",139/EE RED Ambedkarnagar/24-25 Dt 18-6-24,2024_REDUP_935065_3,16-Aug-2024,"INR 1,172,712",90,Shailendra Chaudhary,16-Aug-2024 11:24 AM,139_3.pdf (911.00 KB),,M/S A S CONSTRUCTION,"1,172,712",INR,2024_REDUP_935065_3
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,"Under District Ambedkarnagar, Construction of Interlocking from the link road from Kashmiriya to Trilokpur in village Arkhapur to Dev Indravati Mahavidyalaya gate, Lot No 1",181/EE RED Ambedkarnagar/24-25 Dt 25-6-24,2024_REDUP_935087_1,28-Aug-2024,"INR 1,581,034",90,Shailendra Chaudhary,28-Aug-2024 05:29 PM,181_1.pdf (861.00 KB),,M/s JAI PRAKASH VERMA,"1,581,034",INR,2024_REDUP_935087_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,"Under District Ambedkarnagar, Construction of CC Road on the remaining part from Dahiyawar link road to Ram Bahal house in village Dahiyawar, Lot No 2",181/EE RED Ambedkarnagar/24-25 Dt 25-6-24,2024_REDUP_935087_2,03-Aug-2024,"INR 1,222,456",90,Shailendra Chaudhary,03-Aug-2024 07:22 PM,181_2.pdf (992.00 KB),,M/S RAHDE KRISHNA TRADING COMPANY,"1,222,456",INR,2024_REDUP_935087_2
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,"Under District Jaunpur, Construction of Interlocking Road from primary school in Khand Shahganj village Kayar to the cemetery via the houses of Shyambali Bind and Murli Rajbhar, Lot No 2",198/EE RED JAUNPUR/23-24 Dt 10/06/2024,2024_REDUP_934629_2,10-Aug-2024,"INR 1,353,437",120,Pooja Rani,10-Aug-2024 07:15 PM,198_2.pdf (896.00 KB),,JITENDRA KUMAR SINGH,"1,353,437",INR,2024_REDUP_934629_2
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,"Under District Jaunpur, Construction of Interlocking Road from Hunnoor Rajbhar house in Khand Shahganj village Kayar to Udai Bind house via Kamlesh Rajbhar house, Lot No 3",198/EE RED JAUNPUR/23-24 Dt 10/06/2024,2024_REDUP_934629_3,10-Aug-2024,"INR 1,150,933",120,Pooja Rani,10-Aug-2024 07:14 PM,198_3.pdf (878.00 KB),,M/S PRASHANT RANJAN SINGH,"1,150,933",INR,2024_REDUP_934629_3
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,"Under District Jaunpur, Construction of Interlocking Road from Vijay Bahadur Chak in Khand Shahganj village Latifpur to Bharat Chak via Ramakant Bind house, Lot No 4",198/EE RED JAUNPUR/23-24 Dt 10/06/2024,2024_REDUP_934629_4,10-Aug-2024,"INR 1,429,977",120,Pooja Rani,10-Aug-2024 07:13 PM,198_4.pdf (832.00 KB),,JITENDRA KUMAR SINGH,"1,429,977",INR,2024_REDUP_934629_4
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,"Under District Jaunpur, Construction work of Bhagauti Prasad Singh Memorial Gate Late freedom fighter on Tikri Kala road from Japatapur Gabhiran road in Khand Khuthan, Lot No 6",198/EE RED JAUNPUR/23-24 Dt 10/06/2024,2024_REDUP_934629_6,10-Aug-2024,"INR 1,182,957",120,Pooja Rani,10-Aug-2024 07:02 PM,198_6.pdf (851.00 KB),,m/s om kara associate,"1,182,957",INR,2024_REDUP_934629_6
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,"Under District Jaunpur, Construction of Interlocking Road from the canal in Khand Shahganj village Mominapur Mudela to Ajay Kumar Gautam house via Santlal house, Lot No 7",198/EE RED JAUNPUR/23-24 Dt 10/06/2024,2024_REDUP_934629_7,10-Aug-2024,"INR 1,066,136",120,Pooja Rani,10-Aug-2024 07:00 PM,198_7.pdf (783.00 KB),,JITENDRA KUMAR SINGH,"1,066,136",INR,2024_REDUP_934629_7
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,"Under District Jaunpur, Construction work of Vipin Bihari Singh Hansraj Singh and Ramamurthy Smriti Dwar Late freedom fighter in Gram Sabha Khalilpur in Shahganj block , Lot No 8",198/EE RED JAUNPUR/23-24 Dt 10/06/2024,2024_REDUP_934629_8,10-Aug-2024,"INR 1,182,957",120,Pooja Rani,10-Aug-2024 06:59 PM,198_8.pdf (875.00 KB),,m/s om kara associate,"1,182,957",INR,2024_REDUP_934629_8
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,"Under District Jaunpur, Construction of Drain from from the field of Samar Bahadur Chauhan to the field of Dayashankar Gauri of Block Sirkoni Village Baijabad, Lot No 1",267/EE RED JAUNPUR/23-24 Dt 25/06/2024,2024_REDUP_934674_1,02-Aug-2024,"INR 1,568,133",120,Pooja Rani,02-Aug-2024 04:46 PM,267_1.pdf (351.00 KB),,PRAVEEN KUMAR YADAV,"1,568,133",INR,2024_REDUP_934629_9
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,"Under District Jaunpur, Construction of Drain from from the field of Samar Bahadur Chauhan to the field of Dayashankar Gauri of Block Sirkoni Village Baijabad, Lot No 1",267/EE RED JAUNPUR/23-24 Dt 25/06/2024,2024_REDUP_934674_1,02-Aug-2024,"INR 1,568,133",120,Pooja Rani,02-Aug-2024 04:46 PM,267_1.pdf (351.00 KB),,PRAVEEN KUMAR YADAV,"1,568,133",INR,2024_REDUP_934674_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,Construction of CC road from Bhanwar singh bhati boundry wall to megh singh bhati boundry wall in village Janakpur Afjalpur.,236/EERED/GBN/Dt-15.06.2024,2024_REDUP_934802_13,27-Aug-2024,"INR 1,199,998.17",90,Punam Yadav,28-Aug-2024 03:01 PM,janakpur.pdf (458.00 KB),,NISHU ENTERPRISES,"1,193,278.18",INR,2024_REDUP_934802_13
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,Construction of Interlocking Tiles and Drain work from Main road to Shakti Awana house in Bhuda.,236/EERED/GBN/Dt-15.06.2024,2024_REDUP_934802_2,27-Aug-2024,"INR 1,236,736.17",90,Punam Yadav,28-Aug-2024 02:51 PM,buda.pdf (428.00 KB),,NISHU ENTERPRISES,"1,234,139.02",INR,2024_REDUP_934802_2
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,"Under District Ambedkarnagar, Soil and Soling work from the house of Shri Jammulaal Yadav in village Khukhootara to Khukhootara Inter College, Lot No 16",137/EE RED Ambedkarnagar/24-25 Dt 18-6-24,2024_REDUP_934085_16,16-Aug-2024,"INR 884,179",90,Shailendra Chaudhary,16-Aug-2024 11:25 AM,137_16.pdf (933.00 KB),,M/S SHOBH NATH VERMA,"884,179",INR,2024_REDUP_934085_16
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,"Under District Ambedkarnagar, Construction of CC Road from Tanda-Akbarpur main road to the house of Shri Ghirau Ram Verma in Gram Sabha Saddarpur, Lot No 3",137/EE RED Ambedkarnagar/24-25 Dt 18-6-24,2024_REDUP_934085_3,28-Aug-2024,"INR 1,894,725",90,Shailendra Chaudhary,28-Aug-2024 05:25 PM,137_3.pdf (728.00 KB),,M/s Anil Kumar Verma,"1,894,725",INR,2024_REDUP_934085_3
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,"Under District Ambedkarnagar, Construction of Interlocking Road from the house of Ram Kuber Vishwakarma in Charhiya in village Ainwa under section Jahogirganj to the pond of North Radheshyam Dubey, Lot No 6",137/EE RED Ambedkarnagar/24-25 Dt 18-6-24,2024_REDUP_934085_6,10-Aug-2024,"INR 1,190,915",90,Shailendra Chaudhary,10-Aug-2024 12:43 PM,137_6.pdf (708.00 KB),,M/S YOGENDRA KUMAR SINGH CONSTRUCTION COMPANY,"1,190,915",INR,2024_REDUP_934085_6
