Organization Chain ,Tender Title ,Tender Ref No ,Tender ID ,Contract Date ,Contract Value ,Work Completion Period in days ,Updated By ,Updated on ,AOC document ,AOC Description ,Awarded Bidder,Awarded Value,Awarded Currency,Tender ID
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,CONSTRUCTION OF ANGANBADI KENDRA PIPARI DISTRICT CHANDAULI (U.P.),877/EE/VARANASI-1/2023-24,2024_UPRNS_900190_1,07-Mar-2024,"INR 1,243,000",180,SANJAY KUMAR SRIVASTAVA,07-Mar-2024 01:51 PM,AOC.pdf (136.00 KB),AOC,TIWARI CONSTRUCTION,"1,242,502.8",INR,2024_UPRNS_900168_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,CONSTRUCTION OF ANGANBADI KENDRA PIPARI DISTRICT CHANDAULI (U.P.),877/EE/VARANASI-1/2023-24,2024_UPRNS_900190_1,07-Mar-2024,"INR 1,243,000",180,SANJAY KUMAR SRIVASTAVA,07-Mar-2024 01:51 PM,AOC.pdf (136.00 KB),AOC,TIWARI CONSTRUCTION,"1,242,502.8",INR,2024_UPRNS_900179_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,CONSTRUCTION OF ANGANBADI KENDRA PIPARI DISTRICT CHANDAULI (U.P.),877/EE/VARANASI-1/2023-24,2024_UPRNS_900190_1,07-Mar-2024,"INR 1,243,000",180,SANJAY KUMAR SRIVASTAVA,07-Mar-2024 01:51 PM,AOC.pdf (136.00 KB),AOC,TIWARI CONSTRUCTION,"1,242,502.8",INR,2024_UPRNS_900190_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,CONSTRUCTION OF ANGANBADI KENDRA TATHUYA DISTRICT CHANDAULI (U.P.),883/EE/VARANASI-1/2023-24,2024_UPRNS_900198_1,07-Mar-2024,"INR 1,243,000",180,SANJAY KUMAR SRIVASTAVA,07-Mar-2024 01:53 PM,AOC.pdf (137.00 KB),AOC,TIWARI CONSTRUCTION,"1,242,751.4",INR,2024_UPRNS_900198_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,CONSTRUCTION OF  BLOCK PUBLIC HEALTH UNIT AT C.H.C. DIDAMAI IN DISTT-FIROZABAD,499/E-TENDER/2023-24,2024_UPRNS_901151_1,04-Mar-2024,"INR 4,863,540.5",120,NAGENDRA YADAV,05-Mar-2024 01:51 PM,BPHU-DIDAMAI.pdf (908.00 KB),QUOTED AMOUNT LOWER THEN OTHER BIDER,Sapna Associates,"4,863,540.5",INR,2024_UPRNS_901151_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,CONSTRUCTION OF  BLOCK PUBLIC HEALTH UNIT AT C.H.C. SIRSAGANJ IN DISTT-FIROZABAD,502/E-TENDER/2023-24,2024_UPRNS_901186_1,04-Mar-2024,"INR 4,905,018.8",120,NAGENDRA YADAV,05-Mar-2024 01:55 PM,BPHU-SIRSAGANJ.pdf (916.00 KB),QUOTED AMOUNT LOWER THEN OTHER BIDER,Sapna Associates,"4,905,018.8",INR,2024_UPRNS_901186_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Faizabad II,CONSTRUCTION OF TOILECT BLOCK AND RENNOVATION WORK OF GOVT GIRL POLYTECNIC AT AMETHI DISTT AMETHI,757/SE/LUCKNOW/UPRNSS/E TENDER/2023-24 DATE- 20.02.2024,2024_UPRNS_901423_1,16-Mar-2024,"INR 5,377,000.81",180,SATYENDRA SINGH VISHEN,16-Mar-2024 01:47 PM,karyadeshpolytechnic.pdf (718.00 KB),TENDER AWARDED TO PASHUPATINATH CONSTRUCTION.,PASHUPATI CONSTRUCTION,"5,377,000",INR,2024_UPRNS_901423_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Construction of Sub Center( Health Wellness Center) At Kandrepur, Block Mahrajganj, Distt.- Jaunpur (U.P.)",679/E-TENDER-2023-24,2024_UPRNS_902571_1,04-Mar-2024,"INR 2,467,474",180,SANJAY KUMAR SRIVASTAVA,04-Mar-2024 11:56 AM,AOC.pdf (126.00 KB),AOC,ATMA PRAKASH,"2,466,733.75",INR,2024_UPRNS_902319_2
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Construction of Sub Center( Health Wellness Center) At Kandrepur, Block Mahrajganj, Distt.- Jaunpur (U.P.)",679/E-TENDER-2023-24,2024_UPRNS_902571_1,04-Mar-2024,"INR 2,467,474",180,SANJAY KUMAR SRIVASTAVA,04-Mar-2024 11:56 AM,AOC.pdf (126.00 KB),AOC,ATMA PRAKASH,"2,466,733.75",INR,2024_UPRNS_902571_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Construction of Sub Center( Health Wellness Center) At Kuwarda, Block Sikrara,Distt.- Jaunpur (U.P.)",678/E-TENDER/2023-24,2024_UPRNS_902595_1,04-Mar-2024,"INR 2,467,474",180,SANJAY KUMAR SRIVASTAVA,04-Mar-2024 12:01 PM,AOC.pdf (118.00 KB),AOC,Dhruv Kumar Singh,"2,466,240.26",INR,2024_UPRNS_902581_1
UP Power Transmission Corp.Ltd (Works and Projects))||Chief Engineer (Civil-2)||Gorakhpur Circle,Civil M and R Works at Various Volts Energized Transmission Substations under jurisdiction of Electricity Transmission Circle Azamgarh,Short T Tender Notice 18(03)/ECTC/GKP/2023-24,2024_UPCTL_891429_1,01-Apr-2024,"INR 39,661,337.59",730,Vinay Krishna Ojha,09-Apr-2024 03:24 PM,LOIMRAZM.pdf (936.00 KB),Civil M and R Works at Various Volts Energized Transmission Substations under jurisdiction of Electricity Transmission Circle Azamgarh,PRAKASH AND ASSOCIATES,"39,661,337.59",INR,2024_UPCTL_891429_1
"Office of The Director Ground Water Department||Superintending Engineer Bareilly||Sr. Geophysicist, GWD Dn- Meerut (Geophysical)",Installation of 15 No Piezometers at Block of Sardhana Daurala Mawana District Meerut,01/SGGWD/MRT/Piezo(B.N)23-24,2024_UPGWD_901379_1,12-Mar-2024,"INR 1,756,277.88",60,Nauratan Kamal,12-Mar-2024 05:48 PM,01AOC.pdf (481.00 KB),L-1,M/s Shiva Enterprises,"1,756,277.88",INR,2024_UPGWD_901379_1
"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow",Brick on edge soling work on the left bank between Km 185.390 to Km 190.160 and Km 194.187 to Km 199.740 of Hardoi branch.,13/SE-6/2023-24,2024_UPIDC_876274_1,26-Feb-2024,"INR 24,490,144.04",180,CHANDRASHEKHER MANGLAM,02-Mar-2024 03:38 PM,kumarmangalamDos.pdf (442.00 KB),Detail attached,M/S KUMAR MANGLAM CONSTRUCTION,"24,490,144.04",INR,2024_UPIDC_876274_1
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti",CONSTRUCTION OF BARDAHWA PRESSURE IRRIGATION SYSTEM THROUGH UNDERGROUND PIPELINE AT KM 32.400 OF CAMPAIRGANJ BRANCH IN DISTRICT SIDDHARTHNAGAR,Tender Notic 03/SE/2023-24,2024_UPIDC_876363_1,29-Jan-2024,"INR 65,834,735.37",365,Anand Kumar Anand,02-Mar-2024 02:12 PM,32.400.pdf (312.00 KB),AOC,SHIV KUMAR MALL,"65,834,735.37",INR,2024_UPIDC_876363_1
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti",CONSTRUCTION OF PARSA PRESSURE IRRIGATION SYSTEM AT KM 5.300 OF LEFT BANK ON BAIKUNTHPUR DY. IN DISTRICT MAHRAJGANJ,Tender Notic 03/SE/2023-24,2024_UPIDC_876363_3,27-Feb-2024,"INR 64,193,250.15",365,Anand Kumar Anand,02-Mar-2024 01:36 PM,5.300.pdf (306.00 KB),AOC,SYMBIOSIS WATER TECH INDIA,"64,193,250.15",INR,2024_UPIDC_876363_3
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti",CONSTRUCTION OF MANIKAURA PRESSURE IRRIGATION SYSTEM AT KM 8.580 OF LEFT BANK ON BAIKUNTHPUR DY. IN DISTRICT MAHRAJGANJ.,Tender Notic 03/SE/2023-24,2024_UPIDC_876363_4,29-Jan-2024,"INR 61,572,192.69",365,Anand Kumar Anand,02-Mar-2024 02:23 PM,8.350.pdf (301.00 KB),AOC,M/s VIJENDRA PRATAP SINGH,"61,572,192.69",INR,2024_UPIDC_876363_4
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti",CONSTRUCTION OF DHARMAULI PRESSURE IRRIGATION SYSTEM THROUGH UNDERGROUND PIPELINE AT KM 36.500 OF CAMPAIRGANJ BRANCH IN DISTRICT SIDDHARTHNAGAR.,Tender Notic 03/SE/2023-24,2024_UPIDC_876363_5,29-Jan-2024,"INR 37,856,153.01",365,Anand Kumar Anand,02-Mar-2024 02:18 PM,36.500.pdf (265.00 KB),AOC,M/s VIJENDRA PRATAP SINGH,"37,856,153.01",INR,2024_UPIDC_876363_5
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||IX Circle Irrigation Works, Bahraich||SCD-7, bahraich",Construction of Fall at Km. 8.000 of Ganwariya Mr.,03EE202324,2024_UPIDC_877197_2,29-Jan-2024,"INR 1,005,562.3",60,SHAILENDRA KUMAR SINGH,14-Mar-2024 03:14 PM,8.000Fall.pdf (1042.00 KB),,Shahbaz Khan,"1,005,562.3",INR,2024_UPIDC_876533_7
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||IX Circle Irrigation Works, Bahraich||SCD-7, bahraich",Construction of Fall at Km. 8.000 of Ganwariya Mr.,03EE202324,2024_UPIDC_877197_2,29-Jan-2024,"INR 1,005,562.3",60,SHAILENDRA KUMAR SINGH,14-Mar-2024 03:14 PM,8.000Fall.pdf (1042.00 KB),,Shahbaz Khan,"1,005,562.3",INR,2024_UPIDC_876533_8
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||IX Circle Irrigation Works, Bahraich||SCD-7, bahraich",Construction of Fall at Km. 8.000 of Ganwariya Mr.,03EE202324,2024_UPIDC_877197_2,29-Jan-2024,"INR 1,005,562.3",60,SHAILENDRA KUMAR SINGH,14-Mar-2024 03:14 PM,8.000Fall.pdf (1042.00 KB),,Shahbaz Khan,"1,005,562.3",INR,2024_UPIDC_876533_9
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,Renewal work of Hadha Link Road Km 1,03/A-16 Date 02-01-2024,2024_CEJNS_883244_17,12-Mar-2024,"INR 496,393.31",60,Krishna Kumar,12-Mar-2024 06:58 PM,HADHA.pdf (434.00 KB),,Anil Kumar Contractor,"496,393.31",INR,2024_CEJNS_883244_12
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,Renewal work of Hadha Link Road Km 1,03/A-16 Date 02-01-2024,2024_CEJNS_883244_17,12-Mar-2024,"INR 496,393.31",60,Krishna Kumar,12-Mar-2024 06:58 PM,HADHA.pdf (434.00 KB),,Anil Kumar Contractor,"496,393.31",INR,2024_CEJNS_883244_13
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,Renewal work of Hadha Link Road Km 1,03/A-16 Date 02-01-2024,2024_CEJNS_883244_17,12-Mar-2024,"INR 496,393.31",60,Krishna Kumar,12-Mar-2024 06:58 PM,HADHA.pdf (434.00 KB),,Anil Kumar Contractor,"496,393.31",INR,2024_CEJNS_883244_14
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,Renewal work of Hadha Link Road Km 1,03/A-16 Date 02-01-2024,2024_CEJNS_883244_17,12-Mar-2024,"INR 496,393.31",60,Krishna Kumar,12-Mar-2024 06:58 PM,HADHA.pdf (434.00 KB),,Anil Kumar Contractor,"496,393.31",INR,2024_CEJNS_883244_15
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,Renewal work of Hadha Link Road Km 1,03/A-16 Date 02-01-2024,2024_CEJNS_883244_17,12-Mar-2024,"INR 496,393.31",60,Krishna Kumar,12-Mar-2024 06:58 PM,HADHA.pdf (434.00 KB),,Anil Kumar Contractor,"496,393.31",INR,2024_CEJNS_883244_17
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,Renewal work of Khohar Link Road Km 1,03/A-16 Date 02-01-2024,2024_CEJNS_883244_18,02-Mar-2024,"INR 507,782.73",60,Krishna Kumar,02-Mar-2024 02:26 PM,khoharaacep.pdf (157.00 KB),emd return,M/s Ashok Kumar Singh,"507,782.73",INR,2024_CEJNS_883244_18
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,Renewal work of Neebi Lapaw Link Road Km 1 and 2,03/A-16 Date 02-01-2024,2024_CEJNS_883244_21,05-Mar-2024,"INR 1,050,324.9",60,Krishna Kumar,05-Mar-2024 05:19 PM,neebilapaw.pdf (390.00 KB),,Anil Kumar Contractor,"1,050,324.9",INR,2024_CEJNS_883244_19
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,Renewal work of Neebi Lapaw Link Road Km 1 and 2,03/A-16 Date 02-01-2024,2024_CEJNS_883244_21,05-Mar-2024,"INR 1,050,324.9",60,Krishna Kumar,05-Mar-2024 05:19 PM,neebilapaw.pdf (390.00 KB),,Anil Kumar Contractor,"1,050,324.9",INR,2024_CEJNS_883244_20
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,Renewal work of Neebi Lapaw Link Road Km 1 and 2,03/A-16 Date 02-01-2024,2024_CEJNS_883244_21,05-Mar-2024,"INR 1,050,324.9",60,Krishna Kumar,05-Mar-2024 05:19 PM,neebilapaw.pdf (390.00 KB),,Anil Kumar Contractor,"1,050,324.9",INR,2024_CEJNS_883244_21
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,Renewal work of Manka Chhitaini to Kataiya Dandi Link Road Km 1(500),03/A-16 Date 02-01-2024,2024_CEJNS_883244_22,05-Mar-2024,"INR 324,075.29",60,Krishna Kumar,05-Mar-2024 05:40 PM,manka.pdf (391.00 KB),,Anil Kumar Contractor,"324,075.29",INR,2024_CEJNS_883244_22
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCTION DIVISION 1 PWD BANDA,AR TO UTARAWAN ME PRASTAVIT BARGADAHAPURWA TO GARBA PURWA LINK ROAD,17/A-7 DT. 03-01-2024,2024_CEJNS_882951_30,04-Mar-2024,"INR 1,223,299",60,Dinesh Singh Yadav,04-Mar-2024 04:11 PM,bargadhapurwa.pdf (288.00 KB),L1,Abhishek Gupta,"1,223,299",INR,2024_CEJNS_882951_29
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCTION DIVISION 1 PWD BANDA,AR TO UTARAWAN ME PRASTAVIT BARGADAHAPURWA TO GARBA PURWA LINK ROAD,17/A-7 DT. 03-01-2024,2024_CEJNS_882951_30,04-Mar-2024,"INR 1,223,299",60,Dinesh Singh Yadav,04-Mar-2024 04:11 PM,bargadhapurwa.pdf (288.00 KB),L1,Abhishek Gupta,"1,223,299",INR,2024_CEJNS_882951_30
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCTION DIVISION 1 PWD BANDA,AR TO GADAW NAHAR PATRI TO NAHAR PURWA LINK ROAD,17/A-7 DT. 03-01-2024,2024_CEJNS_882951_32,04-Mar-2024,"INR 799,747",60,Dinesh Singh Yadav,04-Mar-2024 04:15 PM,naaharpurwa.pdf (307.00 KB),L1,Abhishek Gupta,"799,747",INR,2024_CEJNS_882951_32
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCTION DIVISION 1 PWD BANDA,AR TO RANJEETPUR LINK ROAD,17/A-7 DT. 03-01-2024,2024_CEJNS_882951_4,04-Mar-2024,"INR 658,754",60,Dinesh Singh Yadav,04-Mar-2024 04:54 PM,RANJEETPUR.pdf (410.00 KB),L1,AWADHESH SINGH CONTRACTOR,"658,754",INR,2024_CEJNS_882951_33
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCTION DIVISION 1 PWD BANDA,AR TO RANJEETPUR LINK ROAD,17/A-7 DT. 03-01-2024,2024_CEJNS_882951_4,04-Mar-2024,"INR 658,754",60,Dinesh Singh Yadav,04-Mar-2024 04:54 PM,RANJEETPUR.pdf (410.00 KB),L1,AWADHESH SINGH CONTRACTOR,"658,754",INR,2024_CEJNS_882951_4
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCTION DIVISION 1 PWD BANDA,AR TO PADMAI LINK ROAD,17/A-7 DT. 03-01-2024,2024_CEJNS_882951_5,07-Mar-2024,"INR 1,807,530",60,Dinesh Singh Yadav,07-Mar-2024 03:57 PM,PADMAIAOC1.pdf (326.00 KB),L1,AWADHESH SINGH CONTRACTOR,"1,807,530",INR,2024_CEJNS_882951_5
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,"Renewal work of Dadri Dewangna Road(ODR) Km 2,3,4 and 5",03/A-16 Date 02-01-2024,2024_CEJNS_883244_1,08-Mar-2024,"INR 2,301,998.72",60,Krishna Kumar,08-Mar-2024 03:04 PM,dadri.pdf (129.00 KB),,M/S HIMANSHU JAISWAL,"2,301,998.72",INR,2024_CEJNS_882951_9
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,"Renewal work of Kopa ka mazra Matiyara Link Road Km 1 and 2(200). Road(ODR) Km 2,3,4 and 5",03/A-16 Date 02-01-2024,2024_CEJNS_883244_11,11-Mar-2024,"INR 734,538.25",60,Krishna Kumar,11-Mar-2024 06:52 PM,matiyara.pdf (436.00 KB),,Anil Kumar Contractor,"734,538.25",INR,2024_CEJNS_883244_10
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,"Renewal work of Kopa ka mazra Matiyara Link Road Km 1 and 2(200). Road(ODR) Km 2,3,4 and 5",03/A-16 Date 02-01-2024,2024_CEJNS_883244_11,11-Mar-2024,"INR 734,538.25",60,Krishna Kumar,11-Mar-2024 06:52 PM,matiyara.pdf (436.00 KB),,Anil Kumar Contractor,"734,538.25",INR,2024_CEJNS_883244_11
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCITON DIVISION 1 PWD KARVI,"Renewal work of Dadri Dewangna Road(ODR) Km 2,3,4 and 5",03/A-16 Date 02-01-2024,2024_CEJNS_883244_1,08-Mar-2024,"INR 2,301,998.72",60,Krishna Kumar,08-Mar-2024 03:04 PM,dadri.pdf (129.00 KB),,M/S HIMANSHU JAISWAL,"2,301,998.72",INR,2024_CEJNS_883244_1
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCTION DIVISION 2  PWD BANDA,Renewal of Mathaundh Nagar to Kandhipurva Prajapati Basti Link Road in km-1(650),1798/A-7 Dt 30-12-2023,2024_CEJNS_882182_25,09-Feb-2024,"INR 390,631",60,Rupesh Kumar Sonkar,01-Mar-2024 04:10 PM,CCF.pdf (405.00 KB),,DASHRATH CONSTRUCTION,"390,631",INR,2024_CEJNS_882182_25
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCTION DIVISION 2  PWD BANDA,Renewal of Muredi Link road in km-1(600),1798/A-7 Dt 30-12-2023,2024_CEJNS_882182_5,22-Feb-2024,"INR 605,613",60,Rupesh Kumar Sonkar,01-Mar-2024 05:03 PM,Muredi.pdf (386.00 KB),,PREM CHANDRA KUSHWAHA CONTRACTOR,"605,613",INR,2024_CEJNS_882182_5
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCTION DIVISION 1 PWD BANDA,AR TO BADAICHHA LINK ROAD,17/A-7 DT. 03-01-2024,2024_CEJNS_882951_10,04-Mar-2024,"INR 1,009,921",60,Dinesh Singh Yadav,04-Mar-2024 04:48 PM,BADICHA.pdf (440.00 KB),L1,AWADHESH SINGH CONTRACTOR,"1,009,921",INR,2024_CEJNS_882182_6
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCTION DIVISION 1 PWD BANDA,AR TO BADAICHHA LINK ROAD,17/A-7 DT. 03-01-2024,2024_CEJNS_882951_10,04-Mar-2024,"INR 1,009,921",60,Dinesh Singh Yadav,04-Mar-2024 04:48 PM,BADICHA.pdf (440.00 KB),L1,AWADHESH SINGH CONTRACTOR,"1,009,921",INR,2024_CEJNS_882951_10
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCTION DIVISION 1 PWD BANDA,AR TO MAHOTARA KA MAJRA CHUNUBAD KA PURWA LINK ROAD,17/A-7 DT. 03-01-2024,2024_CEJNS_882951_15,04-Mar-2024,"INR 1,142,307",60,Dinesh Singh Yadav,04-Mar-2024 01:23 PM,CHUNU.pdf (399.00 KB),L1,AWADHESH SINGH CONTRACTOR,"1,142,307",INR,2024_CEJNS_882951_14
Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||CONSTRUCTION DIVISION 1 PWD BANDA,AR TO MAHOTARA KA MAJRA CHUNUBAD KA PURWA LINK ROAD,17/A-7 DT. 03-01-2024,2024_CEJNS_882951_15,04-Mar-2024,"INR 1,142,307",60,Dinesh Singh Yadav,04-Mar-2024 01:23 PM,CHUNU.pdf (399.00 KB),L1,AWADHESH SINGH CONTRACTOR,"1,142,307",INR,2024_CEJNS_882951_15
