ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/bidOpening/date,tender/milestones/type,tender/milestones/title,tender/milestones/dueDate,tender/awardedAmount,tender/documents/id,buyer/name,Fiscal Year
ocds-f5kvwu-2020_TDA_19795_1,tender,tender,1,2024-11-28,2020_TDA_19795_1,CT.RS/1129/2020,"Engagement of Agency for Supply, Customization, Implementation and Maintenance of Application Software for Road Accident Data Management System in the state of Assam",Services,Open Tender,Item Rate,Miscellaneous Services,,No,No,,29-Dec-2020 03:00 PM,180,No,Online,Rejected-AOC,,1,20-Jan-2021 04:00 PM,assessment,Price Bid Opening Date,,"8,488,500",,Transport Department,2020-2021
ocds-f5kvwu-2021_ASPIR_19986_1,tender,tender,1,2024-11-28,2021_ASPIR_19986_1,ASPIRe/43/2018/PART/229 Dated 07.01,Hiring of Communication Agency,Services,Limited,Item Rate,Miscellaneous Services,,No,No,,06-Jan-2021 04:00 PM,120,No,Not Applicable,,,1,06-Feb-2021 03:30 PM,assessment,Price Bid Opening Date,,"7,168,500",,Finance Department - World Bank Tenders,2020-2021
ocds-f5kvwu-2021_ASPIR_22265_1,tender,tender,1,2024-11-28,2021_ASPIR_22265_1,IN-AS-CFMS-232778-CS-CDS,"Engagement of Kerala Institute of Local Administration (KILA) for Capacity Building of Directorate of Audit (Local Fund), Assam (DALF)",Services,Single,Lump-sum,Consultancy,,No,No,,27-Jul-2021 03:00 PM,180,No,Online,,,1,17-Aug-2021 03:30 PM,assessment,Price Bid Opening Date,,"4,750,000",,Finance Department - World Bank Tenders,2021-2022
ocds-f5kvwu-2021_FCS_21846_1,tender,tender,1,2024-11-28,2021_FCS_21846_1,DJS.11/2021/5,Transportation of Rice under NFSA Dhemaji district,Works,Open Tender,Supply,Miscellaneous Works,,No,No,"1,00,00,000",11-Jun-2021 06:00 PM,21,No,Offline,,,1,09-Jul-2021 02:30 PM,assessment,Price Bid Opening Date,,115.1,,Food Civil Supplies and Consumer Affairs Department,2021-2022
ocds-f5kvwu-2021_FCS_22191_1,tender,tender,1,2024-11-28,2021_FCS_22191_1,DS. 72/2021/18 dated 19-07-2021,E-tender for the allotment of Salt (under Zonal quota) detailed hereunder for the pperiod of 2021-22,Goods,Open Tender,EOI,Food Products,,No,No,,19-Jul-2021 12:00 PM,365,No,Offline,,,1,10-Sep-2021 12:00 PM,assessment,Price Bid Opening Date,,0.0,,Food Civil Supplies and Consumer Affairs Department,2021-2022
ocds-f5kvwu-2021_FCS_22631_1,tender,tender,1,2024-11-28,2021_FCS_22631_1,GSM.47/2017/ETDS/179 dated 30-06-2021,Transporation of food grains i.e. NFSA rice under Golaghat District for the year 2021-22,Goods,Open Tender,Supply,Miscellaneous Goods,,No,No,,19-Aug-2021 05:45 PM,365,No,Offline,,,1,10-Sep-2021 12:00 PM,assessment,Price Bid Opening Date,,"40,000,000",,Food Civil Supplies and Consumer Affairs Department,2021-2022
ocds-f5kvwu-2021_FD_23230_1,tender,tender,1,2024-11-28,2021_FD_23230_1,AF(S)59/RIDF/2021-22/6269-73 Dtd 21/10/2021,Supply and installation of Medium Fish Feed Mill Machineries,Goods,Open Tender,Supply,Supply of Materials,,No,No,"61,01,400",26-Oct-2021 04:00 PM,180,No,Online,,,1,01-Dec-2021 02:30 PM,assessment,Price Bid Opening Date,,"6,096,470",,Department of Fisheries,2021-2022
ocds-f5kvwu-2021_FD_23232_1,tender,tender,1,2024-11-28,2021_FD_23232_1,AF(S)59/RIDF/2021-22/6269-73 Dtd 21/10/2021,"Supply and installation of Medium Fish Feed Mill Machineries, Nalbari",Goods,Open Tender,Supply,Supply of Materials,,No,No,"61,01,400",26-Oct-2021 04:00 PM,180,No,Online,,,1,30-Nov-2021 02:30 PM,assessment,Price Bid Opening Date,,"6,096,470",,Department of Fisheries,2021-2022
ocds-f5kvwu-2021_HFWD_23534_1,tender,tender,1,2024-11-28,2021_HFWD_23534_1,"DME/NSurgery/90/ 2020/Pt/20875, Dated 20-11-2021",Supply and Installation of equipment related to Neurosurgery Department,Goods,Open Tender,Item Rate,Medical Equipments/Waste,,No,No,,01-Dec-2021 04:00 PM,365,No,Online,Not Admitted-Finance,,1,10-Jan-2022 05:00 PM,assessment,Price Bid Opening Date,,"5,443,200",,Health and Family Welfare Department,2021-2022
ocds-f5kvwu-2021_KAAC_22132_1,tender,tender,1,2024-11-28,2021_KAAC_22132_1,DPU/SOPD(M)/11/2021,Imp of road from No 1 Balijan at Bakulia Chariali to No 2 Balijan( Karbi Market) L 1.00 Km under Bakulia Roads Division under SOPD(Municipality)for the year 2020-21,Works,Open Tender,Item Rate,Civil Works – Roads,,No,No,"81,29,482",06-Jul-2021 02:00 PM,180,No,Offline,,,1,27-Jul-2021 12:00 PM,assessment,Price Bid Opening Date,,"9,918,028",,Karbi Anglong Autonomous Council,2021-2022
ocds-f5kvwu-2021_PWBNH_23137_1,tender,tender,1,2024-11-28,2021_PWBNH_23137_1,CE/BLD/ ELECT/15/2021/Pt-1/32 Dated 04/10/2021,"GROUP-A Construction of Mother and Child Hospital (500 bedded) at Gauhati Medical College and Hospital, Guwahati Under SOPD-ODS for the FY 2019-2020.(Providing 1500 KVA RADIATOR COOLED D.G SET in acoustic enclosure etc.), GROUP-A",Works,Open Tender,Item Rate,Electrical Works,,No,No,"3,15,09,624",08-Oct-2021 06:00 PM,180,No,Offline,,,1,19-Oct-2021 03:30 PM,assessment,Price Bid Opening Date,,"33,352,938",,Public Works Building and NH Department,2021-2022
ocds-f5kvwu-2021_PWBNH_23137_2,tender,tender,1,2024-11-28,2021_PWBNH_23137_2,CE/BLD/ ELECT/15/2021/Pt-1/32 Dated 04/10/2021,"GROUP-B Construction of Mother and Child Hospital (500 bedded) at Gauhati Medical College and Hospital, Guwahati Under SOPD-ODS for the FY 2019-2020. (Providing 1600 KVA Transformer along with allied accessories etc.), GROUP-B",Works,Open Tender,Item Rate,Electrical Works,,No,No,"1,86,68,021",08-Oct-2021 06:00 PM,180,No,Offline,,,1,19-Oct-2021 03:30 PM,assessment,Price Bid Opening Date,,"16,803,086",,Public Works Building and NH Department,2021-2022
ocds-f5kvwu-2021_PWD_20357_2,tender,tender,1,2024-11-28,2021_PWD_20357_2,CT_12/NIT/2019/50 dated 20.01.2021,"Construction of Road from Chalantapara Pt-III to Silkhatari Road (Ch. 0.00 m to 900.00 m) under SOPD for the year 2020-21, Abhayapuri South LAC. Package No.SOPD(G)_WAC_144",Works,Open Tender,Item Rate,Construction Works,,No,No,,23-Jan-2021 09:00 AM,90,No,Offline,,,1,12-Feb-2021 02:30 PM,assessment,Price Bid Opening Date,,"7,124,794.09",,Public Works Roads Department,2020-2021
ocds-f5kvwu-2021_PWD_21135_2,tender,tender,1,2024-11-28,2021_PWD_21135_2,SE/JRC/SOPD(G)/4480,Construction of Kohonor Ali under SOPD-G for the year 2020-21 in PWD Sivasagar and Thowra Territorial Road Division (Length-0.875 Km) Sivasagar LAC .Pkg.No. SOPD-G/20-21/STTRD/Siv/02,Works,Open Tender,Item Rate,Civil Works – Roads,,No,No,"74,04,778",11-Feb-2021 10:00 AM,180,No,Offline,,,1,18-Feb-2021 01:00 PM,assessment,Price Bid Opening Date,,"7,034,539.1",,Public Works Roads Department,2020-2021
ocds-f5kvwu-2021_PWD_21671_1,tender,tender,1,2024-11-28,2021_PWD_21671_1,NIT/ACE/EZ/192/2021/1,Construction of walking zone at Barpatra Ali from Gitarthi point to Malow Ali providing shaded tiles and railing at Jorhat under CIDF,Works,Open Tender,Works,Civil Works,,No,No,"2,22,95,500",13-May-2021 10:00 AM,180,No,Offline,,,1,23-Jun-2021 10:00 AM,assessment,Price Bid Opening Date,,"22,295,500",,Public Works Roads Department,2021-2022
ocds-f5kvwu-2021_SNT_22108_1,tender,tender,1,2024-11-28,2021_SNT_22108_1,GBPIC/8.2.4.1/2020-21/4853 DATED 3rd JULY 2021,"PROCUREMENT FOR SUPPLY, INSTALLATION AND COMMISSIONING OF LABORATORY EQUIPMENTS AT GUWAHATI BIOTECH PARK INCUBATION CENTER",Goods,Global Tenders,Item Wise,Miscellaneous Goods,,Yes,No,,03-Jul-2021 06:00 PM,120,No,Online,,,1,24-Jul-2021 03:00 PM,assessment,Price Bid Opening Date,,"142,223",,Department of Science and Technology,2021-2022
ocds-f5kvwu-2021_TDEP_22221_1,tender,tender,1,2024-11-28,2021_TDEP_22221_1,IN-IWT-236184-CS-QCBS,Selection of Consultancy Firm for Appointment of Technical Services and Supervision Consultant firm for providing consulting services for Construction of terminal and riverine infrastructure at Guwahati Gateway Ghat Assam,Services,Open Tender,Lump-sum,Consultancy,,No,No,"5,46,08,040",22-Jul-2021 05:00 PM,120,No,Not Applicable,,,1,26-Aug-2021 04:00 PM,assessment,Price Bid Opening Date,,"64,267,970.76",,Transport Department- Externally Funded Projects,2021-2022
ocds-f5kvwu-2021_TDEP_22279_1,tender,tender,1,2024-11-28,2021_TDEP_22279_1,IN-IWT-242294-CS-QCBS,Hiring of Safeguards Consultant for Environmental and Social Assessment Studies for Assam Inland Water Transport Project Phase II,Services,Open Tender,Lump-sum,Consultancy,,No,No,,27-Jul-2021 06:40 PM,120,No,Not Applicable,,,1,02-Sep-2021 04:00 PM,assessment,Price Bid Opening Date,,"33,087,200",,Transport Department- Externally Funded Projects,2021-2022
ocds-f5kvwu-2021_TDEP_22972_1,tender,tender,1,2024-11-28,2021_TDEP_22972_1,IN-IWT-245194-GO-RFQ,"Supply of AIS 140 GPS devices includes GPS device cost, installation cost, 3 years warranty with software license fees per user per year and SIM card with 4G data package for IWT ferry vessels",Goods,Open Tender,Supply,Electronics Equipment,,No,No,"9,47,600",18-Sep-2021 11:30 AM,90,No,Not Applicable,,,1,25-Oct-2021 04:00 PM,assessment,Price Bid Opening Date,,"721,000",,Transport Department- Externally Funded Projects,2021-2022
ocds-f5kvwu-2021_TDEP_23090_1,tender,tender,1,2024-11-28,2021_TDEP_23090_1,IN-IWT-249475-CS-QCBS,Safeguard Monitoring Consultant (3rd Party Monitoring) at proposed development of terminal at Guwahati Gateway Ghat,Services,Open Tender,Lump-sum,Consultancy,,No,No,"20,35,500",30-Sep-2021 05:00 PM,120,No,Not Applicable,,,1,23-Nov-2021 04:00 PM,assessment,Price Bid Opening Date,,"4,909,600",,Transport Department- Externally Funded Projects,2021-2022
ocds-f5kvwu-2021_WPTBC_23284_1,tender,tender,1,2024-11-28,2021_WPTBC_23284_1,PTDC/Engg/2018-19/239,Construction of Santipur (Murabari) community hall cum Auditorium hall with modern facilities in Kokrajhar District (Part-1) under infrastructure Dev in ITDP and outside ITDP areas during 2020-21,Works,Open Tender,Item Rate,Civil Works,,No,No,,02-Nov-2021 02:30 PM,120,No,Offline,,,1,02-Dec-2021 03:30 PM,assessment,Price Bid Opening Date,,"17,399,130",,Welfare of Plain Tribes and Backward Classes,2021-2022
ocds-f5kvwu-2021_WPTBC_23595_4,tender,tender,1,2024-11-28,2021_WPTBC_23595_4,No.MAC /e-procurement/266/2021-22,Procurement of Tarpaulin for Distribution among People affected by Flood and other Natural Calamities,Goods,Open Tender,Supply,Supply of Materials,,No,No,,08-Dec-2021 10:00 AM,90,No,Online,,,1,23-Dec-2021 11:00 AM,assessment,Price Bid Opening Date,,"9,899,424",,Welfare of Plain Tribes and Backward Classes,2021-2022
ocds-f5kvwu-2022_AEGCL_24731_1,tender,tender,1,2024-11-28,2022_AEGCL_24731_1,AEGCL/DGM/UATTC/ OandM/T-31/BUS-II/2022/2003,Augmentation of 33kV Bus-II at Nazira GSS,Works,Open Tender,Works,Electrical Works,,No,No,"30,17,074",15-Mar-2022 04:00 PM,180,No,Offline,,,1,13-Apr-2022 02:30 PM,assessment,Price Bid Opening Date,,"3,288,314.26",,Assam Electricity Grid Corporation Ltd,2021-2022
ocds-f5kvwu-2022_AEGCL_24732_1,tender,tender,1,2024-11-28,2022_AEGCL_24732_1,AEGCL/DGM/UATTC/ OandM/T-31/BUS-III/2022/2004,Augmentation of 33kV Bus-III at Nazira GSS,Works,Open Tender,Works,Electrical Works,,No,No,"42,47,192",15-Mar-2022 04:00 PM,180,No,Offline,,,1,13-Apr-2022 02:30 PM,assessment,Price Bid Opening Date,,"4,628,809.6",,Assam Electricity Grid Corporation Ltd,2021-2022
ocds-f5kvwu-2022_AEGCL_28337_1,tender,tender,1,2024-11-28,2022_AEGCL_28337_1,AEGCL/DGM/BONG/T-1/2022/110,Supply and delivery of 132kV and 33kV Lightning Arresters for GSS under Bongaigaon TT Circle AEGCL,Goods,Open Tender,Supply,Supply of Materials,,No,No,"18,62,323",21-Dec-2022 12:00 PM,180,No,Online,,,1,31-Jan-2023 12:00 PM,assessment,Price Bid Opening Date,,"1,413,994",,Assam Electricity Grid Corporation Ltd,2022-2023
ocds-f5kvwu-2022_APDCL_25495_1,tender,tender,1,2024-11-28,2022_APDCL_25495_1,APDCL/CGM(PPD)/EHV Oil/2022,Supply of EHV Grade Transformer Oil,Goods,Open Tender,Supply,Electrical Work/ Equipment,,No,No,,10-May-2022 05:00 PM,180,No,Online,,,1,29-Jun-2022 04:00 PM,assessment,Price Bid Opening Date,,"19,318,370",,Assam Power Distribution Company Ltd,2022-2023
ocds-f5kvwu-2022_APDCL_27729_1,tender,tender,1,2024-11-28,2022_APDCL_27729_1,APDCL/CAR/BEC/Algapur/33kV,Algapur 33 KV Line,Works,Open Tender,Turn-key,Electrical Works,,No,No,,11-Nov-2022 05:00 PM,180,No,Online,,,1,28-Nov-2022 02:00 PM,assessment,Price Bid Opening Date,,"25,379,348",,Assam Power Distribution Company Ltd,2022-2023
ocds-f5kvwu-2022_APDCL_27794_1,tender,tender,1,2024-11-28,2022_APDCL_27794_1,APDCL/CGM(PPD)/PTR/NIT 22/3,Supply of 5MVA and 10 MVA PTR as per relevant IS IEC standard under SOPD 2022 23 scheme,Goods,Open Tender,Supply,Electrical Work/ Equipment,,No,No,,17-Nov-2022 09:00 AM,180,No,Online,,,1,15-Dec-2022 03:00 PM,assessment,Price Bid Opening Date,,"45,034,700",,Assam Power Distribution Company Ltd,2022-2023
ocds-f5kvwu-2022_APGCL_28397_1,tender,tender,1,2024-11-28,2022_APGCL_28397_1,APGCL CGM Gen HnC 2022 23 KLHEP Tunnel 23 18,Tunnel repairing,Works,Open Tender,Works,Civil Works,,No,No,"57,18,683",23-Dec-2022 10:00 AM,180,No,Online,,,1,11-Jan-2023 03:00 PM,assessment,Price Bid Opening Date,,"4,936,485",,Assam Power Generation Company Limited,2022-2023
ocds-f5kvwu-2022_ASPIR_23982_1,tender,tender,1,2024-11-28,2022_ASPIR_23982_1,IN-AS-CFMS-253510-CS-CQS,Engagement of Consultant for Security Audit for FMIS and DIDS Systems,Services,Single,Lump-sum,Information Technology,,No,No,0.0,06-Jan-2022 06:30 PM,180,No,Online,,,1,07-Feb-2022 03:30 PM,assessment,Price Bid Opening Date,,"5,190,500",,Finance Department - World Bank Tenders,2021-2022
ocds-f5kvwu-2022_ASPIR_26321_1,tender,tender,1,2024-11-28,2022_ASPIR_26321_1,IN-AS-CFMS-280941-CS-CQS,Engagement of Consultant for Security Auditor of Assam Tax Revenue Management System,Services,Single,Item Rate,Consultancy,,No,No,,15-Jul-2022 12:00 PM,90,No,Not Applicable,,,1,11-Aug-2022 02:30 PM,assessment,Price Bid Opening Date,,"3,339,400",,Finance Department - World Bank Tenders,2022-2023
ocds-f5kvwu-2022_ASPIR_27255_1,tender,tender,1,2024-11-28,2022_ASPIR_27255_1,ASPIRe/67/2018,"REQUEST FOR EXPRESSIONS OF INTEREST FOR ENGAGEMENT OF STATUTORY AUDITOR UNDER THE ASPIRE PROJECT, GOVERNMENT OF ASSAM",Services,Open Tender,EOI,Consultancy,,No,No,,01-Oct-2022 10:00 AM,60,No,Not Applicable,,,1,14-Oct-2022 02:30 PM,assessment,Price Bid Opening Date,,0.0,,Finance Department - World Bank Tenders,2022-2023
ocds-f5kvwu-2022_BoTC_26840_1,tender,tender,1,2024-11-28,2022_BoTC_26840_1,DPRD/BTC/15FC/UT/Udl-20/2022/9,DPRD/BTC/15FC/UT/Udl-20/2022/9,Works,Open Tender,Item Rate,Civil Works,,No,No,"49,01,470",05-Sep-2022 10:30 AM,180,No,Online,,,1,28-Sep-2022 02:30 PM,assessment,Price Bid Opening Date,,"4,901,478.96",,Bodoland Territorial Council,2022-2023
ocds-f5kvwu-2022_BoTC_27838_13,tender,tender,1,2024-11-28,2022_BoTC_27838_13,CHDI/ET/2022-23/2,"Different works of Extension, Renovation and Modernization of (ERM), Sukla Irrigation Project under PMKSY-AIBP for the year 2021-22",Works,Open Tender,Works,Civil Works,,No,No,"1,05,13,416",21-Nov-2022 10:00 AM,180,No,Online,,,1,12-Dec-2022 02:00 PM,assessment,Price Bid Opening Date,,"4,731,037",,Bodoland Territorial Council,2022-2023
ocds-f5kvwu-2022_BoTC_27838_20,tender,tender,1,2024-11-28,2022_BoTC_27838_20,CHDI/ET/2022-23/2,"Different works of Extension, Renovation and Modernization of (ERM), Sukla Irrigation Project under PMKSY-AIBP for the year 2021-22 _Group No.20",Works,Open Tender,Works,Civil Works,,No,No,"1,03,87,445",21-Nov-2022 10:00 AM,180,No,Online,,,1,12-Dec-2022 02:00 PM,assessment,Price Bid Opening Date,,"9,348,700.5",,Bodoland Territorial Council,2022-2023
ocds-f5kvwu-2022_BoTC_28565_1,tender,tender,1,2024-11-28,2022_BoTC_28565_1,DPRD/BTC/SOPD/Bak/11/22-23/28,Const of concrete paver road from Sanparia Library house to Bhakru Lahary house under SOPD 2022-23.,Works,Open Tender,Item Rate,Civil Works,,No,No,"44,65,482",31-Dec-2022 10:30 AM,180,No,Online,,,1,25-Jan-2023 02:30 PM,assessment,Price Bid Opening Date,,"4,465,488.01",,Bodoland Territorial Council,2022-2023
ocds-f5kvwu-2022_CD_25879_1,tender,tender,1,2024-11-28,2022_CD_25879_1,HF/ENGG-3531/21-22/62,Expression of Interest for Consultancy service,Services,Open Tender,EOI,Consultancy,,No,No,,08-Jun-2022 11:30 AM,180,No,Not Applicable,,,1,13-Jun-2022 04:00 PM,assessment,Price Bid Opening Date,,"884,944",,Cooperation Department,2022-2023
ocds-f5kvwu-2022_CD_26456_1,tender,tender,1,2024-11-28,2022_CD_26456_1,HF/ENGG-3351/20-21/116,Construction of Laboratory Building (Ground Floor) at Assam University Diphu Campus including furniture,Works,Open Tender,Item Wise,Civil Works,,No,No,"2,83,23,853",26-Jul-2022 02:00 PM,180,No,Online,,,1,05-Aug-2022 11:30 AM,assessment,Price Bid Opening Date,,"28,323,317",,Cooperation Department,2022-2023
ocds-f5kvwu-2022_CD_26458_1,tender,tender,1,2024-11-28,2022_CD_26458_1,HF/ENGG-3351/20-21/116,Construction of 100 Bedded Girls Hostel (G plus 2 Storeyed) at Assam University Diphu Campus including furniture,Works,Open Tender,Item Wise,Civil Works,,No,No,"7,92,44,261",26-Jul-2022 03:00 PM,180,No,Online,,,1,05-Aug-2022 11:30 AM,assessment,Price Bid Opening Date,,"79,242,815",,Cooperation Department,2022-2023
ocds-f5kvwu-2022_CD_26742_1,tender,tender,1,2024-11-28,2022_CD_26742_1,HF/ENGG-3531/21-22/116,Expression of Interest for Consultancy Service,Services,Open Tender,EOI,Consultancy,,No,No,,24-Aug-2022 05:30 PM,180,No,Not Applicable,Not Admitted-Fee/PreQual/Technical/Finance,,1,30-Aug-2022 12:00 PM,assessment,Price Bid Opening Date,,"443,517.36",,Cooperation Department,2022-2023
ocds-f5kvwu-2022_DEE_28097_1,tender,tender,1,2024-11-28,2022_DEE_28097_1,EE(Plan)/e-Office/185/2021/317,"Supply of Desktop, Laptop, Multi Function Printer and Line Interactive UPS",Goods,Open Tender,Item Wise,Miscellaneous Goods,,No,No,,08-Dec-2022 02:00 PM,365,No,Online,,,1,09-Jan-2023 02:00 PM,assessment,Price Bid Opening Date,,"1,323,783",,Elementary Education Department,2022-2023
ocds-f5kvwu-2022_DHA_26296_1,tender,tender,1,2024-11-28,2022_DHA_26296_1,HortiFP477AS LEMON/HMNEH18-19/05,"For the engagement of an Agency for Promotion, Marketing, Advertising and Logistic management of Assam Lemon in 4 Metro Cities of India",Services,Open Tender,Item Rate,Miscellaneous Services,,No,No,,14-Jul-2022 09:00 AM,180,No,Online,,,1,06-Aug-2022 11:00 AM,assessment,Price Bid Opening Date,,"13,072,920",,Directorate of Horticulture Assam,2022-2023
ocds-f5kvwu-2022_DHTS_26792_1,tender,tender,1,2024-11-28,2022_DHTS_26792_1,"APT/Seri-OPIU/51/2022/33/5704,",Supply of articles against Strengthening of Govt. ESG / Govt. ECC under World Bank Project APART,Goods,Open Tender,Supply,Laboratory and scientific equipment,,No,No,"87,50,000",30-Aug-2022 05:00 PM,45,No,Not Applicable,,,1,16-Sep-2022 01:00 PM,assessment,Price Bid Opening Date,,"6,320,216",,Department of Handloom Textile and Sericulture,2022-2023
ocds-f5kvwu-2022_DHTS_27955_1,tender,tender,1,2024-11-28,2022_DHTS_27955_1,DHTP 19/2022/287,ENGAGEMENT OF SERVICE PROVIDER for implementation of activities under the scheme SWANIRBHAR NAARI,Services,Open Tender,Item Rate,Miscellaneous Services,,No,No,,29-Nov-2022 04:15 PM,365,No,Online,,,1,21-Dec-2022 03:00 PM,assessment,Price Bid Opening Date,,"500,000",,Department of Handloom Textile and Sericulture,2022-2023
ocds-f5kvwu-2022_DHTS_28381_1,tender,tender,1,2024-11-28,2022_DHTS_28381_1,"APART/S-OPIU/45/22/186/1215, dt20.12.22",Construction and establishment of Vermicompost Production Unit under World Bank Project APART,Works,Open Tender,Item Rate,Civil Works,,No,No,,22-Dec-2022 05:00 PM,90,No,Not Applicable,,,1,12-Jan-2023 02:30 PM,assessment,Price Bid Opening Date,,"1,156,000",,Department of Handloom Textile and Sericulture,2022-2023
