ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/bidOpening/date,tender/milestones/type,tender/milestones/title,tender/milestones/dueDate,tender/awardedAmount,tender/documents/id,buyer/name,Fiscal Year
ocds-kjhdrl-2015_HPIPH_7347_1,tender,tender,1,2024-11-08,2015_HPIPH_7347_1,IPH-DN-CB-Tender/2015-16- 752-851 dt 17/04/15,Providing additional Water facility to Trilokpur Temple Complex in Tehsil Nahan Distt Sirmour HP,Works,Open Tender,Item Rate,Water Equipments/ Meter/ Drilling/ Boring,,No,No,"12,63,343",24-Apr-2015 03:00 PM,120,No,Offline,Not Admitted-Fee/PreQual/Technical,,1,12-May-2015 11:30 AM,assessment,Price Bid Opening Date,,"1,271,418",,HP Irrigation and Public Health,2015-2016
ocds-kjhdrl-2015_HPIPH_7765_1,tender,tender,1,2024-11-08,2015_HPIPH_7765_1,IPH-DN-CB-TA-Tender/2015-16-3078-3150 Dt 19-05-15,Providing LWSS to PC habitation of various census villages under GP Devka Purla Nauni Panjahal Thana Kasoga Birla Banethi Nahan and Sain Ki Ser in Tehsil Nahan Distt Sirmour HP,Works,Open Tender,Item Rate,Pipe Laying Works,,No,No,"74,96,660",27-May-2015 03:00 PM,120,No,Offline,Rejected-Finance,,1,17-Jun-2015 11:30 AM,assessment,Price Bid Opening Date,,"8,260,634",,HP Irrigation and Public Health,2015-2016
ocds-kjhdrl-2019_PWD_27524_1,tender,tender,1,2024-11-08,2019_PWD_27524_1,19471-74 dt.02.02.2019,AMP for the year 2019-20 on Banjar Bathad road Km.0/0 to 20/0,Works,Open Tender,Item Rate,Civil Works,,No,No,"23,84,244",18-Feb-2019 03:15 PM,60,No,Offline,Accepted-AOC,,1,07-Mar-2019 11:00 AM,assessment,Price Bid Opening Date,,"3,072,058",,PWD,2018-2019
ocds-kjhdrl-2019_PWD_27525_1,tender,tender,1,2024-11-08,2019_PWD_27525_1,19471-74 dt.02.02.2019,AMP for the year 2019-20 on Banjar Bathad road Km.0/0 to 20/0,Works,Open Tender,Item Rate,Civil Works,,No,No,"31,89,809",18-Feb-2019 03:20 PM,60,No,Offline,,,1,07-Mar-2019 11:00 AM,assessment,Price Bid Opening Date,,"4,125,951",,PWD,2018-2019
ocds-kjhdrl-2019_PWD_27527_1,tender,tender,1,2024-11-08,2019_PWD_27527_1,19471-74 dt.02.02.2019,AMP for the year 2019-20 on Sidhwan godigad upto Thanicher road Km.0/0 to 8/0,Works,Open Tender,Item Rate,Civil Works,,No,No,"32,07,431",18-Feb-2019 03:25 PM,60,No,Offline,,,1,07-Mar-2019 11:00 AM,assessment,Price Bid Opening Date,,"412,980",,PWD,2018-2019
ocds-kjhdrl-2019_PWD_27529_1,tender,tender,1,2024-11-08,2019_PWD_27529_1,19471-74 dt.02.02.2019,AMP for the year 2019-20 on Chilladhar Bihar road Km.0/0 to 4/0,Works,Open Tender,Item Rate,Civil Works,,No,No,"15,96,007",18-Feb-2019 03:25 PM,60,No,Offline,,,1,07-Mar-2019 11:00 AM,assessment,Price Bid Opening Date,,"2,058,760",,PWD,2018-2019
ocds-kjhdrl-2019_PWD_27533_1,tender,tender,1,2024-11-08,2019_PWD_27533_1,19471-74 dt.02.02.2019,AMP for the year 2019-20 on Sainj Railla road Km.0/0 to 7/500,Works,Open Tender,Item Rate,Civil Works,,No,No,"26,89,789",18-Feb-2019 03:30 PM,60,No,Offline,,,1,07-Mar-2019 11:00 AM,assessment,Price Bid Opening Date,,"3,450,477",,PWD,2018-2019
ocds-kjhdrl-2019_PWD_27538_1,tender,tender,1,2024-11-08,2019_PWD_27538_1,19471-74 dt.02.02.2019,AMP for the year 2019-20 on Larji Sainj road Km.0/0 to 14/0,Works,Open Tender,Item Rate,Civil Works,,No,No,"58,62,912",18-Feb-2019 02:10 PM,60,No,Offline,,,1,07-Mar-2019 11:00 AM,assessment,Price Bid Opening Date,,"7,454,604",,PWD,2018-2019
ocds-kjhdrl-2019_PWD_28320_1,tender,tender,1,2024-11-08,2019_PWD_28320_1,24425-65,Imp. and Up-gradation of Menjha to Upper Menjha road Km. 0/00 to 4/270( Under NABARD RIDF-XXIII),Works,Open Tender,Item Rate,Civil Works - Roads,,No,No,"1,16,98,913",11-Mar-2019 10:00 AM,120,No,Offline,Rejected-Technical,,1,16-Apr-2019 11:30 AM,assessment,Price Bid Opening Date,,"15,154,252",,PWD,2018-2019
ocds-kjhdrl-2019_PWD_28826_2,tender,tender,1,2024-11-08,2019_PWD_28826_2,20725-84 PWD Division Palampur,"Construction of Additional accommodation for Govt. Sr. Sec. School at Dehan in Tehsil Palampur, Distt. Kangra (H.P.)",Works,Open Tender,Item Rate,Civil Works - Buildings,,No,No,"92,52,977",13-May-2019 10:00 AM,120,No,Offline,,,1,25-May-2019 03:00 PM,assessment,Price Bid Opening Date,,"10,259,115",,PWD,2019-2020
