Organization Chain ,Tender Title ,Tender Ref No ,Tender ID ,Contract Date ,Contract Value ,Work Completion Period in days ,Updated By ,Updated on ,AOC document ,AOC Description ,Awarded Bidder,Awarded Value,Awarded Currency,Tender ID
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,Construction work of new cow protection centre at village Hatimpur tehsil-Deoria district-Deoria under establishment of cow protection centre (NHC),375/UPRNSS/E-TENDER/2024-25 DATED 06.08.2024,2024_UPRNS_944517_1,17-Sep-2024,"INR 11,820,719.7",540,Jitendra Bahadur Singh,26-Sep-2024 12:10 PM,aoc375hatimpur.pdf (629.00 KB),Contract Value,AKHAND ENTERPRISES,"11,820,719.7",INR,2024_UPRNS_944517_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,"RAJKIYA UDYAN ALAMBAGH KISAN TRAINING CENTER, LUCKNOW (U.P.)",477/E-TENDER/UPRNSS/2024-25 DATE-09.08.2024,2024_UPRNS_945049_1,02-Sep-2024,"INR 2,413,100.8",30,Vivek Singh,02-Sep-2024 11:02 AM,477.pdf (419.00 KB),AOC,AADRIK ENTERPRISES,"2,413,100.8",INR,2024_UPRNS_945049_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Proposed Construction Of Rajkiya Homeopaithik Hospital, Savna District Ghazipur, U.P. (IInd Phase)",139/E.E./VARANASI-2/E-TENDAR,2024_UPRNS_946547_1,21-Sep-2024,"INR 1,332,000",90,SANJAY KUMAR SRIVASTAVA,21-Sep-2024 05:04 PM,AOC.pdf (651.00 KB),AOC,M/S HARHAR MAHADEV ENTERPRISES,"1,331,334",INR,2024_UPRNS_946524_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,"Proposed Construction Of Rajkiya Homeopaithik Hospital, Savna District Ghazipur, U.P. (IInd Phase)",139/E.E./VARANASI-2/E-TENDAR,2024_UPRNS_946547_1,21-Sep-2024,"INR 1,332,000",90,SANJAY KUMAR SRIVASTAVA,21-Sep-2024 05:04 PM,AOC.pdf (651.00 KB),AOC,M/S HARHAR MAHADEV ENTERPRISES,"1,331,334",INR,2024_UPRNS_946547_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,"PROPOSED FIRE FIGHT SYSTEM WORK AT SALE TAX OFFICE, JAIPUR HOUSE, DISTT-AGRA (U.P.)",119/SE/E-TENDER/2024-2025,2024_UPRNS_950097_2,23-Sep-2024,"INR 14,534,170",180,NAGENDRA YADAV,01-Oct-2024 12:49 PM,FF-AGRA.pdf (1004.00 KB),QUOTED AMOUNT LOWER THEN OTHER BIDER,NEW REGENT TRADING COMPANY,"14,534,170",INR,2024_UPRNS_950097_2
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,"PLASTER AND PAINTING WORK AT SALE TAX OFFICE (OLD BUILDING), JAIPUR HOUSE, DISTT-AGRA (U.P.)",118/SE/E-TENDER/2024-25,2024_UPRNS_950103_1,23-Sep-2024,"INR 6,765,642",120,NAGENDRA YADAV,01-Oct-2024 02:10 PM,PLASTER.pdf (983.00 KB),QUOTED AMOUNT LOWER THEN OTHER BIDER,NEW REGENT TRADING COMPANY,"6,765,642",INR,2024_UPRNS_950103_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,"RENOVATION OF SALES TAX OFFICE, BRICK KOBA, C.C. ROAD AND RAIN WATER HARWESTING WORK AT SALE TAX OFFICE, JAIPUR HOUSE, DISTT-AGRA (U.P.)",117/SE/E-TENDER/2024-25,2024_UPRNS_950107_1,23-Sep-2024,"INR 14,578,134",180,NAGENDRA YADAV,01-Oct-2024 02:07 PM,RAIN-WATER.pdf (1114.00 KB),QUOTED AMOUNT LOWER THEN OTHER BIDER,NEW REGENT TRADING COMPANY,"14,578,134",INR,2024_UPRNS_950107_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,CONSTRUCTION OF DISTRICT INTEGRATED PUBLIC HEALTH LAB AT DISTRICT HOSPITAL FIROZABAD,115/E-TENDER/2024-25,2024_UPRNS_950945_1,27-Sep-2024,"INR 5,121,975.4",180,NAGENDRA YADAV,01-Oct-2024 11:59 AM,IPHL-FIROZABAD.pdf (889.00 KB),QUOTED AMOUNT LOWER THEN OTHER BIDER,BALAJI CONTRACTOR,"5,121,975.4",INR,2024_UPRNS_950280_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,CONSTRUCTION OF DISTRICT INTEGRATED PUBLIC HEALTH LAB AT DISTRICT HOSPITAL FIROZABAD,115/E-TENDER/2024-25,2024_UPRNS_950945_1,27-Sep-2024,"INR 5,121,975.4",180,NAGENDRA YADAV,01-Oct-2024 11:59 AM,IPHL-FIROZABAD.pdf (889.00 KB),QUOTED AMOUNT LOWER THEN OTHER BIDER,BALAJI CONTRACTOR,"5,121,975.4",INR,2024_UPRNS_950945_1
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,REMAINING WORK OF DEPOT WORKSHOP AT KASGANJ,120/E-TENDER/2024-2025,2024_UPRNS_951316_1,30-Sep-2024,"INR 4,974,511.5",90,NAGENDRA YADAV,01-Oct-2024 12:46 PM,WORKSHOP.pdf (923.00 KB),QUOTED AMOUNT LOWER THEN OTHER BIDER,M/S RAM FINANCER AND DEVELOPERS,"4,974,511.5",INR,2024_UPRNS_951316_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,Atrauli ke Bijoli Block me Gram Rajatau me C C Work,60,2024_SCIDC_956375_1,05-Oct-2024,"INR 910,586",90,Satyapal Singh,05-Oct-2024 08:30 PM,AOCC.pdf (114.00 KB),,M/S naveen gupta and company,"910,221.77",INR,2024_SCIDC_956363_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,Atrauli ke Bijoli Block me Gram Rajatau me C C Work,60,2024_SCIDC_956375_1,05-Oct-2024,"INR 910,586",90,Satyapal Singh,05-Oct-2024 08:30 PM,AOCC.pdf (114.00 KB),,M/S naveen gupta and company,"910,221.77",INR,2024_SCIDC_956371_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,Atrauli ke Bijoli Block me Gram Rajatau me C C Work,60,2024_SCIDC_956375_1,05-Oct-2024,"INR 910,586",90,Satyapal Singh,05-Oct-2024 08:30 PM,AOCC.pdf (114.00 KB),,M/S naveen gupta and company,"910,221.77",INR,2024_SCIDC_956375_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,Arauli ke Gram Chhogava me C C Work,61,2024_SCIDC_956381_1,05-Oct-2024,"INR 1,029,395",90,Satyapal Singh,05-Oct-2024 08:22 PM,AOCC.pdf (113.00 KB),,M/S naveen gupta and company,"1,028,983.24",INR,2024_SCIDC_956381_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,"CONSTRUCTION OF INTERLOCKING ROAD AND DRAIN FROM KABRISTAN TO MUNESH PRADHAN PLOT AT  MAJRA NAGLA LALLU, GRAM PANCHAYAT ANWARA, BLOCK TUNDLA, DISTT. FIROZABAD",06/FZD/MP/24-25,2024_SCIDC_957125_1,14-Oct-2024,"INR 7,679,468.41",180,Gajendra Pal Singh,10-Oct-2024 05:12 PM,06fffffffro.pdf (612.00 KB),,M/S RAJKAMAL CONSTRUCTIONS,"7,679,468.41",INR,2024_SCIDC_956384_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,"CONSTRUCTION OF INTERLOCKING ROAD AND DRAIN FROM KABRISTAN TO MUNESH PRADHAN PLOT AT  MAJRA NAGLA LALLU, GRAM PANCHAYAT ANWARA, BLOCK TUNDLA, DISTT. FIROZABAD",06/FZD/MP/24-25,2024_SCIDC_957125_1,14-Oct-2024,"INR 7,679,468.41",180,Gajendra Pal Singh,10-Oct-2024 05:12 PM,06fffffffro.pdf (612.00 KB),,M/S RAJKAMAL CONSTRUCTIONS,"7,679,468.41",INR,2024_SCIDC_956386_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,"CONSTRUCTION OF INTERLOCKING ROAD AND DRAIN FROM KABRISTAN TO MUNESH PRADHAN PLOT AT  MAJRA NAGLA LALLU, GRAM PANCHAYAT ANWARA, BLOCK TUNDLA, DISTT. FIROZABAD",06/FZD/MP/24-25,2024_SCIDC_957125_1,14-Oct-2024,"INR 7,679,468.41",180,Gajendra Pal Singh,10-Oct-2024 05:12 PM,06fffffffro.pdf (612.00 KB),,M/S RAJKAMAL CONSTRUCTIONS,"7,679,468.41",INR,2024_SCIDC_957097_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,"CONSTRUCTION OF INTERLOCKING ROAD AND DRAIN FROM KABRISTAN TO MUNESH PRADHAN PLOT AT  MAJRA NAGLA LALLU, GRAM PANCHAYAT ANWARA, BLOCK TUNDLA, DISTT. FIROZABAD",06/FZD/MP/24-25,2024_SCIDC_957125_1,14-Oct-2024,"INR 7,679,468.41",180,Gajendra Pal Singh,10-Oct-2024 05:12 PM,06fffffffro.pdf (612.00 KB),,M/S RAJKAMAL CONSTRUCTIONS,"7,679,468.41",INR,2024_SCIDC_957125_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,"CONSTRUCTION OF C.C. ROAD AND DRAIN BEHIND SHAKYA MARKET FROM ATA CHAKKI TO LAL SINGH SHAKYA HOUSE AT WARD-80, KAMLA NAGAR, AGRA.",20/24-25/MLANORTH/AGRA,2024_SCIDC_957478_1,07-Oct-2024,"INR 231,181.4",180,Sanjai Gangwar,04-Oct-2024 01:04 PM,AOC20.pdf (202.00 KB),,YASH CONSTRUCTION,"231,181.4",INR,2024_SCIDC_957470_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,"CONSTRUCTION OF C.C. ROAD AND DRAIN BEHIND SHAKYA MARKET FROM ATA CHAKKI TO LAL SINGH SHAKYA HOUSE AT WARD-80, KAMLA NAGAR, AGRA.",20/24-25/MLANORTH/AGRA,2024_SCIDC_957478_1,07-Oct-2024,"INR 231,181.4",180,Sanjai Gangwar,04-Oct-2024 01:04 PM,AOC20.pdf (202.00 KB),,YASH CONSTRUCTION,"231,181.4",INR,2024_SCIDC_957478_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,Construction work of CC road and drain from the house of Devi Singh to the house of Dharampal in Ghaziwala village of district Saharanpur,631/EE/S.PUR/TNDR/24-25 DATE 12.09.2024,2024_SCIDC_956227_1,26-Sep-2024,"INR 289,088.38",120,Vinod Kumar Kardam,26-Sep-2024 11:10 PM,AOC.pdf (326.00 KB),AOC,SAINI CONTRACTORS,"289,088.38",INR,2024_SCIDC_956227_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,Construction work of CC road and drain from village Alauddinpur Chakwali Road to Satendra house under the Legislative Assembly area development fund scheme of district Saharanpur,632/EE/S.PUR/TNDR/24-25 DATE 12.09.2024,2024_SCIDC_956233_1,26-Sep-2024,"INR 279,626.12",120,Vinod Kumar Kardam,26-Sep-2024 11:23 PM,AOC.pdf (275.00 KB),,SACHIN KUMAR,"279,626.12",INR,2024_SCIDC_956233_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,Construction work of C.C. road and drain from Shyampal house to Nathi Valmiki house in village Umahikalan under Vidhansabha area development fund scheme of district Saharanpur,633/EE/S.PUR/TNDR/24-25 DATE 12.09.2024,2024_SCIDC_956238_1,26-Sep-2024,"INR 890,496.87",120,Vinod Kumar Kardam,26-Sep-2024 11:16 PM,AOC.pdf (186.00 KB),AOC,SACHIN KUMAR,"890,496.87",INR,2024_SCIDC_956238_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,Construction work of CC road and drain from the house of Pappu Prajapati to Lal Singh Valmiki in village Daulatpur under the Legislative Assembly area development fund scheme of district Saharanpur,636/EE/S.PUR/TNDR/24-25 DATE 12.09.2024,2024_SCIDC_956247_1,26-Sep-2024,"INR 877,095.28",120,Vinod Kumar Kardam,26-Sep-2024 10:52 PM,AOC.pdf (236.00 KB),AOC,SAINI CONTRACTORS,"877,095.28",INR,2024_SCIDC_956241_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,Construction work of CC road and drain from the house of Pappu Prajapati to Lal Singh Valmiki in village Daulatpur under the Legislative Assembly area development fund scheme of district Saharanpur,636/EE/S.PUR/TNDR/24-25 DATE 12.09.2024,2024_SCIDC_956247_1,26-Sep-2024,"INR 877,095.28",120,Vinod Kumar Kardam,26-Sep-2024 10:52 PM,AOC.pdf (236.00 KB),AOC,SAINI CONTRACTORS,"877,095.28",INR,2024_SCIDC_956244_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,Construction work of CC road and drain from the house of Pappu Prajapati to Lal Singh Valmiki in village Daulatpur under the Legislative Assembly area development fund scheme of district Saharanpur,636/EE/S.PUR/TNDR/24-25 DATE 12.09.2024,2024_SCIDC_956247_1,26-Sep-2024,"INR 877,095.28",120,Vinod Kumar Kardam,26-Sep-2024 10:52 PM,AOC.pdf (236.00 KB),AOC,SAINI CONTRACTORS,"877,095.28",INR,2024_SCIDC_956247_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Bareilly,E/O Type - III Residences - 08 Nos. (Block - 02 Nos. and S/I/T/C of D G set at A T S Bati Mathura.,04/Elect./Mathura/2024-25 Dated - 16/09/2024,2024_SCIDC_956326_1,03-Oct-2024,"INR 1,782,466.74",120,Munivir singh Rajput,26-Sep-2024 02:05 PM,LOIMATHURA.pdf (551.00 KB),,M/S AMIT ELECTRICALS,"1,782,466.74",INR,2024_SCIDC_956249_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Bareilly,E/O Type - III Residences - 08 Nos. (Block - 02 Nos. and S/I/T/C of D G set at A T S Bati Mathura.,04/Elect./Mathura/2024-25 Dated - 16/09/2024,2024_SCIDC_956326_1,03-Oct-2024,"INR 1,782,466.74",120,Munivir singh Rajput,26-Sep-2024 02:05 PM,LOIMATHURA.pdf (551.00 KB),,M/S AMIT ELECTRICALS,"1,782,466.74",INR,2024_SCIDC_956254_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Bareilly,E/O Type - III Residences - 08 Nos. (Block - 02 Nos. and S/I/T/C of D G set at A T S Bati Mathura.,04/Elect./Mathura/2024-25 Dated - 16/09/2024,2024_SCIDC_956326_1,03-Oct-2024,"INR 1,782,466.74",120,Munivir singh Rajput,26-Sep-2024 02:05 PM,LOIMATHURA.pdf (551.00 KB),,M/S AMIT ELECTRICALS,"1,782,466.74",INR,2024_SCIDC_956317_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Bareilly,E/O Type - III Residences - 08 Nos. (Block - 02 Nos. and S/I/T/C of D G set at A T S Bati Mathura.,04/Elect./Mathura/2024-25 Dated - 16/09/2024,2024_SCIDC_956326_1,03-Oct-2024,"INR 1,782,466.74",120,Munivir singh Rajput,26-Sep-2024 02:05 PM,LOIMATHURA.pdf (551.00 KB),,M/S AMIT ELECTRICALS,"1,782,466.74",INR,2024_SCIDC_956326_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Moradabad,"CONSTRUCTION OF MULTIPURPOSE SEED STORE AND TECHNOLOGY DISSEMINATION CENTER AT SHAHABAD, RAMPUR",006/S.E./MBD./2024-25 DATE 04.09.2024,2024_SCIDC_952071_1,08-Oct-2024,"INR 9,300,000",360,Bikram Singh Kathait,10-Oct-2024 03:02 PM,LOI-SEED-SHAHBAD.pdf (1541.00 KB),L.O.I OF WORK,M/s Mansoor Ahmad Contractor,"9,065,640",INR,2024_SCIDC_952056_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Moradabad,"CONSTRUCTION OF MULTIPURPOSE SEED STORE AND TECHNOLOGY DISSEMINATION CENTER AT SHAHABAD, RAMPUR",006/S.E./MBD./2024-25 DATE 04.09.2024,2024_SCIDC_952071_1,08-Oct-2024,"INR 9,300,000",360,Bikram Singh Kathait,10-Oct-2024 03:02 PM,LOI-SEED-SHAHBAD.pdf (1541.00 KB),L.O.I OF WORK,M/s Mansoor Ahmad Contractor,"9,065,640",INR,2024_SCIDC_952071_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Firozabad,"Construction of CC Road From Dauji Mandir to Panchayat Ghar at Punachha, Block Shikohabad, Distt. Firozabad",04/FZD/MP/24-25,2024_SCIDC_952075_1,18-Sep-2024,"INR 1,099,374.9",120,Ram Naresh,18-Sep-2024 06:06 PM,04F.pdf (630.00 KB),,SURBHOG ENTERPRISES PRIVATE LIMITED,"1,099,374.9",INR,2024_SCIDC_952075_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Firozabad,"Construction of Brick Drain From Marhiyan Shrikrishan to Nagla Taal at Nagla Hari Singh, Vill. Urawar, Block Madanpur, Distt. Firozabad",05/FZD/MP/24-25,2024_SCIDC_952112_1,18-Sep-2024,"INR 1,695,975.84",120,Ram Naresh,18-Sep-2024 06:09 PM,05F.pdf (508.00 KB),,SURBHOG ENTERPRISES PRIVATE LIMITED,"1,695,975.84",INR,2024_SCIDC_952112_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Moradabad,"CONSTRUCTION OF MULTIPURPOSE SEED STORE AND TECHNOLOGY DISSEMINATION CENTER AT BILASPUR, RAMPUR",005/S.E./MBD./2024-25 DATE 04.09.2024,2024_SCIDC_952114_1,28-Sep-2024,"INR 9,300,000",360,Bikram Singh Kathait,10-Oct-2024 02:54 PM,LOI-BILASPUR.pdf (790.00 KB),L.O.I OF WORK,R.J Associates,"9,275,820",INR,2024_SCIDC_952114_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Lucknow,"Balance work for Fire Fighting  System at Sangeet Bhawan, Bhatkhande Sanskriti Vidhiyala,  Lucknow.",533SE(E)/E-Ten/LKO/24-25 dt04.9.24,2024_SCIDC_952486_1,25-Sep-2024,"INR 5,310,000",180,Ramashray Singh Yadav,09-Oct-2024 03:49 PM,Karyadesh5294.pdf (2216.00 KB),Attached,SABRI SAFETY SOLUTION,"5,294,070",INR,2024_SCIDC_952486_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,"CONSTRUCTION OF LIBRARY AND PARKING SHED OF RAJKIYA CHHATRAVAS (BALAK) HOSTEL, MATHURA.",04/24-25/BOYSHOSTEL/MATHURA,2024_SCIDC_954891_1,07-Oct-2024,"INR 1,742,938.65",180,Sanjai Gangwar,05-Oct-2024 04:03 PM,4fb.pdf (1805.00 KB),,M/S Narayan Associates,"1,742,938.65",INR,2024_SCIDC_954891_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,"CONSTRUCTION/RENOVATION WORK OF GIRLS HOSTEL AT GIRLS HOSTEL, MATHURA.",05/24-25/GIRLSHOSTEL/MATHURA,2024_SCIDC_954903_1,07-Oct-2024,"INR 1,994,308.04",180,Sanjai Gangwar,05-Oct-2024 03:58 PM,5fb.pdf (1822.00 KB),,SS CONSTRUCTION,"1,994,308.04",INR,2024_SCIDC_954903_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,Supply and fixing of 12 Nos 9.00 Mtr Semi high mast Light different site Block Harringtonganj Distt Ayodhya,438/EE/Ayo/E-tender/MLA Milkipur/24- 25 11.09.2024,2024_SCIDC_955184_1,25-Sep-2024,"INR 2,013,984",60,Jagpal Verma,25-Sep-2024 10:57 AM,LOI.pdf (486.00 KB),Supply and fixing of 12 Nos 9.00 Mtr Semi high mast Light different site Block Harringtonganj Distt Ayodhya,MANOJ KUMAR SRIVASTAVA,"2,008,949",INR,2024_SCIDC_955184_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,Construction work of CC road and drain from well to Shri Shiv temple in village Azampur Majbata under Vidhansabha area development fund scheme of district Saharanpur,630/EE/S.PUR/TNDR/24-25 DATE 12.09.2024,2024_SCIDC_956219_1,26-Sep-2024,"INR 387,166.32",120,Vinod Kumar Kardam,26-Sep-2024 11:00 PM,AOC.pdf (270.00 KB),AOC,SACHIN KUMAR,"387,166.32",INR,2024_SCIDC_956219_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,Construction of Road work in Campus at Dramand Govt. Inter Collage Pilibhit,201/S.E. BLY/E-Tender/PBT/2024-25 Dt. 28.08.2024,2024_SCIDC_950187_1,13-Sep-2024,"INR 4,371,727.04",120,Charan Singh Arya,20-Sep-2024 02:55 PM,LOICancellation.pdf (270.00 KB),Contract LOI Cancellation,M. I. CONSTRUCTIN,"4,371,727.04",INR,2024_SCIDC_950174_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,Construction of Road work in Campus at Dramand Govt. Inter Collage Pilibhit,201/S.E. BLY/E-Tender/PBT/2024-25 Dt. 28.08.2024,2024_SCIDC_950187_1,13-Sep-2024,"INR 4,371,727.04",120,Charan Singh Arya,20-Sep-2024 02:55 PM,LOICancellation.pdf (270.00 KB),Contract LOI Cancellation,M. I. CONSTRUCTIN,"4,371,727.04",INR,2024_SCIDC_950187_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,Gram Utara me Interlocking Work,51,2024_SCIDC_950190_1,23-Sep-2024,"INR 722,117",90,Satyapal Singh,23-Sep-2024 02:04 PM,AOC.pdf (112.00 KB),,RAKESH KUMAR SHARMA,"721,755.94",INR,2024_SCIDC_950190_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,Gram Chhoda me Interlocking Work,52,2024_SCIDC_950194_1,23-Sep-2024,"INR 1,276,716",90,Satyapal Singh,23-Sep-2024 02:11 PM,AOC.pdf (114.00 KB),,RAKESH KUMAR SHARMA,"1,276,077.64",INR,2024_SCIDC_950194_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,Dayantpur me Agra Aligarh By Pass se Interlocking Work,53,2024_SCIDC_950197_1,23-Sep-2024,"INR 672,387",90,Satyapal Singh,23-Sep-2024 01:39 PM,AOC.pdf (115.00 KB),,RAKESH KUMAR SHARMA,"672,050.8",INR,2024_SCIDC_950197_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,Khandari Garhi Hathras me Interlocking Work,55,2024_SCIDC_950205_1,23-Sep-2024,"INR 295,480",90,Satyapal Singh,23-Sep-2024 01:55 PM,AOC.pdf (117.00 KB),,RAKESH KUMAR SHARMA,"295,361.8",INR,2024_SCIDC_950201_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,Khandari Garhi Hathras me Interlocking Work,55,2024_SCIDC_950205_1,23-Sep-2024,"INR 295,480",90,Satyapal Singh,23-Sep-2024 01:55 PM,AOC.pdf (117.00 KB),,RAKESH KUMAR SHARMA,"295,361.8",INR,2024_SCIDC_950205_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,Gram Boolgarhi me Interlocking Work,56,2024_SCIDC_950207_1,23-Sep-2024,"INR 921,455",90,Satyapal Singh,23-Sep-2024 02:00 PM,AOC.pdf (114.00 KB),,RAKESH KUMAR SHARMA,"921,040.34",INR,2024_SCIDC_950207_1
U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,SUPPLY AND FIXING SOLER LIGHT 9.5MT AND 12.5MT AT SULTANPUR,437/EE/Ayo/E-tender/MLASUL/24- 25 30.08.2024,2024_SCIDC_950909_3,28-Sep-2024,"INR 1,924,088",60,Jagpal Verma,28-Sep-2024 12:02 PM,LOI.pdf (454.00 KB),SUPPLY AND FIXING SOLER LIGHT 9.5MT AND 12.5MT AT SULTANPUR,M/S R P CONSTRUCTION,"1,923,895.59",INR,2024_SCIDC_950909_3
