Organization Chain ,Tender Title ,Tender Ref No ,Tender ID ,Contract Date ,Contract Value ,Work Completion Period in days ,Updated By ,Updated on ,AOC document ,AOC Description ,Awarded Bidder,Awarded Value,Awarded Currency,Tender ID
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"Interlanking tiles road construction work from house no. 393 to 435, 467 to corner of park and 392 (Prince Property) to 535 (Krishna Park) in Ward-55, D0 Block.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_199,29-Oct-2024,"INR 1,445,004.64",90,DESH RAJ,29-Oct-2024 03:02 PM,199.pdf (425.00 KB),,sg enterprises,"1,445,004.64",INR,2024_DOLBU_957558_199
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"Ward-59, Old City Chandrapuri Shalimar Pants, near Rajkumar and Rajbir and Chaudhary Chaiwala and Navyug Market near State Bank and Stationery Shop at various places drain repair and interlocking tiles on side track.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_208,29-Oct-2024,"INR 1,409,451.13",90,DESH RAJ,29-Oct-2024 12:58 PM,208-22.pdf (546.00 KB),,MADAN CONSTRUCTION,"1,409,451.13",INR,2024_DOLBU_957558_208
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"Ward-59, Old City Old Munsafi Bazaar near Clock Tower, from Bhawani Kambal to Rajendra Box Wale and Balaji, Pinky and Jai Bhagwan Wali Gali and Jai Banke Bihari Wali Gali have drains and CC Drains. Road construction work.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_210,29-Oct-2024,"INR 1,247,160.69",90,DESH RAJ,29-Oct-2024 01:04 PM,210-25.pdf (530.00 KB),,MADAN CONSTRUCTION,"1,247,160.69",INR,2024_DOLBU_957558_210
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Work of installation of interlocking tiles on the road from Priya Automobile to House No. 200/2 near Ambarsaria Backant in Ward 76 Vaishali.,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_250,29-Oct-2024,"INR 1,025,346.18",60,DESH RAJ,29-Oct-2024 12:52 PM,250-25.pdf (531.00 KB),,S R S BUILDCON,"1,025,346.18",INR,2024_DOLBU_957558_211
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Work of installation of interlocking tiles on the road from Priya Automobile to House No. 200/2 near Ambarsaria Backant in Ward 76 Vaishali.,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_250,29-Oct-2024,"INR 1,025,346.18",60,DESH RAJ,29-Oct-2024 12:52 PM,250-25.pdf (531.00 KB),,S R S BUILDCON,"1,025,346.18",INR,2024_DOLBU_957558_250
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"In ward 90 Shaheednagar, in the third house, gas from Mohammad house to Alam house was damaged in the damaged street and CC drain. Construction of Road.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_282,21-Oct-2024,"INR 881,639.24",60,narendra kumar chaudhary,21-Oct-2024 03:30 PM,282.pdf (601.00 KB),,star enterprises,"881,639.24",INR,2024_DOLBU_957558_282
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"Construction of Teen Shed in Community Centre, Ward-92, Islamnagar.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_287,25-Oct-2024,"INR 1,801,665.51",90,narendra kumar chaudhary,25-Oct-2024 06:10 PM,TN287list25.pdf (479.00 KB),,M/S CHANDRAMOHAN SINGH RAGHUVANSHI,"1,801,665.51",INR,2024_DOLBU_957558_283
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"Construction of Teen Shed in Community Centre, Ward-92, Islamnagar.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_287,25-Oct-2024,"INR 1,801,665.51",90,narendra kumar chaudhary,25-Oct-2024 06:10 PM,TN287list25.pdf (479.00 KB),,M/S CHANDRAMOHAN SINGH RAGHUVANSHI,"1,801,665.51",INR,2024_DOLBU_957558_286
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"Construction work of drain and interlocking tiles from Lakhram to Pappu and from Subhash Tyagi to Nandu Tyagi mode and from Gaurav Tyagi to Naveen Tyagi house in Ward-31, Sihani.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_143,25-Oct-2024,"INR 1,270,417.78",60,narendra kumar chaudhary,25-Oct-2024 06:08 PM,TN143list25.pdf (542.00 KB),,M/S ANUJ KUMAR CONTRACTORS,"1,270,417.78",INR,2024_DOLBU_957558_143
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Construction work by drain and interlocking tiles and CC from Babli Chauhan house to Salim Bhai property in ward 37 Shalimar Garden .,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_157,25-Oct-2024,"INR 919,330.38",90,narendra kumar chaudhary,25-Oct-2024 03:09 PM,T157.pdf (1082.00 KB),,A.S Constructions,"919,330.38",INR,2024_DOLBU_957558_144
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Construction work by drain and interlocking tiles and CC from Babli Chauhan house to Salim Bhai property in ward 37 Shalimar Garden .,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_157,25-Oct-2024,"INR 919,330.38",90,narendra kumar chaudhary,25-Oct-2024 03:09 PM,T157.pdf (1082.00 KB),,A.S Constructions,"919,330.38",INR,2024_DOLBU_957558_145
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Construction work by drain and interlocking tiles and CC from Babli Chauhan house to Salim Bhai property in ward 37 Shalimar Garden .,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_157,25-Oct-2024,"INR 919,330.38",90,narendra kumar chaudhary,25-Oct-2024 03:09 PM,T157.pdf (1082.00 KB),,A.S Constructions,"919,330.38",INR,2024_DOLBU_957558_157
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Work of drain and interlocking tiles in damaged street from house of Dhaniram to house of Monu in Chitrakoot Colony of Ward 44 Sanjay Colony.,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_177,25-Oct-2024,"INR 784,740",90,narendra kumar chaudhary,25-Oct-2024 02:03 PM,T177.pdf (1274.00 KB),,V S BUILDCON COMPANY,"784,740",INR,2024_DOLBU_957558_158
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Work of drain and interlocking tiles in damaged street from house of Dhaniram to house of Monu in Chitrakoot Colony of Ward 44 Sanjay Colony.,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_177,25-Oct-2024,"INR 784,740",90,narendra kumar chaudhary,25-Oct-2024 02:03 PM,T177.pdf (1274.00 KB),,V S BUILDCON COMPANY,"784,740",INR,2024_DOLBU_957558_177
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Construction work from Brijpal Singh house to Vinod house in ward 45 Karhaida by drain and interlocking tiles in damaged street .,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_182,25-Oct-2024,"INR 1,349,329",90,narendra kumar chaudhary,25-Oct-2024 01:59 PM,T182.pdf (1020.00 KB),,V S BUILDCON COMPANY,"1,349,329",INR,2024_DOLBU_957558_180
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Construction work from Brijpal Singh house to Vinod house in ward 45 Karhaida by drain and interlocking tiles in damaged street .,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_182,25-Oct-2024,"INR 1,349,329",90,narendra kumar chaudhary,25-Oct-2024 01:59 PM,T182.pdf (1020.00 KB),,V S BUILDCON COMPANY,"1,349,329",INR,2024_DOLBU_957558_182
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"In Ward-50, Saddiknagar, drain and CC from Rakesh Tyagi to Ravindra Tyagi and from Subodh Tyagi to Vinod and Neeraj Tyagi and from Amarnath Tyagi to Sushil Tyagi and Surendra Tyagi to Neeraj Tyagi. Road Work.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_189,25-Oct-2024,"INR 739,266.53",60,narendra kumar chaudhary,25-Oct-2024 05:56 PM,TN189list25.pdf (513.00 KB),,M/S SHREE BALAJI ENTERPRISES,"739,266.53",INR,2024_DOLBU_957558_185
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"In Ward-50, Saddiknagar, drain and CC from Rakesh Tyagi to Ravindra Tyagi and from Subodh Tyagi to Vinod and Neeraj Tyagi and from Amarnath Tyagi to Sushil Tyagi and Surendra Tyagi to Neeraj Tyagi. Road Work.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_189,25-Oct-2024,"INR 739,266.53",60,narendra kumar chaudhary,25-Oct-2024 05:56 PM,TN189list25.pdf (513.00 KB),,M/S SHREE BALAJI ENTERPRISES,"739,266.53",INR,2024_DOLBU_957558_189
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AT POLICE THANA NAWABGANJ, DISTT  PRAYAGRAJ U.P.","1955/PAN/ET/24-25, DT. 19-07-2024",2024_UPPAN_939787_1,03-Sep-2024,"INR 3,613,438.5",180,Sanjeev Saxena,04-Sep-2024 04:57 PM,NAWABGANJLOA.pdf (85.00 KB),L1,M/s Prakash Traders,"3,613,438.5",INR,2024_UPPAN_939782_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AT POLICE THANA NAWABGANJ, DISTT  PRAYAGRAJ U.P.","1955/PAN/ET/24-25, DT. 19-07-2024",2024_UPPAN_939787_1,03-Sep-2024,"INR 3,613,438.5",180,Sanjeev Saxena,04-Sep-2024 04:57 PM,NAWABGANJLOA.pdf (85.00 KB),L1,M/s Prakash Traders,"3,613,438.5",INR,2024_UPPAN_939787_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AT POLICE THANA PAHADI, DISTT  CHITRAKOOT U.P.","1971/PAN/ET/24-25, DT. 19-07-2024",2024_UPPAN_939793_1,16-Sep-2024,"INR 3,452,553",180,Sanjeev Saxena,20-Sep-2024 05:47 PM,PahadiLOA.pdf (84.00 KB),L1,M/S HAUSHILA PRASAD MISHRA,"3,452,553",INR,2024_UPPAN_939793_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AT POLICE THANA PHOOLPUR, DISTT  PRAYAGRAJ U.P.","19595/PAN/ET/24-25, DT. 19-07-2024",2024_UPPAN_939798_1,21-Oct-2024,"INR 3,695,406",180,Suresh Singh,29-Oct-2024 03:08 PM,PhoolpurLOA.pdf (86.00 KB),,M/S DHARINI INFRA TECH,"3,695,406",INR,2024_UPPAN_939798_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AT POLICE THANA PURAMUFTI, DISTT  PRAYAGRAJ U.P.","1960/PAN/ET/24-25, DT. 19-07-2024",2024_UPPAN_939801_1,01-Oct-2024,"INR 3,616,747.2",180,Sanjeev Saxena,04-Oct-2024 12:52 PM,PuramuftiLOA.pdf (93.00 KB),L1,PRAKASH TRADING COMPANY,"3,616,747.2",INR,2024_UPPAN_939801_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AT POLICE THANA SARAYNAYAT, DISTT  PRAYAGRAJ U.P.","1972/PAN/ET/24-25, DT. 19-07-2024",2024_UPPAN_939806_1,01-Oct-2024,"INR 3,886,913",180,Sanjeev Saxena,04-Oct-2024 12:54 PM,SARAYINAYATLOA.pdf (87.00 KB),L1,PRAKASH TRADING COMPANY,"3,886,913",INR,2024_UPPAN_939805_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AT POLICE THANA SARAYNAYAT, DISTT  PRAYAGRAJ U.P.","1972/PAN/ET/24-25, DT. 19-07-2024",2024_UPPAN_939806_1,01-Oct-2024,"INR 3,886,913",180,Sanjeev Saxena,04-Oct-2024 12:54 PM,SARAYINAYATLOA.pdf (87.00 KB),L1,PRAKASH TRADING COMPANY,"3,886,913",INR,2024_UPPAN_939806_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AT POLICE THANA SHANKARGARH, DISTT  PRAYAGRAJ U.P.","1953/PAN/ET/24-25, DT. 19-07-2024",2024_UPPAN_939808_1,21-Oct-2024,"INR 3,737,822",180,Suresh Singh,29-Oct-2024 03:34 PM,ShankargarhLOA.pdf (95.00 KB),L1,M/S DHARINI INFRA TECH,"3,737,822",INR,2024_UPPAN_939808_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AT POLICE THANA SORAON, DISTT  PRAYAGRAJ U.P.","1968/PAN/ET/24-25, DT. 19-07-2024",2024_UPPAN_939810_1,03-Sep-2024,"INR 3,440,740",180,Sanjeev Saxena,10-Sep-2024 02:41 PM,SoraonLOA.pdf (85.00 KB),L1,M/S RAJ ENTERPRISES,"3,440,740",INR,2024_UPPAN_939810_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,MAINTENANCE/REPAIR BEAUTIFICATION WORK OF EXISTING BUILDING AT POLICE STATION MEJA DISTT-PRAYAGRAJ U.P.,"2278/PAN/ET/24-25, DT. 30-07-2024",2024_UPPAN_942295_1,06-Sep-2024,"INR 1,541,310",90,Suresh Singh,06-Sep-2024 04:46 PM,MEJAMAINTENANCELOA.pdf (792.00 KB),L1,M/S MANTHAN ASSOCIATES,"1,541,310",INR,2024_UPPAN_939812_1
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"Work of installation of interlocking tiles and thermoplastic pants, cat eye on the side track from Sector 12 Jai Otto Mobile to L Block L-26 in Ward-15.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_108,29-Oct-2024,"INR 1,017,896.65",90,DESH RAJ,29-Oct-2024 03:49 PM,108.pdf (384.00 KB),,M/S CHANDRAMOHAN SINGH RAGHUVANSHI,"1,017,896.65",INR,2024_DOLBU_957558_104
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"Work of installation of interlocking tiles and thermoplastic pants, cat eye on the side track from Sector 12 Jai Otto Mobile to L Block L-26 in Ward-15.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_108,29-Oct-2024,"INR 1,017,896.65",90,DESH RAJ,29-Oct-2024 03:49 PM,108.pdf (384.00 KB),,M/S CHANDRAMOHAN SINGH RAGHUVANSHI,"1,017,896.65",INR,2024_DOLBU_957558_108
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"Work of drain and interlocking tiles from Rajpal house to Chandrapal house in Ward 16, Sikrod village.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_109,25-Oct-2024,"INR 1,897,027.08",90,narendra kumar chaudhary,25-Oct-2024 06:19 PM,TN109list25.pdf (496.00 KB),,M/S OM ENTERPRISES,"1,897,027.08",INR,2024_DOLBU_957558_109
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"From Kuldeep house in Ward-17, Sewanagar to the house of Sandeep, Rajkumar, Harish, T.K. Singh. From Dubey house to Madan house and from Shakuntala to Verma house and NBT Drain and CC from school to Mittal Hardware Functions of.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_111,26-Oct-2024,"INR 1,715,481.3",90,narendra kumar chaudhary,26-Oct-2024 10:58 AM,TN111list25.pdf (524.00 KB),,PRAMOD KUMAR SINGHAL,"1,715,481.3",INR,2024_DOLBU_957558_111
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"In Ward-17, Sewanagar, Naresh Photographer to Madan Tyagi, Anil Sharma house to Shivendra Kaushik house and drain and CC Functions of.",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_112,25-Oct-2024,"INR 915,572.33",60,narendra kumar chaudhary,25-Oct-2024 06:01 PM,TN112list25.pdf (528.00 KB),,M/S SHREE BALAJI ENTERPRISES,"915,572.33",INR,2024_DOLBU_957558_112
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Construction work in the damaged street from the house of Inderpal leader  to Janki house in Ward 20 Rajiv Colony is done by drain and interlocking tiles.,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_118,25-Oct-2024,"INR 1,256,474.16",90,narendra kumar chaudhary,25-Oct-2024 02:45 PM,T119.pdf (1293.00 KB),,V S BUILDCON COMPANY,"1,256,474.16",INR,2024_DOLBU_957558_118
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Construction work of drain from Manveer house to Rajiv house (street no. 05) in ward 20 Bhaupura and interlocking tiles in damaged street .,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_119,25-Oct-2024,"INR 963,875.21",90,narendra kumar chaudhary,25-Oct-2024 03:04 PM,T118.pdf (1083.00 KB),,A.S Constructions,"963,875.21",INR,2024_DOLBU_957558_119
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Repair and painting work of Chhath Ghats under Kavi Nagar zone.,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_11,26-Oct-2024,"INR 607,179.31",15,DESH RAJ,26-Oct-2024 04:15 PM,TN11list25.pdf (414.00 KB),,M/S SHEKHAR CONSTRUCTION,"607,179.31",INR,2024_DOLBU_957558_11
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Construction work of drain from Meena Bhais Wale to Mahadev house in Nilmani Colony of Ward 28 Rajiv Colony and interlocking tiles in the damaged street .,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_136,25-Oct-2024,"INR 815,177.15",90,narendra kumar chaudhary,25-Oct-2024 02:58 PM,T136.pdf (1201.00 KB),,A.S Constructions,"815,177.15",INR,2024_DOLBU_957558_135
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,Construction work of drain from Meena Bhais Wale to Mahadev house in Nilmani Colony of Ward 28 Rajiv Colony and interlocking tiles in the damaged street .,025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_136,25-Oct-2024,"INR 815,177.15",90,narendra kumar chaudhary,25-Oct-2024 02:58 PM,T136.pdf (1201.00 KB),,A.S Constructions,"815,177.15",INR,2024_DOLBU_957558_136
Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,Construction work,389-4/24-25/18-09-2024,2024_DOLBU_956879_1,04-Oct-2024,"INR 2,116,270",30,Vandana Sharma,04-Oct-2024 04:22 PM,AOC.pdf (46.00 KB),this tender issue to UK Traders according of lowest tender cost,U K TRADERS,"2,116,270",INR,2024_DOLBU_956879_1
Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,Construction work,389-5/24-25/18-09-2024,2024_DOLBU_956885_1,04-Oct-2024,"INR 3,902,182",60,Vandana Sharma,04-Oct-2024 04:25 PM,AOC.pdf (46.00 KB),this tender issue to CP Singh enterprises according of lowest tender price,CP SINGH ENTERPRISES,"3,902,182",INR,2024_DOLBU_956885_1
Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,Construction work,389-7/24-25/18-09-2024,2024_DOLBU_956901_1,04-Oct-2024,"INR 3,989,264",365,Vandana Sharma,04-Oct-2024 04:36 PM,AOC.pdf (46.00 KB),this tender issue to CP Singh enterprises according of lowest tender price,CP SINGH ENTERPRISES,"3,989,264",INR,2024_DOLBU_956895_1
Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,Construction work,389-7/24-25/18-09-2024,2024_DOLBU_956901_1,04-Oct-2024,"INR 3,989,264",365,Vandana Sharma,04-Oct-2024 04:36 PM,AOC.pdf (46.00 KB),this tender issue to CP Singh enterprises according of lowest tender price,CP SINGH ENTERPRISES,"3,989,264",INR,2024_DOLBU_956901_1
Directorate of Local Bodies UP||Nagar Panchayat Mandhata Bazaar Pratapgarh,Ward No 13 Mandhata Panchayat Bhawan Ke Samane Public Toilet With Urinal ka Nirman karya.,57/npmb/2023-24/17.09.2024,2024_DOLBU_957031_1,03-Oct-2024,"INR 842,840",60,Manish Kumar,03-Oct-2024 03:30 PM,financial.pdf (263.00 KB),,M/S  KAMLESH BAHADUR SINGH CONRACTOR,"839,047.22",INR,2024_DOLBU_957031_1
Directorate of Local Bodies UP||Nagar Panchayat Mandhata Bazaar Pratapgarh,Ward No 13 Primary School mandhata ke samne pink toilet nirman karya,57/npmb/2023-24/17.09.2024,2024_DOLBU_957031_2,03-Oct-2024,"INR 844,020",60,Manish Kumar,03-Oct-2024 03:33 PM,financial.pdf (263.00 KB),,M/S  KAMLESH BAHADUR SINGH CONRACTOR,"840,137.508",INR,2024_DOLBU_957031_2
Directorate of Local Bodies UP||Nagar Panchayat Gunnaur Sambhal,WET WEST PROSSESING 3 TONE,0103TPG299NPG19092024,2024_DOLBU_957347_1,24-Oct-2024,"INR 3,514,340",90,Manish Chaudhary,24-Oct-2024 06:07 PM,T1.pdf (173.00 KB),Bidder is L1,M/S ISRAR CONTRACTOR,"3,514,340",INR,2024_DOLBU_957347_1
Directorate of Local Bodies UP||Nagar Panchayat Gunnaur Sambhal,WET WEST PROSSESING 5 TONE,0205TPG299NPG19092024,2024_DOLBU_957350_1,24-Oct-2024,"INR 3,967,661",90,Manish Chaudhary,24-Oct-2024 06:09 PM,T2.pdf (164.00 KB),Lowest One,M/S ISRAR CONTRACTOR,"3,967,661",INR,2024_DOLBU_957350_1
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"Ward-13, Ghookna in B.N. Construction work of drain and interlocking tiles from Thakur to Ajaypal house via Mahendra Tyagi and Vijay Tyagi street and Kamlesh to Ojha and from Naresh Chandra to Trivedi and from Harbirpal to Ilu Sharma house and from D",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_101,25-Oct-2024,"INR 1,120,784",90,narendra kumar chaudhary,25-Oct-2024 05:36 PM,TN101list25.pdf (556.00 KB),,A H CONSTRUCTIONS,"1,120,784",INR,2024_DOLBU_957558_101
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,"Construction work of drain and interlocking tiles from Pankaj to Rajesh Tyagi house and from Pappu house to Omi house via Attar Singh house and Banwari Dhobi Wali Gali and Jai Prakash to Roopchand and Moolchand Tyagi to Harpal house in Ward-13, Ghook",025/Nirman/2024-25 Date 19.09.2024,2024_DOLBU_957558_102,29-Oct-2024,"INR 1,052,206.71",90,DESH RAJ,29-Oct-2024 01:17 PM,102-25.pdf (471.00 KB),,M/S SHYAMA CONSTRUCTION,"1,052,206.71",INR,2024_DOLBU_957558_102
Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,WORK NO.04,2560/RAJAYVITT04/13-09-2024,2024_DOLBU_955990_4,22-Oct-2024,"INR 775,922.4",45,Sharavan Kumar,22-Oct-2024 02:12 PM,RajyF04.pdf (240.00 KB),LOW RATE,KAMINI ENTERPRISES,"775,922.4",INR,2024_DOLBU_955990_4
Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,WORK NO.08,2560/RAJAYVITT04/13-09-2024,2024_DOLBU_955990_8,22-Oct-2024,"INR 209,997.9",30,Sharavan Kumar,22-Oct-2024 02:45 PM,RajyF08.pdf (248.00 KB),LOW RATE,KAMINI ENTERPRISES,"209,997.9",INR,2024_DOLBU_955990_5
Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,WORK NO.08,2560/RAJAYVITT04/13-09-2024,2024_DOLBU_955990_8,22-Oct-2024,"INR 209,997.9",30,Sharavan Kumar,22-Oct-2024 02:45 PM,RajyF08.pdf (248.00 KB),LOW RATE,KAMINI ENTERPRISES,"209,997.9",INR,2024_DOLBU_955990_7
Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,WORK NO.08,2560/RAJAYVITT04/13-09-2024,2024_DOLBU_955990_8,22-Oct-2024,"INR 209,997.9",30,Sharavan Kumar,22-Oct-2024 02:45 PM,RajyF08.pdf (248.00 KB),LOW RATE,KAMINI ENTERPRISES,"209,997.9",INR,2024_DOLBU_955990_8
Directorate of Local Bodies UP||Nagar Panchayat Ikauna Shrawasti,Mohalla Shastri nagar me fal mandi se furti mistri ke makan tak interlocking wa ek trf nali nirman kary,84/NPI-nirman anubahg/2024-25 Dated 11-09-2024,2024_DOLBU_956012_2,07-Oct-2024,"INR 898,917.37",90,Satish Kumar,07-Oct-2024 05:29 PM,BOQFINAL.pdf (403.00 KB),FINAL,M D CONSTRUCTION,"879,950.21",INR,2024_DOLBU_955990_9
Directorate of Local Bodies UP||Nagar Panchayat Ikauna Shrawasti,Mohalla Shastri nagar me fal mandi se furti mistri ke makan tak interlocking wa ek trf nali nirman kary,84/NPI-nirman anubahg/2024-25 Dated 11-09-2024,2024_DOLBU_956012_2,07-Oct-2024,"INR 898,917.37",90,Satish Kumar,07-Oct-2024 05:29 PM,BOQFINAL.pdf (403.00 KB),FINAL,M D CONSTRUCTION,"879,950.21",INR,2024_DOLBU_956012_2
Directorate of Local Bodies UP||Nagar Palika Parishad Seohara Bijnor,C/O WORK OF CC ROAD AND  SIDE DRAIN AND CILVERT FROM  TASLEEM TO ANWAR BARTAN WALA IN WARD NO 05,973/etender/npps/2024 dt17.09.2024,2024_DOLBU_956799_1,28-Sep-2024,"INR 1,115,869",60,Vijendra singh Pal,21-Oct-2024 05:49 PM,AOC1065.pdf (605.00 KB),AOC,M/S INTZAR AHMAD CONTRACTOR,"1,115,869",INR,2024_DOLBU_956799_1
Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,Construction work,389-1/24-25/18-09-2024,2024_DOLBU_956840_1,04-Oct-2024,"INR 1,883,325",60,Vandana Sharma,04-Oct-2024 03:59 PM,AOC.pdf (46.00 KB),this tender issue to Rambabu Contractor according of lowest tender cost,RAMBABU CONTRACTOR,"1,883,325",INR,2024_DOLBU_956840_1
Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,Construction work,389-4/24-25/18-09-2024,2024_DOLBU_956879_1,04-Oct-2024,"INR 2,116,270",30,Vandana Sharma,04-Oct-2024 04:22 PM,AOC.pdf (46.00 KB),this tender issue to UK Traders according of lowest tender cost,U K TRADERS,"2,116,270",INR,2024_DOLBU_956853_1
Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,Construction work,389-4/24-25/18-09-2024,2024_DOLBU_956879_1,04-Oct-2024,"INR 2,116,270",30,Vandana Sharma,04-Oct-2024 04:22 PM,AOC.pdf (46.00 KB),this tender issue to UK Traders according of lowest tender cost,U K TRADERS,"2,116,270",INR,2024_DOLBU_956865_1
Directorate of Local Bodies UP||Nagar Panchayat Mandhata Bazaar Pratapgarh,Construction of MRF In Gata no. 833(GHA) In pure lal,56/npmb/2023-24-12.09-2024,2024_DOLBU_955876_1,03-Oct-2024,"INR 3,366,450.7",60,Manish Kumar,03-Oct-2024 03:22 PM,financial.pdf (263.00 KB),,SHRIDHAR INTERPRISES,"3,366,450.7",INR,2024_DOLBU_955591_3
Directorate of Local Bodies UP||Nagar Panchayat Mandhata Bazaar Pratapgarh,Construction of MRF In Gata no. 833(GHA) In pure lal,56/npmb/2023-24-12.09-2024,2024_DOLBU_955876_1,03-Oct-2024,"INR 3,366,450.7",60,Manish Kumar,03-Oct-2024 03:22 PM,financial.pdf (263.00 KB),,SHRIDHAR INTERPRISES,"3,366,450.7",INR,2024_DOLBU_955876_1
