Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122318.0,ARIHANT ENTERPRISE,INR,0.0,05-Sep-2021 02:33 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,38.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122329.0,Assam Salt Supplier,INR,0.0,09-Sep-2021 12:16 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,35.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122331.0,R. K. JAIN AND SONS,INR,0.0,06-Sep-2021 08:22 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,23.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122332.0,M K Trader,INR,0.0,05-Sep-2021 02:44 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122337.0,Amit Enterprises,INR,0.0,06-Sep-2021 11:30 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,28.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122345.0,RAHUL TRADING CO.,INR,0.0,09-Sep-2021 08:44 AM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,11.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122347.0,S. K. TRADING CO.,INR,0.0,08-Sep-2021 02:35 AM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,26.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122348.0,RAJAT TRADING CO.,INR,0.0,08-Sep-2021 02:22 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,27.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122390.0,JAIN BIJAY AND COMPANY PVT LTD,INR,0.0,08-Sep-2021 02:05 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122431.0,East West India,INR,0.0,05-Sep-2021 03:00 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,17.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122508.0,Padmawati Trading Co.,INR,0.0,09-Sep-2021 11:38 AM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122573.0,Priya Enterprise,INR,0.0,07-Sep-2021 01:24 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,20.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122577.0,P. M. Enterprise,INR,0.0,08-Sep-2021 02:36 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,16.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122579.0,JAIN BROTHERS,INR,0.0,08-Sep-2021 04:41 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,18.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122582.0,Jain Corporation,INR,0.0,07-Sep-2021 12:05 AM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,15.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122606.0,ANU SALT SUPPLIERS,INR,0.0,09-Sep-2021 01:46 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,25.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122611.0,MONU SALT SUPPLIERS,INR,0.0,09-Sep-2021 01:50 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,24.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122635.0,UPPER ASSAM SALT SUPPLIERS,INR,0.0,05-Sep-2021 07:08 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,12.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122638.0,Shree Salt,INR,0.0,06-Sep-2021 08:07 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,34.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122650.0,ALOK ASSAM,INR,0.0,07-Sep-2021 02:07 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,13.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122651.0,KAMAKHYA SALT SUPPLIERS,INR,0.0,05-Sep-2021 06:32 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,31.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122654.0,MANOJ ENTERPRISE,INR,0.0,05-Sep-2021 06:40 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122655.0,Mahavir Enterprise,INR,0.0,07-Sep-2021 08:10 AM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,30.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122657.0,NAVEEN TRADING,INR,0.0,09-Sep-2021 11:09 AM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,19.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122666.0,NAV MANAS FOOD PRODUCTS,INR,0.0,05-Sep-2021 02:55 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,41.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122667.0,TINSUKIA SALT SUPPLIERS,INR,0.0,08-Sep-2021 10:28 AM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,22.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122668.0,Godha Salt Trading Co.,INR,0.0,05-Sep-2021 06:36 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,29.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122678.0,P. M. ENTERPRISE,INR,0.0,09-Sep-2021 10:50 AM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,32.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122680.0,S. M. TRADING CO.,INR,0.0,06-Sep-2021 11:40 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,37.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122685.0,Mohit Trade Agency,INR,0.0,08-Sep-2021 04:24 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,39.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122687.0,SALT MARKETING CENTRE,INR,0.0,08-Sep-2021 02:49 AM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,0.0,33.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-Sep-2021 11:56 PM,Accepted-AOC,Technically accepted,19-Aug-2024 04:07 PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
