Organization Chain ,Tender Title ,Tender Ref No ,Tender ID ,Contract Date ,Contract Value ,Work Completion Period in days ,Updated By ,Updated on ,AOC document ,AOC Description ,Awarded Bidder,Awarded Value,Awarded Currency,Tender ID
"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||SE, Yantrik Circle, Allahabad||PM, Ganga Pollution Control Unit (II) E-M, Alld","Supply, testing and comissioning of 35 nos Voltage Sabilizer at Divisional Store under Maha Kumbh",193/ NIVIDA / 20 DATED 14-03-2024,2024_UPJNM_918182_1,15-Jun-2024,"INR 6,751,080",120,Santosh Kumar,14-Jun-2024 07:34 PM,ORDER.Stablizer.pdf (369.00 KB),AOC,Atandra Energy Pvt Ltd,"5,333,353",INR,2024_UPJNM_918182_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AP POLICE THANA GOPIGANJ, DISTT  BHADOHI U.P.","6837/PAN/ET/23-24,  DT. 02-03-2024",2024_UPPAN_910097_2,05-Jun-2024,"INR 3,704,398.4",270,Sanjeev Saxena,06-Jun-2024 06:03 PM,GOPIGANJ683.pdf (82.00 KB),L1,LAKSHYA ASSOCIATES,"3,704,398.4",INR,2024_UPJNM_918515_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AP POLICE THANA GOPIGANJ, DISTT  BHADOHI U.P.","6837/PAN/ET/23-24,  DT. 02-03-2024",2024_UPPAN_910097_2,05-Jun-2024,"INR 3,704,398.4",270,Sanjeev Saxena,06-Jun-2024 06:03 PM,GOPIGANJ683.pdf (82.00 KB),L1,LAKSHYA ASSOCIATES,"3,704,398.4",INR,2024_UPPAN_910097_2
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AP POLICE THANA MAU, DISTT  CHITRAKOOT U.P.","6842/PAN/ET/23-24, DT. 02-03-2024",2024_UPPAN_910169_1,27-Jun-2024,"INR 3,340,493",244,Sanjeev Saxena,27-Jun-2024 06:22 PM,MAU.pdf (84.00 KB),L1,Roshan Lal Traders,"3,340,493",INR,2024_UPPAN_910159_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AP POLICE THANA MAU, DISTT  CHITRAKOOT U.P.","6842/PAN/ET/23-24, DT. 02-03-2024",2024_UPPAN_910169_1,27-Jun-2024,"INR 3,340,493",244,Sanjeev Saxena,27-Jun-2024 06:22 PM,MAU.pdf (84.00 KB),L1,Roshan Lal Traders,"3,340,493",INR,2024_UPPAN_910169_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AP POLICE THANA RAIPURA, DISTT  CHITRAKOOT U.P.","6843/PAN/ET/23-24, DT. 02-03-2024",2024_UPPAN_910180_1,27-Jun-2024,"INR 3,351,017",244,Sanjeev Saxena,27-Jun-2024 06:12 PM,paipura.pdf (84.00 KB),L1,Roshan Lal Traders,"3,351,017",INR,2024_UPPAN_910180_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AP POLICE THANA KUNDA, DISTT  PRATAPGARH U.P.","6862/PAN/ET/23-24, DT. 04-03-2024",2024_UPPAN_910979_1,13-Jun-2024,"INR 3,790,640",244,Sanjeev Saxena,19-Jun-2024 05:58 PM,KUNDA1.pdf (83.00 KB),L1,M/S AAPURTI ASSOCIATES,"3,790,640",INR,2024_UPPAN_910973_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AP POLICE THANA KUNDA, DISTT  PRATAPGARH U.P.","6862/PAN/ET/23-24, DT. 04-03-2024",2024_UPPAN_910979_1,13-Jun-2024,"INR 3,790,640",244,Sanjeev Saxena,19-Jun-2024 05:58 PM,KUNDA1.pdf (83.00 KB),L1,M/S AAPURTI ASSOCIATES,"3,790,640",INR,2024_UPPAN_910979_1
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"CONSTRUCTION OF EMERGENCY CLINIC AP POLICE THANA HATHIGAW, DISTT  PRATAPGARH U.P.","6857/PAN/ET/23-24, DT. 04-03-2024",2024_UPPAN_911264_1,13-Jun-2024,"INR 3,822,000",244,Sanjeev Saxena,19-Jun-2024 06:00 PM,HATHIG1.pdf (81.00 KB),L1,M/S AAPURTI ASSOCIATES,"3,822,000",INR,2024_UPPAN_911264_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE SULTANPUR,"Under District Sultanpur, Construction of Community building at Gram Sabha Zafrapur of Khand Lambhua (near near Gomti River Temple) Lot No 4",2199/EE RED SULTANPUR/23-24 Dt 18/12/23,2024_REDUP_877355_4,15-Jun-2024,"INR 1,133,378.9",60,RAJESH SHRIMALI,28-Jun-2024 05:40 PM,JAFARA.pdf (399.00 KB),BIDDER WAD AWARDED CONTRECT BEING L1,M/S SANJAY KUMAR THEKEDAR,"1,133,378.9",INR,2024_REDUP_877355_4
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,"Laying of Interlocking from Santalal house to Kasturba Gandhi Vidyalaya via Mannu Yadav house in village Bara Singha of Gram Sabha Pachdevra, Block- Sakran",1514/RED/Tender/2023-24,2024_REDUP_877500_1,03-May-2024,"INR 1,642,972",90,Gyanendra Kumar,03-May-2024 11:24 AM,282.pdf (348.00 KB),,AVIRAL CONTRACTOR,"1,642,972",INR,2024_REDUP_877500_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,"Laying of Interlocking till primary school in Gram Sabha Karaundi Majra Rampur Khurd, Block- Biswan",1514/RED/Tender/2023-24,2024_REDUP_877500_2,03-May-2024,"INR 1,292,763",90,Gyanendra Kumar,03-May-2024 11:22 AM,281.pdf (348.00 KB),,AVIRAL CONTRACTOR,"1,292,763",INR,2024_REDUP_877500_2
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,"Under District Jaunpur, Construction of Interlocking from the house of village Shankarpur Kishore Yadav of Khand Jalalpur to Ashok Yadav house Lot No 9",1323/EE RED JAUNPUR/23-24 Dt 28/12/23,2024_REDUP_877675_9,21-Jun-2024,"INR 1,438,207",120,Pooja Rani,21-Jun-2024 08:29 PM,1323_9.pdf (368.00 KB),,PRADEEP KUMAR SINGH,"1,438,207",INR,2024_REDUP_877675_9
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BAREILLY,Soil/Kharanja work on the canal track from village Dhanua mode towards Pakhurni. (District-Shergarh) (MP Fund Area),2552/01/EE/RED/2023-24 Date 20-12-2023,2024_REDUP_877858_1,10-Jun-2024,"INR 1,876,746",90,Vinay Kumar Sharma,10-Jun-2024 12:39 PM,25522aoc.pdf (568.00 KB),Soil/Kharanja work on the canal track from village Dhanua mode towards Pakhurni. (District-Shergarh) (MP Fund Area),MANGAL SEN GANGWAR,"1,590,462.95",INR,2024_REDUP_877858_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BAREILLY,Construction work of CC road and L type drain from Dharmendra s shop to Devpal Singh s house in village Satuiya Patti. (District-Fatehganj Pt.) (MP Fund Area),2552/02/EE/RED/2023-24 Date 20-12-2023,2024_REDUP_877869_1,10-Jun-2024,"INR 1,091,055",90,Vinay Kumar Sharma,10-Jun-2024 12:50 PM,25522aoc.pdf (568.00 KB),Construction work of CC road and L type drain from Dharmendra s shop to Devpal Singh s house in village Satuiya Patti. (District-Fatehganj Pt.) (MP Fund Area),MANGAL SEN GANGWAR,"924,623.03",INR,2024_REDUP_877869_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BAREILLY,Construction work of CC road and L type drain on village Malhapur-Bhandsar paved road from Rajpal s house to Munnalal s house via Bhamsen. (District-Bithrichainpur) (MP Fund Area),2552/03/EE/RED/2023-24 Date 20-12-2023,2024_REDUP_877876_1,10-Jun-2024,"INR 1,329,497",90,Vinay Kumar Sharma,10-Jun-2024 12:35 PM,aoc25523.pdf (258.00 KB),Construction work of CC road and L type drain on village Malhapur-Bhandsar paved road from Rajpal s house to Munnalal s house via Bhamsen. (District-Bithrichainpur) (MP Fund Area),S.S. CONSTRUCTION,"1,126,692.401",INR,2024_REDUP_877876_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BAREILLY,Construction work of CC road and L type drain from main road Madhi to Ramdas Yadav s house in village Adupura Jagir. (District-Bithrichainpur) (MP Fund Area),2552/04/EE/RED/2023-24 Date 20-12-2023,2024_REDUP_877887_1,10-Jun-2024,"INR 1,126,598",90,Vinay Kumar Sharma,10-Jun-2024 12:30 PM,aoc25524.pdf (258.00 KB),Construction work of CC road and L type drain from main road Madhi to Ramdas Yadav s house in village Adupura Jagir. (District-Bithrichainpur) (MP Fund Area),S.S. CONSTRUCTION,"954,743.78",INR,2024_REDUP_877887_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SHAMLI,nagar palika shamli ke hardwev nagar mai dharamaveer singh ke makan se mukesh ke makan tak cc road v nali nirman karya,879/EERED/TENDER/2023-24/Dt- 14/12/2023,2024_REDUP_878582_12,15-Mar-2024,"INR 1,200,039.08",90,GAJENDRA VERMA,18-Jun-2024 04:09 PM,BidFoundsuccessful.pdf (19.00 KB),,RAMESH DUTT ENTERPRISES,"1,196,438.963",INR,2024_REDUP_878582_10
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SHAMLI,nagar palika shamli ke hardwev nagar mai dharamaveer singh ke makan se mukesh ke makan tak cc road v nali nirman karya,879/EERED/TENDER/2023-24/Dt- 14/12/2023,2024_REDUP_878582_12,15-Mar-2024,"INR 1,200,039.08",90,GAJENDRA VERMA,18-Jun-2024 04:09 PM,BidFoundsuccessful.pdf (19.00 KB),,RAMESH DUTT ENTERPRISES,"1,196,438.963",INR,2024_REDUP_878582_12
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BAREILLY,Construction work of CC road and L-type drain from Kundan Lal s house in village Dhimni Majra Kuandanda to Dhimni-Kudanda road. (MP FUND-Bhojipura),2336/04/EE/RED/2023-24 Date 02-12-2023,2024_REDUP_876366_1,15-Mar-2024,"INR 1,211,696",90,Vinay Kumar Sharma,18-Jun-2024 04:39 PM,aoc23364.pdf (258.00 KB),Construction work of CC road and L-type drain from Kundan Lal s house in village Dhimni Majra Kuandanda to Dhimni-Kudanda road. (MP FUND-Bhojipura),M/S KRISHAN PAL SINGH CONTRACTOR,"1,026,860.615",INR,2024_REDUP_876366_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BAREILLY,Earthen work on the remaining portion of the Pandsi Khalsa link road from village Kathola Beniram. (MP FUND-Fatehganj Pt.),2336/07/EE/RED/2023-24 Date 02-12-2023,2024_REDUP_876385_1,10-Jun-2024,"INR 1,357,930",90,Vinay Kumar Sharma,10-Jun-2024 12:44 PM,aoc23367.pdf (258.00 KB),Earthen work on the remaining portion of the Pandsi Khalsa link road from village Kathola Beniram. (MP FUND-Fatehganj Pt.),MANGAL SEN GANGWAR,"1,150,788.239",INR,2024_REDUP_876380_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BAREILLY,Earthen work on the remaining portion of the Pandsi Khalsa link road from village Kathola Beniram. (MP FUND-Fatehganj Pt.),2336/07/EE/RED/2023-24 Date 02-12-2023,2024_REDUP_876385_1,10-Jun-2024,"INR 1,357,930",90,Vinay Kumar Sharma,10-Jun-2024 12:44 PM,aoc23367.pdf (258.00 KB),Earthen work on the remaining portion of the Pandsi Khalsa link road from village Kathola Beniram. (MP FUND-Fatehganj Pt.),MANGAL SEN GANGWAR,"1,150,788.239",INR,2024_REDUP_876385_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BAREILLY,Construction work of CC road and L-type drain from the house of Lal Bahadur/Makkhan Lal to the house of Jagdish Chandra in village Pardhauli (MP FUND-Bhojipura).,2336/11/EE/RED/2023-24 Date 02-12-2023,2024_REDUP_876402_1,11-Mar-2024,"INR 1,403,353",90,Vinay Kumar Sharma,10-Jun-2024 04:44 PM,233611aocBardoliBardoli.pdf (459.00 KB),Construction work of CC road and L-type drain from the house of Lal Bahadur/Makkhan Lal to the house of Jagdish Chandra in village Pardhauli (MP FUND-Bhojipura).,M/S KRISHAN PAL SINGH CONTRACTOR,"1,189,282.25",INR,2024_REDUP_876402_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE PRATAPGARH,Gram Sabha Bedhan Ganga Ram Purwa Harijan Basti CC Road and Nali Block Kunda,21/gra.a.vi./Etender/Fileno 118/23-24,2024_REDUP_876532_1,03-May-2024,"INR 1,329,166.954",90,SUJEET RAI,03-May-2024 12:02 PM,bedhanGangaAOC.pdf (365.00 KB),AOC,M/S UDAY BHAN SINGH,"1,329,166.954",INR,2024_REDUP_876532_1
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE PRATAPGARH,Gram Sabha Bedhan Babura men Ram Vangaman Marg se Patel Basti Amarnath patel ke Ghar tak Inaterlocking Work Block Kunda,21/gra.a.vi./Etender/Fileno 118/23-24,2024_REDUP_876536_1,03-May-2024,"INR 1,843,560.505",90,SUJEET RAI,03-May-2024 12:16 PM,bedhanBaburaAOC.pdf (414.00 KB),AOC,M/S UDAY BHAN SINGH,"1,843,560.505",INR,2024_REDUP_876536_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,Construction of CC road from bankhandi bhagel to virpaal house in village Vithori,1257/RED/TENDER/23-24 dt- 06.12.2023,2024_REDUP_876658_17,29-May-2024,"INR 860,972.07",90,Radha Raman Sharma,29-May-2024 12:46 PM,Blank.pdf (12.00 KB),,SANTOSH SINGH GEHLOTH,"860,972.07",INR,2024_REDUP_876658_17
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,Reconstruction work of  Uppar Prathmik School Dankor.,1508/RED/GBN/23-24/18.12.2023,2024_REDUP_876697_1,14-Mar-2024,"INR 2,602,510.34",180,Yogendra Narayan Chaudhary,14-May-2024 04:23 PM,schoolDankor.pdf (316.00 KB),,Soniya Associates,"2,599,907.83",INR,2024_REDUP_876697_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MATHURA,CONSTRUCTION OF MAIN GATE AND ATTACH BOUNDARY WALL AT NORTH SIDE IN KISHORI RAMAN DIGRI COLLEGE MATHURA,1032/ETENDER/RED/2023-24 DT 04.12.2023,2024_REDUP_877207_1,07-Jun-2024,"INR 2,452,244",90,Kanhaiya LAL,07-Jun-2025 09:39 AM,123456.pdf (362.00 KB),BOND,M/S ANJANI SINGH,"2,452,244",INR,2024_REDUP_877173_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MATHURA,CONSTRUCTION OF MAIN GATE AND ATTACH BOUNDARY WALL AT NORTH SIDE IN KISHORI RAMAN DIGRI COLLEGE MATHURA,1032/ETENDER/RED/2023-24 DT 04.12.2023,2024_REDUP_877207_1,07-Jun-2024,"INR 2,452,244",90,Kanhaiya LAL,07-Jun-2024 01:41 PM,123456.pdf (362.00 KB),BOND,M/S ANJANI SINGH,"2,452,244",INR,2024_REDUP_877207_1
Commissioner Rural Development UP||JDC Mirzapur||CDO Sonbhadra||DDO Sonbhadra||BDO Myorepur,PS AJANGIRA ME BALAK BALIKA SOUCHALYA NIRMAN,LT NO1765-AJANGIRA-E-TENDER,2024_RDUP_917129_1,20-Jun-2024,"INR 1,237,648",105,HEMANT SINGH,20-Jun-2024 11:42 AM,AJANGIRA.pdf (362.00 KB),Contract Awarded To MS RAMASHANKAR by the committee due to lower and genuine Rate,ms. Ramashankar,"1,048,854.355",INR,2024_RDUP_917129_1
Commissioner Rural Development UP||JDC Mirzapur||CDO Sonbhadra||DDO Sonbhadra||BDO Myorepur,PRATHMIK VIDHYALAYA DHURAHAWAH ME BALAKBALIKA SOUCHALYA EVAM DIBYANG SOUCHALYA KA NIRMAN KA KARYA,LT NO-1767-ETENDER,2024_RDUP_917167_1,20-Jun-2024,"INR 1,048,854.355",105,HEMANT SINGH,20-Jun-2024 11:55 AM,JOGENDRA.pdf (365.00 KB),Contract Awarded To MS RAMASHANKAR by the committee due to lower and genuine Rate,ms. Ramashankar,"1,048,854.355",INR,2024_RDUP_917152_1
Commissioner Rural Development UP||JDC Mirzapur||CDO Sonbhadra||DDO Sonbhadra||BDO Myorepur,PRATHMIK VIDHYALAYA DHURAHAWAH ME BALAKBALIKA SOUCHALYA EVAM DIBYANG SOUCHALYA KA NIRMAN KA KARYA,LT NO-1767-ETENDER,2024_RDUP_917167_1,20-Jun-2024,"INR 1,048,854.355",105,HEMANT SINGH,20-Jun-2024 11:55 AM,JOGENDRA.pdf (365.00 KB),Contract Awarded To MS RAMASHANKAR by the committee due to lower and genuine Rate,ms. Ramashankar,"1,048,854.355",INR,2024_RDUP_917167_1
Commissioner Rural Development UP||JDC Mirzapur||CDO Sonbhadra||DDO Sonbhadra||BDO Myorepur,GRAAM PANCHAYAT RUNTOLA KE PRATHMIK VIDHYALYA MANRAHAWA TOLA ME 2 NAG ATRIKT KACCH KA NIRMAN,LT-1770-E-TENDER,2024_RDUP_917232_1,19-Jun-2024,"INR 1,416,702.643",105,HEMANT SINGH,20-Jun-2024 12:20 PM,RANTOLA.pdf (368.00 KB),Contract Awarded To MS OM SAI CONSTRUCTION by the committee due to lower and genuine Rate,M/S OM SAI CONSTRUCTION,"1,416,702.643",INR,2024_RDUP_917187_1
Commissioner Rural Development UP||JDC Mirzapur||CDO Sonbhadra||DDO Sonbhadra||BDO Myorepur,GRAAM PANCHAYAT RUNTOLA KE PRATHMIK VIDHYALYA MANRAHAWA TOLA ME 2 NAG ATRIKT KACCH KA NIRMAN,LT-1770-E-TENDER,2024_RDUP_917232_1,19-Jun-2024,"INR 1,416,702.643",105,HEMANT SINGH,20-Jun-2024 12:20 PM,RANTOLA.pdf (368.00 KB),Contract Awarded To MS OM SAI CONSTRUCTION by the committee due to lower and genuine Rate,M/S OM SAI CONSTRUCTION,"1,416,702.643",INR,2024_RDUP_917209_1
Commissioner Rural Development UP||JDC Mirzapur||CDO Sonbhadra||DDO Sonbhadra||BDO Myorepur,GRAAM PANCHAYAT RUNTOLA KE PRATHMIK VIDHYALYA MANRAHAWA TOLA ME 2 NAG ATRIKT KACCH KA NIRMAN,LT-1770-E-TENDER,2024_RDUP_917232_1,19-Jun-2024,"INR 1,416,702.643",105,HEMANT SINGH,20-Jun-2024 12:20 PM,RANTOLA.pdf (368.00 KB),Contract Awarded To MS OM SAI CONSTRUCTION by the committee due to lower and genuine Rate,M/S OM SAI CONSTRUCTION,"1,416,702.643",INR,2024_RDUP_917232_1
Commissioner Rural Development UP||JDC Mirzapur||CDO Sonbhadra||DDO Sonbhadra||BDO Myorepur,GRAAM PANCHAYAT KULDOMARI BENADAH ME TILAKDHARI CHAMAR KE GHAR SE RAMKEWAL KE GHAR HOTE HUYE PRATHMIK VIDHYALAYA BENADAH TAK CC ROAD NIRMAN KARYA,LT NO-1771-E-TENDER,2024_RDUP_917247_1,19-Jun-2024,"INR 3,383,812.736",105,HEMANT SINGH,20-Jun-2024 12:10 PM,KULDOMARI.pdf (409.00 KB),Contract Awarded To MS RAMASHANKAR by the committee due to lower and genuine Rate.,ms. Ramashankar,"3,383,812.736",INR,2024_RDUP_917247_1
Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Bairia,gram panchayat kotwa me sudisth baba pokhre ka jirodhar karya,103 date 18.06.2024,2024_RDUP_930599_1,25-Jun-2024,"INR 1,870,180.986",90,SATYA PRAKASH SINGH,25-Jun-2024 06:00 PM,aocsend_compressed.pdf (59.00 KB),AOC,SHIVAM ENTERPRISES AND ALL SUPPLIERS,"1,870,180.986",INR,2024_RDUP_930599_1
Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Bairia,SUDHISTH BABA INTER COLLEAGE KOTWA SE PRASANIK BHAWAN TAK JIG JAG INTERLOCKING KARYA,103 date 18.06.2024,2024_RDUP_930601_1,25-Jun-2024,"INR 525,938.675",90,SATYA PRAKASH SINGH,25-Jun-2024 05:57 PM,aocfrst_compressed.pdf (59.00 KB),AOC,SHIVAM ENTERPRISES AND ALL SUPPLIERS,"525,938.675",INR,2024_RDUP_930601_1
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BAREILLY,Construction work of CC road and L type drain from Gayaram s house to Jasbant s house in village Safari. (MP FUND-Bhojipura),2336/03/EE/RED/2023-24 Date 02-12-2023,2024_REDUP_876357_1,11-Mar-2024,"INR 1,074,354",90,Vinay Kumar Sharma,10-Jun-2024 04:42 PM,23363aooc.pdf (289.00 KB),Construction work of CC road and L type drain from Gayaram s house to Jasbant s house in village Safari. (MP FUND-Bhojipura),M/S KRISHAN PAL SINGH CONTRACTOR,"910,469.505",INR,2024_REDUP_876357_1
Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,Vidhayak niwas-2 (purana) sthit vibhinn aawason me rangai putai va anya marammati karya,396/E-Tender/2023-24 dt. 17.02.2024,2024_PWDBL_905508_21,31-May-2024,"INR 103,463.45",30,GANGESHWAR PAL,31-May-2024 03:23 PM,835.pdf (1510.00 KB),AOC for Acceptance No 835 date 15.03.2024,AMIT ENTERPRISES,"103,463.45",INR,2024_PWDBL_905508_21
