Organization Chain ,Tender Title ,Tender Ref No ,Tender ID ,Contract Date ,Contract Value ,Work Completion Period in days ,Updated By ,Updated on ,AOC document ,AOC Description ,Awarded Bidder,Awarded Value,Awarded Currency,Tender ID
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-06 MAIN PICH SE KATWARU KE MAKAN HOTE HUE BABULAL KE MAKAN TAK CC ROAD NIRMAN KARY,239/22,2024_DOLBU_909902_1,12-Mar-2024,"INR 1,889,306.47",30,Amitabh Mani,22-Jun-2024 01:14 PM,46.pdf (147.00 KB),,M/s Amar Mani Tripathi,"1,889,306.47",INR,2024_DOLBU_909902_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-09 MAI BHAGWAT SHARMA KE MAKAN SE SURAT KE MAKAN KE AAGE TAK CC ROAD EVAM NALI NIRMAN KARY,238/07,2024_DOLBU_909139_1,12-Mar-2024,"INR 768,154.1",30,Amitabh Mani,22-Jun-2024 06:44 PM,72.pdf (142.00 KB),,M/s Amar Mani Tripathi,"768,154.1",INR,2024_DOLBU_909126_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-09 MAI BHAGWAT SHARMA KE MAKAN SE SURAT KE MAKAN KE AAGE TAK CC ROAD EVAM NALI NIRMAN KARY,238/07,2024_DOLBU_909139_1,12-Mar-2024,"INR 768,154.1",30,Amitabh Mani,22-Jun-2024 06:44 PM,72.pdf (142.00 KB),,M/s Amar Mani Tripathi,"768,154.1",INR,2024_DOLBU_909139_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-12 CHHAT GHAT PULIYA SE NAGINA GOAD KE KHET TAK CC ROAD NIRMAN KARY,238/09,2024_DOLBU_909160_1,12-Mar-2024,"INR 1,266,366.5",30,Amitabh Mani,22-Jun-2024 06:39 PM,71.pdf (143.00 KB),,M/S SAI CONSTRUCTION,"1,266,366.5",INR,2024_DOLBU_909160_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-13 MAI GULAB KE MAKAN SE MAHESH EVAM RAMNATH GOND KE MAKAN MAIN ROAD TAK CC ROAD EVAM NALI NIRMAN KARY,238/10,2024_DOLBU_909165_1,15-Mar-2024,"INR 407,551.2",30,Amitabh Mani,22-Jun-2024 06:34 PM,70.pdf (140.00 KB),,M/s Amar Mani Tripathi,"407,551.2",INR,2024_DOLBU_909165_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-13 MAI RAGHUBANSH KE MAKAN SE UPENDRA KE MAKAN TAK CC ROAD NIRMAN KARY,238/11,2024_DOLBU_909174_1,12-Mar-2024,"INR 1,198,680",30,Amitabh Mani,22-Jun-2024 06:23 PM,68.pdf (135.00 KB),,M/s Amar Mani Tripathi,"1,198,680",INR,2024_DOLBU_909174_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-14 MAI HARI SHARMA KER MAKAN SE BHAGWAT SHARMA PRABHANSH SHARMA KE MAKAN HOTE HUE RAVI KE MAKAN TAK CC ROAD NIRMAN KARY,238/12,2024_DOLBU_909183_1,15-Mar-2024,"INR 337,040",30,Amitabh Mani,22-Jun-2024 06:05 PM,67.pdf (161.00 KB),,A.R ENTERPRISES,"337,040",INR,2024_DOLBU_909183_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-15 MAI MUKHLAL KE MAKAN SE PYARE MOHAN KE MAKAN TAK CC ROAD EVAM NALI NIRMAN KARY,238/13,2024_DOLBU_909195_1,16-Mar-2024,"INR 327,936",30,Amitabh Mani,22-Jun-2024 05:56 PM,66.pdf (164.00 KB),,A.R ENTERPRISES,"327,936",INR,2024_DOLBU_909195_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-01 MAI POKHARE KE PAS CHABUTARE KA NIRMAN KARY,239/01,2024_DOLBU_909641_1,16-Mar-2024,"INR 95,196.43",30,Amitabh Mani,22-Jun-2024 05:51 PM,65.pdf (144.00 KB),,M/S Jay Ambey Construction and Suppliar,"95,196.43",INR,2024_DOLBU_909641_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-5 SHIVAJI NAGAR MAI BANSDEO BABA KE PAS INTERLOCKING LAGANE KA KARY,239/06,2024_DOLBU_909686_1,15-Mar-2024,"INR 90,461.74",30,Amitabh Mani,22-Jun-2024 01:49 PM,53.pdf (133.00 KB),,ARYA CONSTRUCTION,"90,461.74",INR,2024_DOLBU_909669_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-5 SHIVAJI NAGAR MAI BANSDEO BABA KE PAS INTERLOCKING LAGANE KA KARY,239/06,2024_DOLBU_909686_1,15-Mar-2024,"INR 90,461.74",30,Amitabh Mani,22-Jun-2024 01:49 PM,53.pdf (133.00 KB),,ARYA CONSTRUCTION,"90,461.74",INR,2024_DOLBU_909682_1
Directorate of Local Bodies UP||Nagar Panchayat Ranipur Jhansi,swachchh bharat mission yojna ke antargat public toilet ka narman karya,290/N.P.R.-E-TENDRING/2023-24 DT 22-02-2024,2024_DOLBU_902765_4,15-Jun-2024,"INR 1,360,541.59",60,Tejram Kushwaha,15-Jun-2024 05:16 PM,toilet.pdf (1715.00 KB),,KRISHNA KANT GUPTA,"1,204,079.31",INR,2024_DOLBU_902765_4
Directorate of Local Bodies UP||Nagar Panchayat Bhatnibazar Deoria,Ward no.09 Dhirendra chaurasiya ke makan se dipak verma ke makan tak cc road awm nali nirmad kary.,2277,2024_DOLBU_902840_1,24-Jun-2024,"INR 740,500",30,Amit Kumar Singh,24-Jun-2024 02:19 PM,AOC.pdf (397.00 KB),AOC,RAUNAK ENTERPRISES,"737,538",INR,2024_DOLBU_902840_1
Directorate of Local Bodies UP||Nagar Panchayat Bhatnibazar Deoria,ward no.04 men Baburam ke makan se Mohan kharwar ke makan tak cc road awm nali nirmad.,2277,2024_DOLBU_902869_1,26-Jun-2024,"INR 442,600",30,Amit Kumar Singh,26-Jun-2024 02:33 PM,AOC.pdf (398.00 KB),AOC,RAUNAK ENTERPRISES,"440,387",INR,2024_DOLBU_902869_1
Directorate of Local Bodies UP||Nagar Panchayat Bariyapur Deoria,Ward No 10 me shivsagar ke makan se sikari chauhan ke makan hote huye chhathu ke makan tak interlocking nirman karya,607_15,2024_DOLBU_906971_1,24-Jun-2024,"INR 567,251",60,Amitab Mani,24-Jun-2024 05:19 PM,AOC_15.pdf (172.00 KB),AOC,SAROJANI ASSOCIATES,"566,683.75",INR,2024_DOLBU_906971_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO- MAI RAJENDRA PASWAN KE MAKAN SE SRIRAM KE MAKAN TAK CC ROAD EVAM NALI NIRMAN KARY,238/01,2024_DOLBU_909048_1,16-Mar-2024,"INR 544,880",30,Amitabh Mani,22-Jun-2024 09:55 AM,36.pdf (150.00 KB),,ARYA CONSTRUCTION,"544,880",INR,2024_DOLBU_907133_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO- MAI RAJENDRA PASWAN KE MAKAN SE SRIRAM KE MAKAN TAK CC ROAD EVAM NALI NIRMAN KARY,238/01,2024_DOLBU_909048_1,16-Mar-2024,"INR 544,880",30,Amitabh Mani,22-Jun-2024 09:55 AM,36.pdf (150.00 KB),,ARYA CONSTRUCTION,"544,880",INR,2024_DOLBU_909048_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-05 MAI SHIVAJI NAGAR MAI PRADEEP KE MAKAN SE AVDHESH KE MAKAN HOTE HUE DHANAI KE KHET TAK CC ROAD EVAM POKHARI TAK NALI NIRMAN KARY,238/03,2024_DOLBU_909078_1,12-Mar-2024,"INR 1,031,863.7",30,Amitabh Mani,24-Jun-2024 10:27 PM,80.pdf (145.00 KB),,M/s Amar Mani Tripathi,"1,031,863.7",INR,2024_DOLBU_909063_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-05 MAI SHIVAJI NAGAR MAI PRADEEP KE MAKAN SE AVDHESH KE MAKAN HOTE HUE DHANAI KE KHET TAK CC ROAD EVAM POKHARI TAK NALI NIRMAN KARY,238/03,2024_DOLBU_909078_1,12-Mar-2024,"INR 1,031,863.7",30,Amitabh Mani,24-Jun-2024 10:27 PM,80.pdf (145.00 KB),,M/s Amar Mani Tripathi,"1,031,863.7",INR,2024_DOLBU_909078_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-06 LAKSHMIBAI NAGAR MAIN ROAD PULIYA SE TILAKDHARI KE MAKAN TAK CC ROAD NIRMAN KARY,238/04,2024_DOLBU_909092_1,12-Mar-2024,"INR 738,187.1",30,Amitabh Mani,22-Jun-2024 07:11 PM,75.pdf (143.00 KB),,M/s Amar Mani Tripathi,"738,187.1",INR,2024_DOLBU_909092_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,NAGAR PANCHAYAT BAITALPUR KE WARD NO-09 MAI BHAGWAT SHARMA KE MAKAN SE SURAT KE MAKAN KE AAGE TAK CC ROAD EVAM NALI NIRMAN KARY,238/07,2024_DOLBU_909139_1,12-Mar-2024,"INR 768,154.1",30,Amitabh Mani,22-Jun-2024 06:44 PM,72.pdf (142.00 KB),,M/s Amar Mani Tripathi,"768,154.1",INR,2024_DOLBU_909105_1
Directorate of Local Bodies UP||Nagar Panchayat Bhatnibazar Deoria,Ward no.01 men late Suresh prasad ke makan tak cc road nirmad kary.,2277,2024_DOLBU_901838_1,24-Jun-2024,"INR 337,400",30,Amit Kumar Singh,24-Jun-2024 04:20 PM,AOC.pdf (398.00 KB),AOC,M/S JAISWAL CONSTRUCTION,"336,387.8",INR,2024_DOLBU_901838_1
Directorate of Local Bodies UP||Nagar Panchayat Bhatnibazar Deoria,Ward no.07 Men Ramashray shah ke makan se motilal gond ke makan tak cc road nirmad kary.,2277,2024_DOLBU_901952_1,13-Jun-2024,"INR 208,900",30,Amit Kumar Singh,13-Jun-2024 11:40 AM,AOC.pdf (397.00 KB),AOC,M/S JAISWAL CONSTRUCTION,"208,482",INR,2024_DOLBU_901952_1
Directorate of Local Bodies UP||Nagar Panchayat Bhatnibazar Deoria,Ward no.10 men Manjur miya ke makan se Ranu verma ke makan tak cc road nirmad.,2277,2024_DOLBU_902012_1,26-Jun-2024,"INR 241,400",30,Amit Kumar Singh,26-Jun-2024 11:13 AM,AOC.pdf (395.00 KB),AOC,SURENDRA YADAV,"240,434.4",INR,2024_DOLBU_902012_1
Directorate of Local Bodies UP||Nagar Panchayat Bhatnibazar Deoria,Ward no.02 men Rajkumar Prajapati ke makan se Guddu dubey ke makan tak Interloking road nirmad.,2277,2024_DOLBU_902032_1,24-Jun-2024,"INR 380,600",30,Amit Kumar Singh,24-Jun-2024 04:03 PM,AOC.pdf (397.00 KB),AOC,RAUNAK ENTERPRISES,"379,458.2",INR,2024_DOLBU_902032_1
Directorate of Local Bodies UP||Nagar Panchayat Bhatnibazar Deoria,Ward no.06 men madan yadav ke makan se babuchandra maurya ke makan tak cc road nirmad.,2277,2024_DOLBU_902095_1,13-Jun-2024,"INR 408,000",30,Amit Kumar Singh,13-Jun-2024 02:36 PM,AOC.pdf (397.00 KB),AOC,D S INFRA DEVELOPER UNIT,"406,980",INR,2024_DOLBU_902067_1
Directorate of Local Bodies UP||Nagar Panchayat Bhatnibazar Deoria,Ward no.06 men madan yadav ke makan se babuchandra maurya ke makan tak cc road nirmad.,2277,2024_DOLBU_902095_1,13-Jun-2024,"INR 408,000",30,Amit Kumar Singh,13-Jun-2024 02:36 PM,AOC.pdf (397.00 KB),AOC,D S INFRA DEVELOPER UNIT,"406,980",INR,2024_DOLBU_902095_1
Directorate of Local Bodies UP||Nagar Panchayat Munderabazar Gorakhpur,"CC Road, Nali, Slab Construction Work",520_SFC_NPCC_23-24_21-02-2024,2024_DOLBU_902127_9,07-Jun-2024,"INR 1,415,716.8",30,Ashish Kumar,07-Jun-2024 05:32 PM,NIT.pdf (424.00 KB),AOC,M/s SAI ASSOCIATES,"1,415,716.8",INR,2024_DOLBU_902127_9
Directorate of Local Bodies UP||Nagar Panchayat Ranipur Jhansi,janpad jhansi ke Nagar panchayat ranipur me ranipur basari road se mrf center tak c.c. road avm puliya ka nirman karya,290/N.P.R.-E-TENDRING/2023-24 DT 22-02-2024,2024_DOLBU_902765_3,22-Jun-2024,"INR 1,100,436.7",60,Tejram Kushwaha,22-Jun-2024 04:09 PM,govindDas.pdf (1097.00 KB),AOC,M/S GOVIND DAS ARYA,"935,371.2",INR,2024_DOLBU_902765_1
Directorate of Local Bodies UP||Nagar Panchayat Ranipur Jhansi,janpad jhansi ke Nagar panchayat ranipur me ranipur basari road se mrf center tak c.c. road avm puliya ka nirman karya,290/N.P.R.-E-TENDRING/2023-24 DT 22-02-2024,2024_DOLBU_902765_3,22-Jun-2024,"INR 1,100,436.7",60,Tejram Kushwaha,22-Jun-2024 04:09 PM,govindDas.pdf (1097.00 KB),AOC,M/S GOVIND DAS ARYA,"935,371.2",INR,2024_DOLBU_902765_2
Directorate of Local Bodies UP||Nagar Panchayat Ranipur Jhansi,janpad jhansi ke Nagar panchayat ranipur me ranipur basari road se mrf center tak c.c. road avm puliya ka nirman karya,290/N.P.R.-E-TENDRING/2023-24 DT 22-02-2024,2024_DOLBU_902765_3,22-Jun-2024,"INR 1,100,436.7",60,Tejram Kushwaha,22-Jun-2024 04:09 PM,govindDas.pdf (1097.00 KB),AOC,M/S GOVIND DAS ARYA,"935,371.2",INR,2024_DOLBU_902765_3
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Ward No. 05 Construction work of interlocking road from Guddu house to Subash Chaudhary house.,N.P.R./SFC2ND/W-12/2023-24,2024_DOLBU_900234_2,11-Jun-2024,"INR 205,372.46",90,santosh kumar varma,11-Jun-2024 02:40 PM,AOC12.pdf (363.00 KB),WORK ORDER,M/S HARENDRA LAL SRIVATAVA CONTRACTOR,"205,372.46",INR,2024_DOLBU_900234_2
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Ward No. 05 Construction work of interlocking road from Puran Gupta house to Muneb Gupta house.,N.P.R./SFC2ND/W-13/2023-24,2024_DOLBU_900251_2,12-Jun-2024,"INR 193,458.65",90,santosh kumar varma,12-Jun-2024 12:56 PM,AOC13.pdf (366.00 KB),WORK ORDER,M/S HARENDRA LAL SRIVATAVA CONTRACTOR,"193,458.65",INR,2024_DOLBU_900251_2
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Ward No. 05 Construction work of interlocking road from Muneb Harijan house to Pramod Sharma house.,N.P.R./SFC2ND/W-14/2023-24,2024_DOLBU_900271_2,12-Jun-2024,"INR 900,675.92",90,santosh kumar varma,12-Jun-2024 01:16 PM,AOC14.pdf (361.00 KB),WORK ORDER,M/S HARENDRA LAL SRIVATAVA CONTRACTOR,"900,675.92",INR,2024_DOLBU_900271_2
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Construction work of ritual building and bath house near toilet in Ward No. 14 Gautam Buddha Nagar.,N.P.R./SFC2ND/W-16/2023-24,2024_DOLBU_900301_2,12-Jun-2024,"INR 655,021.33",90,santosh kumar varma,12-Jun-2024 01:23 PM,AOC16.pdf (365.00 KB),WORK ORDER,M/S JITENDRA RAO THIKEDAR,"655,021.33",INR,2024_DOLBU_900301_2
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Ward No. 14 Construction work of interlocking road from Gautam Buddha Nagar Farna bridge in front of West Khaderu Prajapati house.,N.P.R./SFC2ND/W-17/2023-24,2024_DOLBU_900322_2,13-Jun-2024,"INR 1,000,389.56",90,santosh kumar varma,13-Jun-2024 03:44 PM,AOC17.pdf (362.00 KB),WORK ORDER,M/S JITENDRA RAO THIKEDAR,"1,000,389.56",INR,2024_DOLBU_900322_2
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Construction work of interlocking road from Umesh house to Satyadev house on Pitch Road in Ward No. 14.,N.P.R./SFC2ND/W-18/2023-24,2024_DOLBU_900340_2,13-Jun-2024,"INR 703,266.79",90,santosh kumar varma,13-Jun-2024 04:17 PM,AOC18.pdf (363.00 KB),WORK ORDER,M/S JITENDRA RAO THIKEDAR,"703,266.79",INR,2024_DOLBU_900340_2
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Ward No. 18 Construction work of interlocking road from Chandrabhushan Lal house to Raju house.,N.P.R./SFC2ND/W-24/2023-24,2024_DOLBU_900423_2,13-Jun-2024,"INR 595,510.44",90,santosh kumar varma,13-Jun-2024 07:44 PM,AOC24.pdf (360.00 KB),WORK ORDER,M/S HARENDRA LAL SRIVATAVA CONTRACTOR,"595,510.44",INR,2024_DOLBU_900389_1
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Ward No. 18 Construction work of interlocking road from Chandrabhushan Lal house to Raju house.,N.P.R./SFC2ND/W-24/2023-24,2024_DOLBU_900423_2,13-Jun-2024,"INR 595,510.44",90,santosh kumar varma,13-Jun-2024 07:44 PM,AOC24.pdf (360.00 KB),WORK ORDER,M/S HARENDRA LAL SRIVATAVA CONTRACTOR,"595,510.44",INR,2024_DOLBU_900423_2
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Ward No. 18 From Anirudh farm to Chandrakanti Devi Primary School C.C. road construction work.,N.P.R./SFC2ND/W-25/2023-24,2024_DOLBU_900435_2,13-Jun-2024,"INR 795,164.48",90,santosh kumar varma,13-Jun-2024 02:28 PM,AOC25.pdf (366.00 KB),WORK ORDER,M/S HARENDRA LAL SRIVATAVA CONTRACTOR,"795,164.48",INR,2024_DOLBU_900435_2
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Ward No. 18 From Mahendra Rawat house to Shiv Mandir C.C. road construction work.,N.P.R./SFC2ND/W-26/2023-24,2024_DOLBU_900447_2,13-Jun-2024,"INR 296,298.37",90,santosh kumar varma,13-Jun-2024 07:50 PM,AOC26.pdf (364.00 KB),WORK ORDER,M/S HARENDRA LAL SRIVATAVA CONTRACTOR,"296,298.37",INR,2024_DOLBU_900447_2
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,WARD NO 7 LOKMANYA TILAK NAGAR WARD MAI RADHA KISHUN KE MAKAN SE RAJ MANGAL SINGH KE MAKAN TAK CC ROAD EVAM NALI NIRMAN KARY,226/03,2024_DOLBU_899501_1,12-Mar-2024,"INR 396,563.3",30,Amitabh Mani,22-Jun-2024 10:01 AM,37.pdf (138.00 KB),,ARVIND KUMAR VERMA,"396,563.3",INR,2024_DOLBU_899424_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,WARD NO 7 LOKMANYA TILAK NAGAR WARD MAI RADHA KISHUN KE MAKAN SE RAJ MANGAL SINGH KE MAKAN TAK CC ROAD EVAM NALI NIRMAN KARY,226/03,2024_DOLBU_899501_1,12-Mar-2024,"INR 396,563.3",30,Amitabh Mani,22-Jun-2024 10:01 AM,37.pdf (138.00 KB),,ARVIND KUMAR VERMA,"396,563.3",INR,2024_DOLBU_899450_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,WARD NO 7 LOKMANYA TILAK NAGAR WARD MAI RADHA KISHUN KE MAKAN SE RAJ MANGAL SINGH KE MAKAN TAK CC ROAD EVAM NALI NIRMAN KARY,226/03,2024_DOLBU_899501_1,12-Mar-2024,"INR 396,563.3",30,Amitabh Mani,22-Jun-2024 10:01 AM,37.pdf (138.00 KB),,ARVIND KUMAR VERMA,"396,563.3",INR,2024_DOLBU_899481_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,WARD NO 7 LOKMANYA TILAK NAGAR WARD MAI RADHA KISHUN KE MAKAN SE RAJ MANGAL SINGH KE MAKAN TAK CC ROAD EVAM NALI NIRMAN KARY,226/03,2024_DOLBU_899501_1,12-Mar-2024,"INR 396,563.3",30,Amitabh Mani,22-Jun-2024 10:01 AM,37.pdf (138.00 KB),,ARVIND KUMAR VERMA,"396,563.3",INR,2024_DOLBU_899501_1
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Ward No. 05 Chitragupt Nagar from Hashim house to Brahma Chaudhary and Rameshwar Sahni house to Sheeri Chaudhary C.C. Road and RCC drain construction work.,N.P.R./SFC2ND/W-08/2023-24,2024_DOLBU_900127_1,11-Jun-2024,"INR 1,453,165.66",90,santosh kumar varma,11-Jun-2024 01:14 PM,AOC08.pdf (362.00 KB),WORK ORDER,M/S JITENDRA RAO THIKEDAR,"1,453,165.66",INR,2024_DOLBU_899731_2
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Ward No. 05 Chitragupt Nagar from Hashim house to Brahma Chaudhary and Rameshwar Sahni house to Sheeri Chaudhary C.C. Road and RCC drain construction work.,N.P.R./SFC2ND/W-08/2023-24,2024_DOLBU_900127_1,11-Jun-2024,"INR 1,453,165.66",90,santosh kumar varma,11-Jun-2024 01:14 PM,AOC08.pdf (362.00 KB),WORK ORDER,M/S JITENDRA RAO THIKEDAR,"1,453,165.66",INR,2024_DOLBU_899920_1
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Ward No. 05 Chitragupt Nagar from Hashim house to Brahma Chaudhary and Rameshwar Sahni house to Sheeri Chaudhary C.C. Road and RCC drain construction work.,N.P.R./SFC2ND/W-08/2023-24,2024_DOLBU_900127_1,11-Jun-2024,"INR 1,453,165.66",90,santosh kumar varma,11-Jun-2024 01:14 PM,AOC08.pdf (362.00 KB),WORK ORDER,M/S JITENDRA RAO THIKEDAR,"1,453,165.66",INR,2024_DOLBU_900127_1
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,S.R.P.N. school from Singha Road in Ward No. 05. CC road construction work.,N.P.R./SFC2ND/W-09/2023-24,2024_DOLBU_900137_2,11-Jun-2024,"INR 702,476.75",90,santosh kumar varma,11-Jun-2024 05:08 PM,AOC09.pdf (364.00 KB),WORK ORDER,M/S HARENDRA LAL SRIVATAVA CONTRACTOR,"702,476.75",INR,2024_DOLBU_900137_2
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Construction work of culvert and interlocking from Ward No. 05 Phoolbadan house to Bengali doctor house via south.,N.P.R./SFC2ND/W-10/2023-24,2024_DOLBU_900144_2,11-Jun-2024,"INR 416,191.38",90,santosh kumar varma,11-Jun-2024 05:54 PM,AOC10.pdf (364.00 KB),WORK ORDER,M/S HARENDRA LAL SRIVATAVA CONTRACTOR,"416,191.38",INR,2024_DOLBU_900144_2
Directorate of Local Bodies UP||Nagar Panchayat Ramkola Kushinagar,Construction work of CC road on canal track from Munib Ansari house to Dashrath house in Ward No. 05 Dhuwatikar.,N.P.R./SFC2ND/W-11/2023-24,2024_DOLBU_900175_2,11-Jun-2024,"INR 1,646,409.34",90,santosh kumar varma,11-Jun-2024 03:37 PM,AOC11.pdf (365.00 KB),WORK ORDER,M/S HARENDRA LAL SRIVATAVA CONTRACTOR,"1,646,409.34",INR,2024_DOLBU_900175_2
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,PRATHAMIK VIDHYALAY JAGDISHPUR MAI DARWAJA KHIRANKI PLASTER CHHAT MARRAMAT EVAM SHOUCHALAY KA NIRMAN KARY,2023/11,2024_DOLBU_896956_1,12-Mar-2024,"INR 604,395",30,Amitabh Mani,24-Jun-2024 10:52 PM,84.pdf (144.00 KB),,M/S HIMANSU CONSTRUCTION,"604,395",INR,2024_DOLBU_896956_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,WARD NO 5 MAI PRATHAMIK VIDHYALAY BAUNDARYWALL EVAM GATE LAGANE KA NIRMAN KARY,2023/13,2024_DOLBU_896976_1,15-Mar-2024,"INR 391,568.8",30,Amitabh Mani,24-Jun-2024 10:45 PM,82.pdf (135.00 KB),,SATENDRA KUMAR SINGH,"391,568.8",INR,2024_DOLBU_896965_1
Directorate of Local Bodies UP||Nagar Panchayat Baitalpur Deoria,WARD NO 5 MAI PRATHAMIK VIDHYALAY BAUNDARYWALL EVAM GATE LAGANE KA NIRMAN KARY,2023/13,2024_DOLBU_896976_1,15-Mar-2024,"INR 391,568.8",30,Amitabh Mani,24-Jun-2024 10:45 PM,82.pdf (135.00 KB),,SATENDRA KUMAR SINGH,"391,568.8",INR,2024_DOLBU_896976_1
Directorate of Local Bodies UP||Gorakhpur Municipal Corporation,work from Saraswati Vidya Mandir School to Vrindavan Colony in Subhash Chand Bose Nagar,Tender,2024_DOLBU_897756_1,09-May-2024,"INR 33,282,054.539",180,AMAR NATH,09-May-2024 02:25 PM,897756_9.pdf (1649.00 KB),,AMBEY ENETRPRISES,"33,282,054.539",INR,2024_DOLBU_897756_1
Directorate of Local Bodies UP||Nagar Panchayat Saidpur Ghazipur,WARD NO 10  ME RAKSHA MEDICAL SE AJAY BARANWAL KI GALI TAK NALI MARAMMAT AUR DHAKKAN KA KARY,336/NPSDP/2023-24 DATED 16-02-2024,2024_DOLBU_899309_1,15-Mar-2024,"INR 270,864.5",30,Surendra Kumar,25-May-2024 01:10 PM,w7.pdf (267.00 KB),work order,M/S B.L. CONSTRUCTION,"270,864.5",INR,2024_DOLBU_899309_1
Directorate of Local Bodies UP||Nagar Panchayat Saidpur Ghazipur,WARD NO 10 ME RAMJI CHAURASIA KE GHAR SE MUNNA KANNAUJIYA KE GHAR TAK COVERED DRAIN AND COLORED INTERLOCKING KANIRMAN,336/NPSDP/2023-24 DATED 16-02-2024,2024_DOLBU_899353_1,15-Mar-2024,"INR 383,808",30,Surendra Kumar,25-May-2024 12:49 PM,w4.pdf (281.00 KB),WORK ORDER,M/S B.L. CONSTRUCTION,"383,808",INR,2024_DOLBU_899337_1
Directorate of Local Bodies UP||Nagar Panchayat Saidpur Ghazipur,WARD NO 10 ME RAMJI CHAURASIA KE GHAR SE MUNNA KANNAUJIYA KE GHAR TAK COVERED DRAIN AND COLORED INTERLOCKING KANIRMAN,336/NPSDP/2023-24 DATED 16-02-2024,2024_DOLBU_899353_1,15-Mar-2024,"INR 383,808",30,Surendra Kumar,25-May-2024 12:49 PM,w4.pdf (281.00 KB),WORK ORDER,M/S B.L. CONSTRUCTION,"383,808",INR,2024_DOLBU_899346_1
Directorate of Local Bodies UP||Nagar Panchayat Saidpur Ghazipur,WARD NO 10 ME RAMJI CHAURASIA KE GHAR SE MUNNA KANNAUJIYA KE GHAR TAK COVERED DRAIN AND COLORED INTERLOCKING KANIRMAN,336/NPSDP/2023-24 DATED 16-02-2024,2024_DOLBU_899353_1,15-Mar-2024,"INR 383,808",30,Surendra Kumar,25-May-2024 12:49 PM,w4.pdf (281.00 KB),WORK ORDER,M/S B.L. CONSTRUCTION,"383,808",INR,2024_DOLBU_899353_1
